"cty","Name","High_School_Graduation_Rate_rP_gP_p50"
"cty12001","Alachua County, FL",0.8772
"cty51033","Caroline County, VA",0.8772
"cty05121","Randolph County, AR",0.8772
"cty17141","Ogle County, IL",0.8772
"cty27161","Waseca County, MN",0.8771
"cty48295","Lipscomb County, TX",0.8771
"cty06047","Merced County, CA",0.877
"cty29183","St. Charles County, MO",0.877
"cty56005","Campbell County, WY",0.877
"cty21009","Barren County, KY",0.877
"cty47187","Williamson County, TN",0.877
"cty21007","Ballard County, KY",0.877
"cty47071","Hardin County, TN",0.8769
"cty47081","Hickman County, TN",0.8768
"cty13053","Chattahoochee County, GA",0.8768
"cty29073","Gasconade County, MO",0.8767
"cty13111","Fannin County, GA",0.8767
"cty27167","Wilkin County, MN",0.8767
"cty09011","New London County, CT",0.8766
"cty55135","Waupaca County, WI",0.8766
"cty37141","Pender County, NC",0.8766
"cty27029","Clearwater County, MN",0.8765
"cty48485","Wichita County, TX",0.8765
"cty39155","Trumbull County, OH",0.8765
"cty48001","Anderson County, TX",0.8765
"cty36099","Seneca County, NY",0.8765
"cty50027","Windsor County, VT",0.8765
"cty28085","Lincoln County, MS",0.8765
"cty29021","Buchanan County, MO",0.8765
"cty40073","Kingfisher County, OK",0.8764
"cty05039","Dallas County, AR",0.8764
"cty18059","Hancock County, IN",0.8764
"cty21195","Pike County, KY",0.8764
"cty29051","Cole County, MO",0.8764
"cty13147","Hart County, GA",0.8763
"cty31079","Hall County, NE",0.8763
"cty19147","Palo Alto County, IA",0.8763
"cty20059","Franklin County, KS",0.8763
"cty37185","Warren County, NC",0.8762
"cty48281","Lampasas County, TX",0.8762
"cty55027","Dodge County, WI",0.8762
"cty23023","Sagadahoc County, ME",0.8762
"cty20043","Doniphan County, KS",0.8762
"cty20159","Rice County, KS",0.8761
"cty37197","Yadkin County, NC",0.8761
"cty08113","San Miguel County, CO",0.8761
"cty08009","Baca County, CO",0.8761
"cty17115","Macon County, IL",0.8761
"cty18137","Ripley County, IN",0.8761
"cty48497","Wise County, TX",0.876
"cty06097","Sonoma County, CA",0.876
"cty47127","Moore County, TN",0.876
"cty08125","Yuma County, CO",0.876
"cty05113","Polk County, AR",0.8759
"cty53033","King County, WA",0.8759
"cty01093","Marion County, AL",0.8759
"cty42123","Warren County, PA",0.8759
"cty38053","McKenzie County, ND",0.8758
"cty40041","Delaware County, OK",0.8758
"cty21093","Hardin County, KY",0.8758
"cty21125","Laurel County, KY",0.8758
"cty26125","Oakland County, MI",0.8757
"cty21225","Union County, KY",0.8757
"cty55075","Marinette County, WI",0.8757
"cty45001","Abbeville County, SC",0.8757
"cty17039","De Witt County, IL",0.8757
"cty19115","Louisa County, IA",0.8757
"cty34021","Mercer County, NJ",0.8757
"cty39165","Warren County, OH",0.8756
"cty30085","Roosevelt County, MT",0.8755
"cty36047","Kings County, NY",0.8755
"cty40123","Pontotoc County, OK",0.8755
"cty06001","Alameda County, CA",0.8755
"cty26105","Mason County, MI",0.8755
"cty48325","Medina County, TX",0.8755
"cty30063","Missoula County, MT",0.8754
"cty20015","Butler County, KS",0.8754
"cty06111","Ventura County, CA",0.8754
"cty40059","Harper County, OK",0.8754
"cty37083","Halifax County, NC",0.8753
"cty42023","Cameron County, PA",0.8753
"cty21187","Owen County, KY",0.8753
"cty06099","Stanislaus County, CA",0.8752
"cty40129","Roger Mills County, OK",0.8752
"cty02180","Nome Census Area, AK",0.8751
"cty27039","Dodge County, MN",0.8751
"cty21133","Letcher County, KY",0.8751
"cty31021","Burt County, NE",0.8751
"cty50007","Chittenden County, VT",0.8751
"cty47101","Lewis County, TN",0.8751
"cty49007","Carbon County, UT",0.875
"cty05145","White County, AR",0.875
"cty30021","Dawson County, MT",0.875
"cty08083","Montezuma County, CO",0.8749
"cty22003","Allen Parish, LA",0.8749
"cty47123","Monroe County, TN",0.8749
"cty48025","Bee County, TX",0.8749
"cty01051","Elmore County, AL",0.8749
"cty31185","York County, NE",0.8749
"cty02090","Fairbanks North Star Borough, AK",0.8748
"cty36049","Lewis County, NY",0.8748
"cty24003","Anne Arundel County, MD",0.8747
"cty42121","Venango County, PA",0.8747
"cty27085","McLeod County, MN",0.8747
"cty19189","Winnebago County, IA",0.8747
"cty18131","Pulaski County, IN",0.8747
"cty42117","Tioga County, PA",0.8746
"cty27057","Hubbard County, MN",0.8746
"cty48195","Hansford County, TX",0.8746
"cty21051","Clay County, KY",0.8746
"cty45051","Horry County, SC",0.8745
"cty31035","Clay County, NE",0.8745
"cty23017","Oxford County, ME",0.8745
"cty36019","Clinton County, NY",0.8745
"cty54003","Berkeley County, WV",0.8745
"cty46053","Gregory County, SD",0.8745
"cty46015","Brule County, SD",0.8745
"cty25025","Suffolk County, MA",0.8744
"cty47155","Sevier County, TN",0.8743
"cty26143","Roscommon County, MI",0.8743
"cty20183","Smith County, KS",0.8743
"cty12063","Jackson County, FL",0.8743
"cty55021","Columbia County, WI",0.8743
"cty48347","Nacogdoches County, TX",0.8743
"cty20163","Rooks County, KS",0.8742
"cty47111","Macon County, TN",0.8742
"cty17195","Whiteside County, IL",0.8742
"cty12129","Wakulla County, FL",0.8741
"cty37073","Gates County, NC",0.8741
"cty45063","Lexington County, SC",0.874
"cty22065","Madison Parish, LA",0.874
"cty48151","Fisher County, TX",0.874
"cty22049","Jackson Parish, LA",0.874
"cty51003","Albemarle County, VA",0.874
"cty45085","Sumter County, SC",0.8739
"cty30041","Hill County, MT",0.8739
"cty26031","Cheboygan County, MI",0.8739
"cty36075","Oswego County, NY",0.8739
"cty13251","Screven County, GA",0.8739
"cty48009","Archer County, TX",0.8739
"cty36055","Monroe County, NY",0.8738
"cty26037","Clinton County, MI",0.8738
"cty29031","Cape Girardeau County, MO",0.8738
"cty37135","Orange County, NC",0.8738
"cty39151","Stark County, OH",0.8737
"cty25011","Franklin County, MA",0.8737
"cty56025","Natrona County, WY",0.8736
"cty06095","Solano County, CA",0.8736
"cty48177","Gonzales County, TX",0.8736
"cty36115","Washington County, NY",0.8736
"cty29131","Miller County, MO",0.8736
"cty20177","Shawnee County, KS",0.8735
"cty54065","Morgan County, WV",0.8735
"cty01061","Geneva County, AL",0.8735
"cty08029","Delta County, CO",0.8735
"cty37037","Chatham County, NC",0.8734
"cty40047","Garfield County, OK",0.8733
"cty32033","White Pine County, NV",0.8733
"cty47053","Gibson County, TN",0.8733
"cty16015","Boise County, ID",0.8732
"cty48241","Jasper County, TX",0.8732
"cty51141","Patrick County, VA",0.8732
"cty29199","Scotland County, MO",0.8732
"cty20189","Stevens County, KS",0.8732
"cty17143","Peoria County, IL",0.8732
"cty29091","Howell County, MO",0.8732
"cty26089","Leelanau County, MI",0.8731
"cty02170","Matanuska-Susitna Borough, AK",0.8731
"cty27077","Lake of the Woods County, MN",0.8731
"cty18183","Whitley County, IN",0.8731
"cty55095","Polk County, WI",0.8731
"cty39069","Henry County, OH",0.8731
"cty28007","Attala County, MS",0.8731
"cty55045","Green County, WI",0.8731
"cty41023","Grant County, OR",0.8731
"cty49053","Washington County, UT",0.873
"cty51775","Salem city, VA",0.873
"cty50021","Rutland County, VT",0.873
"cty18157","Tippecanoe County, IN",0.873
"cty19193","Woodbury County, IA",0.8729
"cty40027","Cleveland County, OK",0.8729
"cty13135","Gwinnett County, GA",0.8729
"cty29165","Platte County, MO",0.8729
"cty12121","Suwannee County, FL",0.8729
"cty47125","Montgomery County, TN",0.8728
"cty36067","Onondaga County, NY",0.8728
"cty47145","Roane County, TN",0.8728
"cty20169","Saline County, KS",0.8728
"cty26101","Manistee County, MI",0.8728
"cty48499","Wood County, TX",0.8728
"cty27001","Aitkin County, MN",0.8728
"cty48059","Callahan County, TX",0.8727
"cty31055","Douglas County, NE",0.8726
"cty37049","Craven County, NC",0.8726
"cty17097","Lake County, IL",0.8726
"cty21029","Bullitt County, KY",0.8726
"cty17183","Vermilion County, IL",0.8726
"cty42103","Pike County, PA",0.8726
"cty51149","Prince George County, VA",0.8726
"cty42081","Lycoming County, PA",0.8726
"cty42095","Northampton County, PA",0.8725
"cty18117","Orange County, IN",0.8725
"cty13031","Bulloch County, GA",0.8725
"cty55057","Juneau County, WI",0.8725
"cty35051","Sierra County, NM",0.8725
"cty50005","Caledonia County, VT",0.8725
"cty18051","Gibson County, IN",0.8724
"cty18055","Greene County, IN",0.8724
"cty39063","Hancock County, OH",0.8724
"cty08067","La Plata County, CO",0.8723
"cty41027","Hood River County, OR",0.8723
"cty18013","Brown County, IN",0.8723
"cty37133","Onslow County, NC",0.8722
"cty53067","Thurston County, WA",0.8722
"cty30061","Mineral County, MT",0.8722
"cty05075","Lawrence County, AR",0.8722
"cty01123","Tallapoosa County, AL",0.8722
"cty21179","Nelson County, KY",0.8722
"cty40111","Okmulgee County, OK",0.8721
"cty56037","Sweetwater County, WY",0.8721
"cty37009","Ashe County, NC",0.8721
"cty08103","Rio Blanco County, CO",0.8721
"cty35019","Guadalupe County, NM",0.8721
"cty18065","Henry County, IN",0.8721
"cty49013","Duchesne County, UT",0.872
"cty22071","Orleans Parish, LA",0.872
"cty39043","Erie County, OH",0.872
"cty48115","Dawson County, TX",0.872
"cty28069","Kemper County, MS",0.872
"cty24043","Washington County, MD",0.872
"cty54021","Gilmer County, WV",0.872
"cty47151","Scott County, TN",0.872
"cty06021","Glenn County, CA",0.8719
"cty38057","Mercer County, ND",0.8719
"cty13219","Oconee County, GA",0.8719
"cty29003","Andrew County, MO",0.8719
"cty48441","Taylor County, TX",0.8718
"cty47113","Madison County, TN",0.8718
"cty48353","Nolan County, TX",0.8718
"cty41021","Gilliam County, OR",0.8717
"cty20199","Wallace County, KS",0.8717
"cty37139","Pasquotank County, NC",0.8717
"cty48247","Jim Hogg County, TX",0.8717
"cty20095","Kingman County, KS",0.8717
"cty13283","Treutlen County, GA",0.8717
"cty27107","Norman County, MN",0.8717
"cty21205","Rowan County, KY",0.8717
"cty26087","Lapeer County, MI",0.8716
"cty29161","Phelps County, MO",0.8716
"cty39131","Pike County, OH",0.8716
"cty19133","Monona County, IA",0.8716
"cty26043","Dickinson County, MI",0.8715
"cty34031","Passaic County, NJ",0.8714
"cty06037","Los Angeles County, CA",0.8714
"cty49057","Weber County, UT",0.8714
"cty22059","LaSalle Parish, LA",0.8714
"cty21097","Harrison County, KY",0.8714
"cty48215","Hidalgo County, TX",0.8713
"cty49027","Millard County, UT",0.8713
"cty06101","Sutter County, CA",0.8712
"cty23013","Knox County, ME",0.8712
"cty13019","Berrien County, GA",0.8712
"cty46065","Hughes County, SD",0.8711
"cty27003","Anoka County, MN",0.8711
"cty26093","Livingston County, MI",0.8711
"cty13161","Jeff Davis County, GA",0.8711
"cty48213","Henderson County, TX",0.8711
"cty29117","Livingston County, MO",0.8711
"cty47105","Loudon County, TN",0.8711
"cty35047","San Miguel County, NM",0.8711
"cty02020","Anchorage Municipality, AK",0.871
"cty48265","Kerr County, TX",0.871
"cty54027","Hampshire County, WV",0.871
"cty21021","Boyle County, KY",0.871
"cty29135","Moniteau County, MO",0.871
"cty26095","Luce County, MI",0.8709
"cty32005","Douglas County, NV",0.8709
"cty34007","Camden County, NJ",0.8709
"cty48303","Lubbock County, TX",0.8709
"cty38073","Ransom County, ND",0.8709
"cty55013","Burnett County, WI",0.8708
"cty05119","Pulaski County, AR",0.8708
"cty48015","Austin County, TX",0.8708
"cty17051","Fayette County, IL",0.8708
"cty29177","Ray County, MO",0.8708
"cty12117","Seminole County, FL",0.8707
"cty48273","Kleberg County, TX",0.8707
"cty06025","Imperial County, CA",0.8706
"cty29097","Jasper County, MO",0.8706
"cty27139","Scott County, MN",0.8706
"cty38087","Slope County, ND",0.8706
"cty21223","Trimble County, KY",0.8706
"cty41001","Baker County, OR",0.8706
"cty16045","Gem County, ID",0.8706
"cty41019","Douglas County, OR",0.8705
"cty29125","Maries County, MO",0.8705
"cty48143","Erath County, TX",0.8705
"cty13179","Liberty County, GA",0.8705
"cty41005","Clackamas County, OR",0.8704
"cty21037","Campbell County, KY",0.8704
"cty47031","Coffee County, TN",0.8703
"cty04005","Coconino County, AZ",0.8702
"cty04001","Apache County, AZ",0.8702
"cty29037","Cass County, MO",0.8702
"cty39077","Huron County, OH",0.8702
"cty53071","Walla Walla County, WA",0.8702
"cty31053","Dodge County, NE",0.8702
"cty47103","Lincoln County, TN",0.8702
"cty13033","Burke County, GA",0.8701
"cty18073","Jasper County, IN",0.8701
"cty48093","Comanche County, TX",0.8701
"cty13005","Bacon County, GA",0.8701
"cty12086","Miami-Dade County, FL",0.87
"cty40145","Wagoner County, OK",0.87
"cty51107","Loudoun County, VA",0.87
"cty47021","Cheatham County, TN",0.87
"cty30111","Yellowstone County, MT",0.8699
"cty34001","Atlantic County, NJ",0.8699
"cty48429","Stephens County, TX",0.8699
"cty27147","Steele County, MN",0.8699
"cty48085","Collin County, TX",0.8698
"cty37089","Henderson County, NC",0.8698
"cty47009","Blount County, TN",0.8697
"cty47119","Maury County, TN",0.8697
"cty51153","Prince William County, VA",0.8696
"cty25013","Hampden County, MA",0.8696
"cty36101","Steuben County, NY",0.8696
"cty29115","Linn County, MO",0.8696
"cty18031","Decatur County, IN",0.8696
"cty12073","Leon County, FL",0.8695
"cty29207","Stoddard County, MO",0.8695
"cty21173","Montgomery County, KY",0.8695
"cty28053","Humphreys County, MS",0.8695
"cty51600","Fairfax city, VA",0.8694
"cty51700","Newport News city, VA",0.8693
"cty40017","Canadian County, OK",0.8693
"cty29007","Audrain County, MO",0.8693
"cty08041","El Paso County, CO",0.8692
"cty37059","Davie County, NC",0.8692
"cty47147","Robertson County, TN",0.8692
"cty48229","Hudspeth County, TX",0.8692
"cty39053","Gallia County, OH",0.8692
"cty29217","Vernon County, MO",0.8692
"cty48479","Webb County, TX",0.8692
"cty29173","Ralls County, MO",0.8692
"cty42029","Chester County, PA",0.8691
"cty21073","Franklin County, KY",0.8691
"cty54089","Summers County, WV",0.8691
"cty48091","Comal County, TX",0.8691
"cty12109","St. Johns County, FL",0.869
"cty36039","Greene County, NY",0.869
"cty31051","Dixon County, NE",0.869
"cty20071","Greeley County, KS",0.869
"cty05115","Pope County, AR",0.8689
"cty47163","Sullivan County, TN",0.8689
"cty18121","Parke County, IN",0.8689
"cty12085","Martin County, FL",0.8689
"cty27005","Becker County, MN",0.8688
"cty46127","Union County, SD",0.8688
"cty34033","Salem County, NJ",0.8687
"cty08027","Custer County, CO",0.8687
"cty26129","Ogemaw County, MI",0.8687
"cty42043","Dauphin County, PA",0.8686
"cty29189","St. Louis County, MO",0.8686
"cty13075","Cook County, GA",0.8686
"cty42085","Mercer County, PA",0.8686
"cty48289","Leon County, TX",0.8686
"cty26069","Iosco County, MI",0.8686
"cty31157","Scotts Bluff County, NE",0.8685
"cty06107","Tulare County, CA",0.8685
"cty08099","Prowers County, CO",0.8685
"cty53009","Clallam County, WA",0.8684
"cty06083","Santa Barbara County, CA",0.8684
"cty38099","Walsh County, ND",0.8684
"cty13037","Calhoun County, GA",0.8684
"cty08014","Broomfield County, CO",0.8684
"cty21233","Webster County, KY",0.8684
"cty17161","Rock Island County, IL",0.8683
"cty48473","Waller County, TX",0.8683
"cty27109","Olmsted County, MN",0.8683
"cty37191","Wayne County, NC",0.8683
"cty46009","Bon Homme County, SD",0.8683
"cty20115","Marion County, KS",0.8683
"cty24015","Cecil County, MD",0.8683
"cty55083","Oconto County, WI",0.8682
"cty56029","Park County, WY",0.8682
"cty40051","Grady County, OK",0.8681
"cty26099","Macomb County, MI",0.8681
"cty51011","Appomattox County, VA",0.8681
"cty48451","Tom Green County, TX",0.868
"cty41009","Columbia County, OR",0.868
"cty29083","Henry County, MO",0.868
"cty01111","Randolph County, AL",0.868
"cty49033","Rich County, UT",0.868
"cty27011","Big Stone County, MN",0.8679
"cty28091","Marion County, MS",0.8679
"cty46059","Hand County, SD",0.8679
"cty37163","Sampson County, NC",0.8678
"cty26139","Ottawa County, MI",0.8678
"cty51820","Waynesboro city, VA",0.8678
"cty26119","Montmorency County, MI",0.8678
"cty05091","Miller County, AR",0.8677
"cty21077","Gallatin County, KY",0.8677
"cty55139","Winnebago County, WI",0.8676
"cty42133","York County, PA",0.8676
"cty16049","Idaho County, ID",0.8676
"cty51193","Westmoreland County, VA",0.8676
"cty48469","Victoria County, TX",0.8676
"cty45025","Chesterfield County, SC",0.8676
"cty37123","Montgomery County, NC",0.8675
"cty55077","Marquette County, WI",0.8675
"cty18033","DeKalb County, IN",0.8675
"cty34011","Cumberland County, NJ",0.8674
"cty47179","Washington County, TN",0.8674
"cty47153","Sequatchie County, TN",0.8674
"cty12007","Bradford County, FL",0.8674
"cty09015","Windham County, CT",0.8673
"cty12021","Collier County, FL",0.8673
"cty21005","Anderson County, KY",0.8673
"cty17011","Bureau County, IL",0.8673
"cty48187","Guadalupe County, TX",0.8672
"cty29163","Pike County, MO",0.8672
"cty21117","Kenton County, KY",0.8672
"cty18081","Johnson County, IN",0.8672
"cty10005","Sussex County, DE",0.8671
"cty06071","San Bernardino County, CA",0.8671
"cty26165","Wexford County, MI",0.8671
"cty31023","Butler County, NE",0.8671
"cty48331","Milam County, TX",0.8671
"cty28105","Oktibbeha County, MS",0.8671
"cty48121","Denton County, TX",0.867
"cty51065","Fluvanna County, VA",0.867
"cty39003","Allen County, OH",0.867
"cty37129","New Hanover County, NC",0.8669
"cty05133","Sevier County, AR",0.8669
"cty33007","Coos County, NH",0.8669
"cty05057","Hempstead County, AR",0.8668
"cty27075","Lake County, MN",0.8668
"cty47011","Bradley County, TN",0.8668
"cty21157","Marshall County, KY",0.8668
"cty37047","Columbus County, NC",0.8667
"cty29019","Boone County, MO",0.8667
"cty48055","Caldwell County, TX",0.8667
"cty30101","Toole County, MT",0.8667
"cty08015","Chaffee County, CO",0.8667
"cty48037","Bowie County, TX",0.8666
"cty55127","Walworth County, WI",0.8666
"cty40031","Comanche County, OK",0.8665
"cty29143","New Madrid County, MO",0.8665
"cty47097","Lauderdale County, TN",0.8665
"cty19035","Cherokee County, IA",0.8665
"cty08059","Jefferson County, CO",0.8664
"cty40067","Jefferson County, OK",0.8663
"cty20203","Wichita County, KS",0.8663
"cty48157","Fort Bend County, TX",0.8662
"cty01039","Covington County, AL",0.8662
"cty05139","Union County, AR",0.8662
"cty39171","Williams County, OH",0.8662
"cty51735","Poquoson city, VA",0.8662
"cty32510","Carson City, NV",0.8661
"cty13067","Cobb County, GA",0.8661
"cty37019","Brunswick County, NC",0.8661
"cty21027","Breckinridge County, KY",0.8661
"cty35009","Curry County, NM",0.8661
"cty28067","Jones County, MS",0.866
"cty06115","Yuba County, CA",0.866
"cty26077","Kalamazoo County, MI",0.866
"cty54053","Mason County, WV",0.866
"cty48211","Hemphill County, TX",0.866
"cty17071","Henderson County, IL",0.8659
"cty30077","Powell County, MT",0.8659
"cty39129","Pickaway County, OH",0.8658
"cty13159","Jasper County, GA",0.8658
"cty47173","Union County, TN",0.8658
"cty42001","Adams County, PA",0.8658
"cty18071","Jackson County, IN",0.8658
"cty55071","Manitowoc County, WI",0.8657
"cty48493","Wilson County, TX",0.8657
"cty39031","Coshocton County, OH",0.8656
"cty16085","Valley County, ID",0.8656
"cty53041","Lewis County, WA",0.8655
"cty21099","Hart County, KY",0.8655
"cty40081","Lincoln County, OK",0.8654
"cty27035","Crow Wing County, MN",0.8654
"cty39091","Logan County, OH",0.8654
"cty35013","Do±íáüna County, NM",0.8653
"cty55111","Sauk County, WI",0.8653
"cty04023","Santa Cruz County, AZ",0.8653
"cty40009","Beckham County, OK",0.8652
"cty28149","Warren County, MS",0.8652
"cty36027","Dutchess County, NY",0.8652
"cty26151","Sanilac County, MI",0.8652
"cty29049","Clinton County, MO",0.8652
"cty18029","Dearborn County, IN",0.8652
"cty48481","Wharton County, TX",0.8651
"cty47055","Giles County, TN",0.8651
"cty29155","Pemiscot County, MO",0.8651
"cty06029","Kern County, CA",0.865
"cty13091","Dodge County, GA",0.865
"cty13049","Charlton County, GA",0.865
"cty48161","Freestone County, TX",0.865
"cty47165","Sumner County, TN",0.865
"cty30057","Madison County, MT",0.865
"cty31043","Dakota County, NE",0.8649
"cty53029","Island County, WA",0.8649
"cty51510","Alexandria city, VA",0.8649
"cty40011","Blaine County, OK",0.8648
"cty06019","Fresno County, CA",0.8648
"cty30089","Sanders County, MT",0.8648
"cty20133","Neosho County, KS",0.8648
"cty31145","Red Willow County, NE",0.8648
"cty22091","St. Helena Parish, LA",0.8647
"cty47085","Humphreys County, TN",0.8647
"cty56033","Sheridan County, WY",0.8647
"cty55053","Jackson County, WI",0.8646
"cty12011","Broward County, FL",0.8646
"cty45041","Florence County, SC",0.8646
"cty36071","Orange County, NY",0.8645
"cty54029","Hancock County, WV",0.8645
"cty37167","Stanly County, NC",0.8645
"cty48299","Llano County, TX",0.8644
"cty18135","Randolph County, IN",0.8644
"cty48415","Scurry County, TX",0.8644
"cty37021","Buncombe County, NC",0.8643
"cty29065","Dent County, MO",0.8643
"cty39001","Adams County, OH",0.8643
"cty40121","Pittsburg County, OK",0.8642
"cty27131","Rice County, MN",0.8642
"cty48349","Navarro County, TX",0.8642
"cty39141","Ross County, OH",0.8641
"cty48145","Falls County, TX",0.8641
"cty51093","Isle of Wight County, VA",0.8641
"cty16039","Elmore County, ID",0.8641
"cty08115","Sedgwick County, CO",0.864
"cty51007","Amelia County, VA",0.8639
"cty18017","Cass County, IN",0.8639
"cty45079","Richland County, SC",0.8638
"cty12115","Sarasota County, FL",0.8638
"cty48457","Tyler County, TX",0.8638
"cty48487","Wilbarger County, TX",0.8638
"cty17181","Union County, IL",0.8638
"cty28045","Hancock County, MS",0.8638
"cty47099","Lawrence County, TN",0.8637
"cty28075","Lauderdale County, MS",0.8637
"cty40021","Cherokee County, OK",0.8636
"cty40153","Woodward County, OK",0.8636
"cty26065","Ingham County, MI",0.8636
"cty13153","Houston County, GA",0.8636
"cty12123","Taylor County, FL",0.8636
"cty51036","Charles City County, VA",0.8636
"cty39065","Hardin County, OH",0.8636
"cty45043","Georgetown County, SC",0.8635
"cty54095","Tyler County, WV",0.8635
"cty51139","Page County, VA",0.8635
"cty35041","Roosevelt County, NM",0.8635
"cty48427","Starr County, TX",0.8634
"cty22093","St. James Parish, LA",0.8634
"cty51005","Alleghany County, VA",0.8634
"cty19155","Pottawattamie County, IA",0.8633
"cty06077","San Joaquin County, CA",0.8633
"cty55041","Forest County, WI",0.8633
"cty37001","Alamance County, NC",0.8633
"cty06065","Riverside County, CA",0.8632
"cty36011","Cayuga County, NY",0.8632
"cty17037","DeKalb County, IL",0.8632
"cty46103","Pennington County, SD",0.8631
"cty51069","Frederick County, VA",0.8631
"cty39005","Ashland County, OH",0.8631
"cty39139","Richland County, OH",0.863
"cty12037","Franklin County, FL",0.863
"cty28059","Jackson County, MS",0.8629
"cty01075","Lamar County, AL",0.8629
"cty01055","Etowah County, AL",0.8629
"cty45015","Berkeley County, SC",0.8628
"cty01105","Perry County, AL",0.8628
"cty18019","Clark County, IN",0.8628
"cty08077","Mesa County, CO",0.8627
"cty22033","East Baton Rouge Parish, LA",0.8627
"cty16061","Lewis County, ID",0.8627
"cty31161","Sheridan County, NE",0.8626
"cty08013","Boulder County, CO",0.8626
"cty21105","Hickman County, KY",0.8626
"cty55103","Richland County, WI",0.8626
"cty47045","Dyer County, TN",0.8626
"cty42099","Perry County, PA",0.8626
"cty39093","Lorain County, OH",0.8625
"cty45031","Darlington County, SC",0.8625
"cty37111","McDowell County, NC",0.8625
"cty18047","Franklin County, IN",0.8625
"cty28043","Grenada County, MS",0.8624
"cty37053","Currituck County, NC",0.8624
"cty49035","Salt Lake County, UT",0.8623
"cty41051","Multnomah County, OR",0.8623
"cty26029","Charlevoix County, MI",0.8623
"cty42115","Susquehanna County, PA",0.8623
"cty20097","Kiowa County, KS",0.8623
"cty51590","Danville city, VA",0.8623
"cty12053","Hernando County, FL",0.8622
"cty40049","Garvin County, OK",0.8622
"cty40069","Johnston County, OK",0.8622
"cty35049","Santa Fe County, NM",0.8621
"cty40101","Muskogee County, OK",0.8621
"cty36057","Montgomery County, NY",0.8621
"cty51043","Clarke County, VA",0.8621
"cty29027","Callaway County, MO",0.8621
"cty53025","Grant County, WA",0.862
"cty40143","Tulsa County, OK",0.862
"cty48183","Gregg County, TX",0.862
"cty21141","Logan County, KY",0.862
"cty26073","Isabella County, MI",0.8619
"cty13177","Lee County, GA",0.8619
"cty13293","Upson County, GA",0.8618
"cty24037","St. Mary's County, MD",0.8617
"cty26067","Ionia County, MI",0.8617
"cty46045","Edmunds County, SD",0.8617
"cty20027","Clay County, KS",0.8617
"cty01035","Conecuh County, AL",0.8617
"cty39089","Licking County, OH",0.8616
"cty27021","Cass County, MN",0.8615
"cty30029","Flathead County, MT",0.8615
"cty22027","Claiborne Parish, LA",0.8615
"cty42011","Berks County, PA",0.8615
"cty29069","Dunklin County, MO",0.8615
"cty48067","Cass County, TX",0.8615
"cty53073","Whatcom County, WA",0.8614
"cty12033","Escambia County, FL",0.8613
"cty39035","Cuyahoga County, OH",0.8613
"cty39007","Ashtabula County, OH",0.8613
"cty48455","Trinity County, TX",0.8613
"cty48159","Franklin County, TX",0.8612
"cty46027","Clay County, SD",0.8611
"cty18009","Blackford County, IN",0.8611
"cty39101","Marion County, OH",0.8611
"cty48125","Dickens County, TX",0.861
"cty21119","Knott County, KY",0.861
"cty27171","Wright County, MN",0.861
"cty53027","Grays Harbor County, WA",0.8609
"cty01069","Houston County, AL",0.8609
"cty12127","Volusia County, FL",0.8608
"cty21047","Christian County, KY",0.8608
"cty18119","Owen County, IN",0.8608
"cty37013","Beaufort County, NC",0.8606
"cty05029","Conway County, AR",0.8606
"cty39135","Preble County, OH",0.8606
"cty18083","Knox County, IN",0.8606
"cty48285","Lavaca County, TX",0.8606
"cty20155","Reno County, KS",0.8606
"cty41067","Washington County, OR",0.8605
"cty40113","Osage County, OK",0.8604
"cty21213","Simpson County, KY",0.8604
"cty05071","Johnson County, AR",0.8604
"cty31087","Hitchcock County, NE",0.8604
"cty26153","Schoolcraft County, MI",0.8603
"cty47149","Rutherford County, TN",0.8603
"cty01081","Lee County, AL",0.8603
"cty18145","Shelby County, IN",0.8603
"cty21075","Fulton County, KY",0.8603
"cty48227","Howard County, TX",0.8603
"cty28133","Sunflower County, MS",0.8603
"cty29077","Greene County, MO",0.8602
"cty37171","Surry County, NC",0.8602
"cty21083","Graves County, KY",0.8602
"cty48365","Panola County, TX",0.8602
"cty55113","Sawyer County, WI",0.8601
"cty51740","Portsmouth city, VA",0.8601
"cty27141","Sherburne County, MN",0.8601
"cty26057","Gratiot County, MI",0.8601
"cty28073","Lamar County, MS",0.8601
"cty35005","Chaves County, NM",0.86
"cty21095","Harlan County, KY",0.86
"cty08055","Huerfano County, CO",0.86
"cty16003","Adams County, ID",0.86
"cty06039","Madera County, CA",0.8599
"cty40137","Stephens County, OK",0.8599
"cty40087","McClain County, OK",0.8599
"cty47115","Marion County, TN",0.8599
"cty22061","Lincoln Parish, LA",0.8599
"cty48423","Smith County, TX",0.8598
"cty23009","Hancock County, ME",0.8598
"cty20171","Scott County, KS",0.8598
"cty26017","Bay County, MI",0.8598
"cty13137","Habersham County, GA",0.8598
"cty45017","Calhoun County, SC",0.8597
"cty21145","McCracken County, KY",0.8597
"cty48203","Harrison County, TX",0.8597
"cty33017","Strafford County, NH",0.8596
"cty01087","Macon County, AL",0.8596
"cty18077","Jefferson County, IN",0.8596
"cty30025","Fallon County, MT",0.8595
"cty41029","Jackson County, OR",0.8594
"cty22057","Lafourche Parish, LA",0.8593
"cty37051","Cumberland County, NC",0.8593
"cty41007","Clatsop County, OR",0.8593
"cty22075","Plaquemines Parish, LA",0.8593
"cty16083","Twin Falls County, ID",0.8592
