"cty","Name","High_School_Graduation_Rate_rP_gP_p25"
"cty21231","Wayne County, KY",0.8044
"cty17021","Christian County, IL",0.8044
"cty47021","Cheatham County, TN",0.8042
"cty08045","Garfield County, CO",0.8041
"cty56025","Natrona County, WY",0.8039
"cty42101","Philadelphia County, PA",0.8039
"cty26153","Schoolcraft County, MI",0.8038
"cty51041","Chesterfield County, VA",0.8038
"cty21053","Clinton County, KY",0.8038
"cty29183","St. Charles County, MO",0.8037
"cty17087","Johnson County, IL",0.8037
"cty36047","Kings County, NY",0.8036
"cty18063","Hendricks County, IN",0.8036
"cty17173","Shelby County, IL",0.8035
"cty21051","Clay County, KY",0.8035
"cty47057","Grainger County, TN",0.8035
"cty26093","Livingston County, MI",0.8034
"cty39085","Lake County, OH",0.8034
"cty08017","Cheyenne County, CO",0.8034
"cty48477","Washington County, TX",0.8034
"cty13135","Gwinnett County, GA",0.8033
"cty39145","Scioto County, OH",0.8032
"cty37091","Hertford County, NC",0.8032
"cty55009","Brown County, WI",0.8031
"cty29185","St. Clair County, MO",0.8031
"cty20059","Franklin County, KS",0.8031
"cty37075","Graham County, NC",0.803
"cty27003","Anoka County, MN",0.8029
"cty06037","Los Angeles County, CA",0.8028
"cty54025","Greenbrier County, WV",0.8028
"cty06013","Contra Costa County, CA",0.8027
"cty37009","Ashe County, NC",0.8026
"cty17095","Knox County, IL",0.8026
"cty29013","Bates County, MO",0.8026
"cty53039","Klickitat County, WA",0.8026
"cty51510","Alexandria city, VA",0.8026
"cty13037","Calhoun County, GA",0.8025
"cty13159","Jasper County, GA",0.8025
"cty27147","Steele County, MN",0.8025
"cty56033","Sheridan County, WY",0.8025
"cty51600","Fairfax city, VA",0.8025
"cty53009","Clallam County, WA",0.8024
"cty46031","Corson County, SD",0.8023
"cty19153","Polk County, IA",0.8023
"cty48067","Cass County, TX",0.8023
"cty49039","Sanpete County, UT",0.8021
"cty23017","Oxford County, ME",0.8021
"cty13289","Twiggs County, GA",0.8019
"cty20139","Osage County, KS",0.8018
"cty40021","Cherokee County, OK",0.8017
"cty40087","McClain County, OK",0.8016
"cty36091","Saratoga County, NY",0.8016
"cty35011","De Baca County, NM",0.8015
"cty21129","Lee County, KY",0.8014
"cty29179","Reynolds County, MO",0.8013
"cty19193","Woodbury County, IA",0.8012
"cty16001","Ada County, ID",0.8012
"cty54027","Hampshire County, WV",0.8012
"cty36007","Broome County, NY",0.8012
"cty17101","Lawrence County, IL",0.8012
"cty40121","Pittsburg County, OK",0.8011
"cty21217","Taylor County, KY",0.8011
"cty37043","Clay County, NC",0.8011
"cty20053","Ellsworth County, KS",0.8011
"cty51065","Fluvanna County, VA",0.801
"cty17181","Union County, IL",0.801
"cty26055","Grand Traverse County, MI",0.8009
"cty39127","Perry County, OH",0.8009
"cty36105","Sullivan County, NY",0.8009
"cty56017","Hot Springs County, WY",0.8009
"cty48335","Mitchell County, TX",0.8008
"cty31145","Red Willow County, NE",0.8008
"cty36115","Washington County, NY",0.8007
"cty33007","Coos County, NH",0.8007
"cty08041","El Paso County, CO",0.8006
"cty38013","Burke County, ND",0.8006
"cty55057","Juneau County, WI",0.8005
"cty54083","Randolph County, WV",0.8005
"cty21183","Ohio County, KY",0.8005
"cty21025","Breathitt County, KY",0.8004
"cty17175","Stark County, IL",0.8004
"cty12086","Miami-Dade County, FL",0.8003
"cty18009","Blackford County, IN",0.8003
"cty26039","Crawford County, MI",0.8002
"cty21043","Carter County, KY",0.8002
"cty05115","Pope County, AR",0.8001
"cty47151","Scott County, TN",0.8001
"cty26125","Oakland County, MI",0.8
"cty13251","Screven County, GA",0.8
"cty40145","Wagoner County, OK",0.7998
"cty48119","Delta County, TX",0.7998
"cty05083","Logan County, AR",0.7996
"cty32005","Douglas County, NV",0.7995
"cty48055","Caldwell County, TX",0.7995
"cty26137","Otsego County, MI",0.7994
"cty17195","Whiteside County, IL",0.7994
"cty47059","Greene County, TN",0.7994
"cty40031","Comanche County, OK",0.7992
"cty36069","Ontario County, NY",0.7992
"cty04001","Apache County, AZ",0.799
"cty05021","Clay County, AR",0.799
"cty20125","Montgomery County, KS",0.7989
"cty18059","Hancock County, IN",0.7989
"cty36117","Wayne County, NY",0.7989
"cty29117","Livingston County, MO",0.7988
"cty26057","Gratiot County, MI",0.7988
"cty30085","Roosevelt County, MT",0.7987
"cty40061","Haskell County, OK",0.7987
"cty40027","Cleveland County, OK",0.7987
"cty12013","Calhoun County, FL",0.7987
"cty48503","Young County, TX",0.7987
"cty21093","Hardin County, KY",0.7986
"cty29169","Pulaski County, MO",0.7986
"cty46007","Bennett County, SD",0.7985
"cty30029","Flathead County, MT",0.7985
"cty42077","Lehigh County, PA",0.7985
"cty12117","Seminole County, FL",0.7985
"cty46107","Potter County, SD",0.7985
"cty36015","Chemung County, NY",0.7985
"cty30087","Rosebud County, MT",0.7983
"cty40081","Lincoln County, OK",0.7981
"cty48387","Red River County, TX",0.7981
"cty05053","Grant County, AR",0.7981
"cty29199","Scotland County, MO",0.7981
"cty39153","Summit County, OH",0.798
"cty54039","Kanawha County, WV",0.798
"cty48073","Cherokee County, TX",0.798
"cty48207","Haskell County, TX",0.798
"cty36113","Warren County, NY",0.798
"cty55021","Columbia County, WI",0.798
"cty21013","Bell County, KY",0.798
"cty53071","Walla Walla County, WA",0.7979
"cty13113","Fayette County, GA",0.7978
"cty51680","Lynchburg city, VA",0.7977
"cty06095","Solano County, CA",0.7976
"cty48459","Upshur County, TX",0.7976
"cty24019","Dorchester County, MD",0.7976
"cty21097","Harrison County, KY",0.7975
"cty54087","Roane County, WV",0.7973
"cty51620","Franklin city, VA",0.7973
"cty13169","Jones County, GA",0.7973
"cty48121","Denton County, TX",0.7972
"cty27099","Mower County, MN",0.7971
"cty01085","Lowndes County, AL",0.7971
"cty37187","Washington County, NC",0.797
"cty48373","Polk County, TX",0.7969
"cty05027","Columbia County, AR",0.7969
"cty36039","Greene County, NY",0.7969
"cty47017","Carroll County, TN",0.7969
"cty40153","Woodward County, OK",0.7968
"cty55083","Oconto County, WI",0.7968
"cty48085","Collin County, TX",0.7968
"cty05011","Bradley County, AR",0.7968
"cty42029","Chester County, PA",0.7967
"cty12085","Martin County, FL",0.7967
"cty48457","Tyler County, TX",0.7965
"cty54053","Mason County, WV",0.7965
"cty21007","Ballard County, KY",0.7965
"cty18131","Pulaski County, IN",0.7965
"cty40117","Pawnee County, OK",0.7964
"cty31105","Kimball County, NE",0.7964
"cty35006","Cibola County, NM",0.7963
"cty09003","Hartford County, CT",0.7963
"cty05087","Madison County, AR",0.7963
"cty40043","Dewey County, OK",0.7963
"cty13219","Oconee County, GA",0.7963
"cty21185","Oldham County, KY",0.7963
"cty02020","Anchorage Municipality, AK",0.7962
"cty36111","Ulster County, NY",0.7962
"cty39155","Trumbull County, OH",0.7961
"cty33003","Carroll County, NH",0.7961
"cty37089","Henderson County, NC",0.7961
"cty08059","Jefferson County, CO",0.796
"cty48337","Montague County, TX",0.796
"cty47093","Knox County, TN",0.7959
"cty29021","Buchanan County, MO",0.7959
"cty47143","Rhea County, TN",0.7958
"cty40111","Okmulgee County, OK",0.7957
"cty31157","Scotts Bluff County, NE",0.7956
"cty29087","Holt County, MO",0.7956
"cty35035","Otero County, NM",0.7955
"cty31049","Deuel County, NE",0.7955
"cty36121","Wyoming County, NY",0.7955
"cty39079","Jackson County, OH",0.7955
"cty19063","Emmet County, IA",0.7955
"cty18071","Jackson County, IN",0.7955
"cty39059","Guernsey County, OH",0.7954
"cty48117","Deaf Smith County, TX",0.7954
"cty16045","Gem County, ID",0.7953
"cty19189","Winnebago County, IA",0.7953
"cty09015","Windham County, CT",0.7952
"cty48331","Milam County, TX",0.7952
"cty17031","Cook County, IL",0.7951
"cty12091","Okaloosa County, FL",0.7951
"cty06099","Stanislaus County, CA",0.7951
"cty36019","Clinton County, NY",0.7951
"cty53045","Mason County, WA",0.795
"cty26101","Manistee County, MI",0.795
"cty37199","Yancey County, NC",0.795
"cty27085","McLeod County, MN",0.795
"cty06111","Ventura County, CA",0.7949
"cty48005","Angelina County, TX",0.7949
"cty20047","Edwards County, KS",0.7949
"cty51115","Mathews County, VA",0.7949
"cty12011","Broward County, FL",0.7948
"cty29181","Ripley County, MO",0.7948
"cty36083","Rensselaer County, NY",0.7948
"cty01075","Lamar County, AL",0.7948
"cty40049","Garvin County, OK",0.7947
"cty40005","Atoka County, OK",0.7947
"cty29037","Cass County, MO",0.7947
"cty18061","Harrison County, IN",0.7947
"cty06113","Yolo County, CA",0.7946
"cty21027","Breckinridge County, KY",0.7945
"cty37173","Swain County, NC",0.7944
"cty41051","Multnomah County, OR",0.7944
"cty20205","Wilson County, KS",0.7944
"cty53055","San Juan County, WA",0.7943
"cty18183","Whitley County, IN",0.7943
"cty08014","Broomfield County, CO",0.7943
"cty42085","Mercer County, PA",0.7943
"cty40001","Adair County, OK",0.7942
"cty17141","Ogle County, IL",0.7942
"cty17187","Warren County, IL",0.7942
"cty18125","Pike County, IN",0.7942
"cty17091","Kankakee County, IL",0.7941
"cty41043","Linn County, OR",0.794
"cty47071","Hardin County, TN",0.794
"cty48425","Somervell County, TX",0.794
"cty21039","Carlisle County, KY",0.794
"cty51147","Prince Edward County, VA",0.7939
"cty47009","Blount County, TN",0.7939
"cty51177","Spotsylvania County, VA",0.7939
"cty47041","DeKalb County, TN",0.7938
"cty48255","Karnes County, TX",0.7937
"cty36031","Essex County, NY",0.7937
"cty21101","Henderson County, KY",0.7936
"cty48253","Jones County, TX",0.7936
"cty51085","Hanover County, VA",0.7935
"cty53017","Douglas County, WA",0.7934
"cty29097","Jasper County, MO",0.7933
"cty55139","Winnebago County, WI",0.7933
"cty40151","Woods County, OK",0.7933
"cty30043","Jefferson County, MT",0.7933
"cty29129","Mercer County, MO",0.7931
"cty21069","Fleming County, KY",0.7931
"cty48203","Harrison County, TX",0.793
"cty35039","Rio Arriba County, NM",0.7929
"cty01071","Jackson County, AL",0.7929
"cty12109","St. Johns County, FL",0.7929
"cty01131","Wilcox County, AL",0.7929
"cty08015","Chaffee County, CO",0.7928
"cty31079","Hall County, NE",0.7927
"cty51175","Southampton County, VA",0.7927
"cty17107","Logan County, IL",0.7926
"cty19133","Monona County, IA",0.7925
"cty47105","Loudon County, TN",0.7924
"cty37163","Sampson County, NC",0.7923
"cty48127","Dimmit County, TX",0.7922
"cty22117","Washington Parish, LA",0.792
"cty13031","Bulloch County, GA",0.7919
"cty21227","Warren County, KY",0.7919
"cty21057","Cumberland County, KY",0.7919
"cty18075","Jay County, IN",0.7918
"cty50009","Essex County, VT",0.7918
"cty47073","Hawkins County, TN",0.7918
"cty29189","St. Louis County, MO",0.7917
"cty39165","Warren County, OH",0.7917
"cty05069","Jefferson County, AR",0.7917
"cty51061","Fauquier County, VA",0.7917
"cty36037","Genesee County, NY",0.7916
"cty49057","Weber County, UT",0.7915
"cty21073","Franklin County, KY",0.7914
"cty28159","Winston County, MS",0.7914
"cty05073","Lafayette County, AR",0.7914
"cty40065","Jackson County, OK",0.7913
"cty41005","Clackamas County, OR",0.7913
"cty18007","Benton County, IN",0.7912
"cty26135","Oscoda County, MI",0.7912
"cty19155","Pottawattamie County, IA",0.7911
"cty18073","Jasper County, IN",0.7911
"cty51033","Caroline County, VA",0.791
"cty21157","Marshall County, KY",0.791
"cty53029","Island County, WA",0.7909
"cty25013","Hampden County, MA",0.7908
"cty39083","Knox County, OH",0.7908
"cty32015","Lander County, NV",0.7907
"cty37131","Northampton County, NC",0.7907
"cty17161","Rock Island County, IL",0.7906
"cty48299","Llano County, TX",0.7906
"cty28065","Jefferson Davis County, MS",0.7906
"cty06071","San Bernardino County, CA",0.7905
"cty12017","Citrus County, FL",0.7905
"cty16079","Shoshone County, ID",0.7905
"cty17163","St. Clair County, IL",0.7904
"cty39043","Erie County, OH",0.7904
"cty41061","Union County, OR",0.7904
"cty29217","Vernon County, MO",0.7904
"cty48179","Gray County, TX",0.7904
"cty21159","Martin County, KY",0.7903
"cty54107","Wood County, WV",0.7903
"cty05061","Howard County, AR",0.7903
"cty26099","Macomb County, MI",0.7902
"cty23023","Sagadahoc County, ME",0.7902
"cty36075","Oswego County, NY",0.7901
"cty42115","Susquehanna County, PA",0.7901
"cty48361","Orange County, TX",0.79
"cty45029","Colleton County, SC",0.79
"cty18179","Wells County, IN",0.79
"cty54099","Wayne County, WV",0.7899
"cty29115","Linn County, MO",0.7899
"cty12015","Charlotte County, FL",0.7899
"cty32007","Elko County, NV",0.7897
"cty30023","Deer Lodge County, MT",0.7897
"cty39097","Madison County, OH",0.7897
"cty26115","Monroe County, MI",0.7896
"cty04003","Cochise County, AZ",0.7895
"cty48181","Grayson County, TX",0.7895
"cty17083","Jersey County, IL",0.7895
"cty12097","Osceola County, FL",0.7895
"cty48091","Comal County, TX",0.7895
"cty26155","Shiawassee County, MI",0.7894
"cty17179","Tazewell County, IL",0.7894
"cty53041","Lewis County, WA",0.7893
"cty48145","Falls County, TX",0.7893
"cty40113","Osage County, OK",0.7892
"cty48213","Henderson County, TX",0.7891
"cty48241","Jasper County, TX",0.7891
"cty21031","Butler County, KY",0.7891
"cty51139","Page County, VA",0.7891
"cty20155","Reno County, KS",0.7891
"cty26097","Mackinac County, MI",0.789
"cty48143","Erath County, TX",0.789
"cty13281","Towns County, GA",0.789
"cty06115","Yuba County, CA",0.7889
"cty17071","Henderson County, IL",0.7889
"cty47089","Jefferson County, TN",0.7889
"cty48001","Anderson County, TX",0.7889
"cty06021","Glenn County, CA",0.7888
"cty40017","Canadian County, OK",0.7888
"cty51750","Radford city, VA",0.7888
"cty51700","Newport News city, VA",0.7887
"cty13057","Cherokee County, GA",0.7887
"cty48015","Austin County, TX",0.7887
"cty33013","Merrimack County, NH",0.7887
"cty47103","Lincoln County, TN",0.7887
"cty48497","Wise County, TX",0.7886
"cty47113","Madison County, TN",0.7886
"cty17135","Montgomery County, IL",0.7885
"cty12127","Volusia County, FL",0.7883
"cty05119","Pulaski County, AR",0.7883
"cty20133","Neosho County, KS",0.7883
"cty36099","Seneca County, NY",0.7882
"cty48475","Ward County, TX",0.7881
"cty26165","Wexford County, MI",0.7879
"cty48131","Duval County, TX",0.7879
"cty48423","Smith County, TX",0.7878
"cty29175","Randolph County, MO",0.7878
"cty41045","Malheur County, OR",0.7878
"cty26157","Tuscola County, MI",0.7877
"cty51153","Prince William County, VA",0.7877
"cty06065","Riverside County, CA",0.7876
"cty51125","Nelson County, VA",0.7874
"cty37189","Watauga County, NC",0.7874
"cty29027","Callaway County, MO",0.7873
"cty29213","Taney County, MO",0.7872
"cty48049","Brown County, TX",0.7872
"cty18157","Tippecanoe County, IN",0.7871
"cty38063","Nelson County, ND",0.7871
"cty24003","Anne Arundel County, MD",0.787
"cty39125","Paulding County, OH",0.787
"cty30027","Fergus County, MT",0.787
"cty51099","King George County, VA",0.787
"cty08077","Mesa County, CO",0.7869
"cty09011","New London County, CT",0.7869
"cty48115","Dawson County, TX",0.7869
"cty26015","Barry County, MI",0.7869
"cty13191","McIntosh County, GA",0.7867
"cty21085","Grayson County, KY",0.7867
"cty40011","Blaine County, OK",0.7866
"cty45011","Barnwell County, SC",0.7866
"cty39151","Stark County, OH",0.7865
"cty20159","Rice County, KS",0.7864
"cty41049","Morrow County, OR",0.7864
"cty48247","Jim Hogg County, TX",0.7863
"cty33015","Rockingham County, NH",0.7862
"cty54047","McDowell County, WV",0.7862
"cty42123","Warren County, PA",0.7862
"cty37153","Richmond County, NC",0.7861
"cty48473","Waller County, TX",0.7861
"cty51790","Staunton city, VA",0.7861
"cty08109","Saguache County, CO",0.7861
"cty41023","Grant County, OR",0.7861
"cty48379","Rains County, TX",0.7861
"cty06025","Imperial County, CA",0.786
"cty55019","Clark County, WI",0.786
"cty53057","Skagit County, WA",0.7859
"cty13067","Cobb County, GA",0.7859
"cty45015","Berkeley County, SC",0.7858
"cty29143","New Madrid County, MO",0.7858
"cty50013","Grand Isle County, VT",0.7857
"cty39003","Allen County, OH",0.7857
"cty34007","Camden County, NJ",0.7856
"cty47069","Hardeman County, TN",0.7855
"cty29031","Cape Girardeau County, MO",0.7855
"cty12009","Brevard County, FL",0.7854
"cty30061","Mineral County, MT",0.7854
"cty17137","Morgan County, IL",0.7854
"cty06091","Sierra County, CA",0.7853
"cty26133","Osceola County, MI",0.7853
"cty13279","Toombs County, GA",0.7853
"cty42133","York County, PA",0.7852
"cty17185","Wabash County, IL",0.7852
"cty02290","Yukon-Koyukuk Census Area, AK",0.785
"cty21029","Bullitt County, KY",0.7849
"cty08085","Montrose County, CO",0.7849
"cty20189","Stevens County, KS",0.7849
"cty17139","Moultrie County, IL",0.7849
"cty18029","Dearborn County, IN",0.7848
"cty17037","DeKalb County, IL",0.7848
"cty21195","Pike County, KY",0.7848
"cty27059","Isanti County, MN",0.7847
"cty04025","Yavapai County, AZ",0.7846
"cty29047","Clay County, MO",0.7846
"cty56041","Uinta County, WY",0.7846
"cty01039","Covington County, AL",0.7846
"cty22115","Vernon Parish, LA",0.7845
"cty48415","Scurry County, TX",0.7845
"cty40115","Ottawa County, OK",0.7844
"cty20145","Pawnee County, KS",0.7843
"cty42113","Sullivan County, PA",0.7843
"cty26059","Hillsdale County, MI",0.7842
"cty37031","Carteret County, NC",0.7842
"cty37085","Harnett County, NC",0.7841
"cty40047","Garfield County, OK",0.7841
"cty28051","Holmes County, MS",0.7837
"cty47053","Gibson County, TN",0.7837
"cty48013","Atascosa County, TX",0.7837
"cty24011","Caroline County, MD",0.7836
"cty22071","Orleans Parish, LA",0.7835
"cty20169","Saline County, KS",0.7835
"cty48499","Wood County, TX",0.7835
"cty29123","Madison County, MO",0.7835
"cty05123","St. Francis County, AR",0.7834
"cty37135","Orange County, NC",0.7834
"cty38085","Sioux County, ND",0.7833
"cty50007","Chittenden County, VT",0.7833
"cty05111","Poinsett County, AR",0.7833
"cty51077","Grayson County, VA",0.7832
"cty38041","Hettinger County, ND",0.7831
"cty27079","Le Sueur County, MN",0.7831
"cty05057","Hempstead County, AR",0.7828
"cty13317","Wilkes County, GA",0.7828
"cty20115","Marion County, KS",0.7828
"cty20021","Cherokee County, KS",0.7827
"cty48367","Parker County, TX",0.7827
"cty48157","Fort Bend County, TX",0.7827
"cty29219","Warren County, MO",0.7827
"cty17183","Vermilion County, IL",0.7826
"cty17169","Schuyler County, IL",0.7826
"cty47019","Carter County, TN",0.7826
"cty13291","Union County, GA",0.7826
"cty53035","Kitsap County, WA",0.7825
"cty38079","Rolette County, ND",0.7824
"cty28015","Carroll County, MS",0.7824
"cty53073","Whatcom County, WA",0.7821
"cty18117","Orange County, IN",0.7821
"cty39063","Hancock County, OH",0.7821
"cty37133","Onslow County, NC",0.782
"cty51107","Loudoun County, VA",0.782
"cty18135","Randolph County, IN",0.782
"cty41001","Baker County, OR",0.782
"cty39005","Ashland County, OH",0.782
"cty13147","Hart County, GA",0.7819
"cty48007","Aransas County, TX",0.7819
"cty55071","Manitowoc County, WI",0.7819
"cty29051","Cole County, MO",0.7819
"cty08083","Montezuma County, CO",0.7818
"cty21179","Nelson County, KY",0.7818
"cty05025","Cleveland County, AR",0.7818
"cty53047","Okanogan County, WA",0.7817
"cty08019","Clear Creek County, CO",0.7817
"cty22087","St. Bernard Parish, LA",0.7817
"cty21017","Bourbon County, KY",0.7816
"cty17039","De Witt County, IL",0.7816
"cty18025","Crawford County, IN",0.7815
"cty37053","Currituck County, NC",0.7815
"cty21163","Meade County, KY",0.7814
"cty21083","Graves County, KY",0.7814
"cty01057","Fayette County, AL",0.7814
"cty21233","Webster County, KY",0.7814
"cty40033","Cotton County, OK",0.7813
"cty41029","Jackson County, OR",0.7812
"cty37191","Wayne County, NC",0.7812
"cty29083","Henry County, MO",0.7812
"cty26029","Charlevoix County, MI",0.7811
"cty33011","Hillsborough County, NH",0.781
"cty47119","Maury County, TN",0.781
"cty20077","Harper County, KS",0.781
"cty50015","Lamoille County, VT",0.7809
"cty02180","Nome Census Area, AK",0.7808
"cty06107","Tulare County, CA",0.7807
"cty48471","Walker County, TX",0.7807
"cty26067","Ionia County, MI",0.7807
"cty47101","Lewis County, TN",0.7807
"cty26045","Eaton County, MI",0.7806
"cty05041","Desha County, AR",0.7806
"cty39171","Williams County, OH",0.7806
"cty01035","Conecuh County, AL",0.7805
"cty27095","Mille Lacs County, MN",0.7804
"cty42095","Northampton County, PA",0.7804
"cty54091","Taylor County, WV",0.7804
"cty12071","Lee County, FL",0.7803
"cty48265","Kerr County, TX",0.7803
"cty55111","Sauk County, WI",0.7802
"cty54003","Berkeley County, WV",0.7802
"cty45051","Horry County, SC",0.7801
"cty17115","Macon County, IL",0.7801
"cty37073","Gates County, NC",0.78
"cty18089","Lake County, IN",0.7799
"cty47117","Marshall County, TN",0.7799
"cty26139","Ottawa County, MI",0.7798
"cty51037","Charlotte County, VA",0.7798
"cty47099","Lawrence County, TN",0.7798
"cty45067","Marion County, SC",0.7798
"cty40023","Choctaw County, OK",0.7797
"cty13107","Emanuel County, GA",0.7797
"cty48103","Crane County, TX",0.7797
"cty47045","Dyer County, TN",0.7797
"cty21177","Muhlenberg County, KY",0.7797
"cty45055","Kershaw County, SC",0.7796
"cty18077","Jefferson County, IN",0.7795
"cty30073","Pondera County, MT",0.7794
"cty46103","Pennington County, SD",0.7794
"cty32033","White Pine County, NV",0.7794
"cty12021","Collier County, FL",0.7794
"cty39159","Union County, OH",0.7794
"cty18031","Decatur County, IN",0.7793
"cty16031","Cassia County, ID",0.7793
"cty34001","Atlantic County, NJ",0.7792
"cty51001","Accomack County, VA",0.7792
"cty36011","Cayuga County, NY",0.7791
"cty39149","Shelby County, OH",0.7791
"cty36055","Monroe County, NY",0.779
"cty21065","Estill County, KY",0.7789
"cty51149","Prince George County, VA",0.7789
"cty04012","La Paz County, AZ",0.7787
"cty12115","Sarasota County, FL",0.7787
"cty22003","Allen Parish, LA",0.7787
"cty39119","Muskingum County, OH",0.7787
"cty48305","Lynn County, TX",0.7787
"cty27021","Cass County, MN",0.7786
"cty37049","Craven County, NC",0.7786
"cty53061","Snohomish County, WA",0.7786
"cty13153","Houston County, GA",0.7786
"cty31055","Douglas County, NE",0.7785
"cty36027","Dutchess County, NY",0.7785
"cty27075","Lake County, MN",0.7785
"cty40029","Coal County, OK",0.7784
"cty13165","Jenkins County, GA",0.7784
"cty16053","Jerome County, ID",0.7784
"cty31021","Burt County, NE",0.7783
"cty42015","Bradford County, PA",0.7782
"cty36057","Montgomery County, NY",0.7781
"cty05091","Miller County, AR",0.7781
"cty35017","Grant County, NM",0.778
"cty48325","Medina County, TX",0.778
"cty26051","Gladwin County, MI",0.778
"cty39053","Gallia County, OH",0.7779
"cty34021","Mercer County, NJ",0.7779
"cty01031","Coffee County, AL",0.7778
"cty13175","Laurens County, GA",0.7777
"cty26009","Antrim County, MI",0.7775
"cty39163","Vinton County, OH",0.7775
"cty36061","New York County, NY",0.7774
"cty01061","Geneva County, AL",0.7774
"cty40041","Delaware County, OK",0.7773
"cty45043","Georgetown County, SC",0.7771
"cty37051","Cumberland County, NC",0.777
"cty37019","Brunswick County, NC",0.777
"cty37139","Pasquotank County, NC",0.777
"cty21123","Larue County, KY",0.777
"cty39141","Ross County, OH",0.7769
"cty29073","Gasconade County, MO",0.7768
"cty51193","Westmoreland County, VA",0.7768
"cty01133","Winston County, AL",0.7768
"cty37127","Nash County, NC",0.7767
"cty29107","Lafayette County, MO",0.7767
"cty26147","St. Clair County, MI",0.7766
"cty40125","Pottawatomie County, OK",0.7765
"cty33017","Strafford County, NH",0.7764
"cty35023","Hidalgo County, NM",0.7764
"cty20151","Pratt County, KS",0.7764
"cty54063","Monroe County, WV",0.7764
"cty17097","Lake County, IL",0.7763
"cty17167","Sangamon County, IL",0.7763
"cty13087","Decatur County, GA",0.7763
"cty37137","Pamlico County, NC",0.7762
"cty06083","Santa Barbara County, CA",0.7761
"cty21153","Magoffin County, KY",0.7761
"cty12131","Walton County, FL",0.7759
"cty29221","Washington County, MO",0.7759
"cty22043","Grant Parish, LA",0.7757
"cty48285","Lavaca County, TX",0.7757
"cty18037","Dubois County, IN",0.7756
"cty29007","Audrain County, MO",0.7756
"cty39101","Marion County, OH",0.7756
"cty40053","Grant County, OK",0.7754
"cty37143","Perquimans County, NC",0.7754
"cty48123","DeWitt County, TX",0.7754
"cty53011","Clark County, WA",0.7753
"cty26073","Isabella County, MI",0.7753
"cty48063","Camp County, TX",0.7753
"cty45053","Jasper County, SC",0.7753
"cty39077","Huron County, OH",0.7752
"cty37129","New Hanover County, NC",0.7751
"cty26065","Ingham County, MI",0.7751
"cty42067","Juniata County, PA",0.7751
"cty20075","Hamilton County, KS",0.7751
"cty18121","Parke County, IN",0.7751
"cty48347","Nacogdoches County, TX",0.7751
"cty28059","Jackson County, MS",0.775
"cty53027","Grays Harbor County, WA",0.7748
"cty48069","Castro County, TX",0.7747
"cty34011","Cumberland County, NJ",0.7746
"cty47147","Robertson County, TN",0.7746
"cty21173","Montgomery County, KY",0.7746
"cty22125","West Feliciana Parish, LA",0.7746
"cty28147","Walthall County, MS",0.7745
"cty32510","Carson City, NV",0.7744
"cty29091","Howell County, MO",0.7744
"cty39139","Richland County, OH",0.7743
"cty48401","Rusk County, TX",0.7743
"cty06029","Kern County, CA",0.7742
"cty49035","Salt Lake County, UT",0.7741
"cty21181","Nicholas County, KY",0.7741
"cty48487","Wilbarger County, TX",0.7741
"cty21125","Laurel County, KY",0.7741
"cty36107","Tioga County, NY",0.774
"cty47161","Stewart County, TN",0.774
"cty28013","Calhoun County, MS",0.7739
"cty29215","Texas County, MO",0.7737
"cty22123","West Carroll Parish, LA",0.7736
"cty34031","Passaic County, NJ",0.7735
"cty32019","Lyon County, NV",0.7734
"cty53053","Pierce County, WA",0.7734
"cty08013","Boulder County, CO",0.7734
"cty47163","Sullivan County, TN",0.7734
"cty48053","Burnet County, TX",0.7733
"cty26011","Arenac County, MI",0.7732
"cty40143","Tulsa County, OK",0.7731
"cty50025","Windham County, VT",0.7731
"cty48281","Lampasas County, TX",0.7731
"cty47007","Bledsoe County, TN",0.7731
"cty53019","Ferry County, WA",0.773
"cty47179","Washington County, TN",0.773
"cty13163","Jefferson County, GA",0.773
"cty48151","Fisher County, TX",0.7728
"cty12005","Bay County, FL",0.7727
"cty12029","Dixie County, FL",0.7727
"cty39129","Pickaway County, OH",0.7727
"cty30101","Toole County, MT",0.7727
"cty47043","Dickson County, TN",0.7726
"cty06077","San Joaquin County, CA",0.7725
"cty45061","Lee County, SC",0.7725
"cty13181","Lincoln County, GA",0.7725
"cty18107","Montgomery County, IN",0.7725
"cty48399","Runnels County, TX",0.7724
"cty47189","Wilson County, TN",0.7722
"cty53025","Grant County, WA",0.7721
"cty53005","Benton County, WA",0.7721
"cty17125","Mason County, IL",0.7721
"cty18137","Ripley County, IN",0.772
"cty41047","Marion County, OR",0.7719
"cty17165","Saline County, IL",0.7719
"cty47085","Humphreys County, TN",0.7719
"cty37047","Columbus County, NC",0.7718
"cty13033","Burke County, GA",0.7718
"cty47061","Grundy County, TN",0.7717
"cty17011","Bureau County, IL",0.7717
"cty47145","Roane County, TN",0.7716
"cty31135","Perkins County, NE",0.7716
"cty48009","Archer County, TX",0.7716
"cty26069","Iosco County, MI",0.7716
"cty26077","Kalamazoo County, MI",0.7715
"cty12073","Leon County, FL",0.7715
"cty51187","Warren County, VA",0.7714
"cty12007","Bradford County, FL",0.7713
"cty51580","Covington city, VA",0.7713
"cty06101","Sutter County, CA",0.7711
"cty18055","Greene County, IN",0.7711
"cty37197","Yadkin County, NC",0.7711
"cty05007","Benton County, AR",0.771
"cty48215","Hidalgo County, TX",0.771
"cty48289","Leon County, TX",0.771
