"cty","Name","High_School_Graduation_Rate_rP_gP_p75"
"cty29171","Putnam County, MO",0.9397
"cty18137","Ripley County, IN",0.9397
"cty17027","Clinton County, IL",0.9397
"cty25007","Dukes County, MA",0.9397
"cty46075","Jones County, SD",0.9396
"cty27051","Grant County, MN",0.9396
"cty51081","Greensville County, VA",0.9396
"cty12067","Lafayette County, FL",0.9395
"cty46049","Faulk County, SD",0.9395
"cty51195","Wise County, VA",0.9395
"cty05049","Fulton County, AR",0.9395
"cty19023","Butler County, IA",0.9395
"cty54047","McDowell County, WV",0.9394
"cty19067","Floyd County, IA",0.9394
"cty48349","Navarro County, TX",0.9393
"cty24045","Wicomico County, MD",0.9393
"cty19125","Marion County, IA",0.9393
"cty51061","Fauquier County, VA",0.9393
"cty24031","Montgomery County, MD",0.9392
"cty48281","Lampasas County, TX",0.9392
"cty54013","Calhoun County, WV",0.9392
"cty31011","Boone County, NE",0.9392
"cty38009","Bottineau County, ND",0.9392
"cty55037","Florence County, WI",0.9392
"cty51095","James City County, VA",0.9392
"cty42111","Somerset County, PA",0.9391
"cty55011","Buffalo County, WI",0.9391
"cty37123","Montgomery County, NC",0.9391
"cty37087","Haywood County, NC",0.9391
"cty48221","Hood County, TX",0.9391
"cty24005","Baltimore County, MD",0.939
"cty40079","Le Flore County, OK",0.9389
"cty45063","Lexington County, SC",0.9389
"cty39073","Hocking County, OH",0.9389
"cty01085","Lowndes County, AL",0.9389
"cty39159","Union County, OH",0.9389
"cty22039","Evangeline Parish, LA",0.9389
"cty53031","Jefferson County, WA",0.9388
"cty25021","Norfolk County, MA",0.9388
"cty21101","Henderson County, KY",0.9388
"cty56011","Crook County, WY",0.9388
"cty16081","Teton County, ID",0.9387
"cty20005","Atchison County, KS",0.9387
"cty27127","Redwood County, MN",0.9387
"cty19045","Clinton County, IA",0.9386
"cty13177","Lee County, GA",0.9386
"cty17063","Grundy County, IL",0.9386
"cty47073","Hawkins County, TN",0.9385
"cty51103","Lancaster County, VA",0.9385
"cty42019","Butler County, PA",0.9385
"cty35019","Guadalupe County, NM",0.9385
"cty19033","Cerro Gordo County, IA",0.9384
"cty51099","King George County, VA",0.9384
"cty36087","Rockland County, NY",0.9383
"cty18063","Hendricks County, IN",0.9383
"cty51141","Patrick County, VA",0.9383
"cty19001","Adair County, IA",0.9383
"cty22093","St. James Parish, LA",0.9383
"cty20191","Sumner County, KS",0.9382
"cty21043","Carter County, KY",0.9382
"cty21227","Warren County, KY",0.9382
"cty36111","Ulster County, NY",0.9382
"cty39127","Perry County, OH",0.9382
"cty19175","Union County, IA",0.9382
"cty42005","Armstrong County, PA",0.9382
"cty05051","Garland County, AR",0.9381
"cty17163","St. Clair County, IL",0.9381
"cty17119","Madison County, IL",0.9381
"cty09001","Fairfield County, CT",0.9381
"cty25017","Middlesex County, MA",0.9381
"cty19081","Hancock County, IA",0.9381
"cty18017","Cass County, IN",0.9381
"cty40115","Ottawa County, OK",0.938
"cty22059","LaSalle Parish, LA",0.938
"cty26047","Emmet County, MI",0.9379
"cty29101","Johnson County, MO",0.9379
"cty05111","Poinsett County, AR",0.9379
"cty21125","Laurel County, KY",0.9379
"cty48441","Taylor County, TX",0.9378
"cty17043","DuPage County, IL",0.9378
"cty17143","Peoria County, IL",0.9378
"cty47115","Marion County, TN",0.9377
"cty29073","Gasconade County, MO",0.9377
"cty24043","Washington County, MD",0.9377
"cty36109","Tompkins County, NY",0.9377
"cty54039","Kanawha County, WV",0.9376
"cty19087","Henry County, IA",0.9376
"cty48477","Washington County, TX",0.9376
"cty26041","Delta County, MI",0.9375
"cty20143","Ottawa County, KS",0.9375
"cty19157","Poweshiek County, IA",0.9375
"cty36013","Chautauqua County, NY",0.9374
"cty55115","Shawano County, WI",0.9374
"cty45079","Richland County, SC",0.9373
"cty16015","Boise County, ID",0.9373
"cty47039","Decatur County, TN",0.9373
"cty39079","Jackson County, OH",0.9373
"cty13293","Upson County, GA",0.9372
"cty06017","El Dorado County, CA",0.9371
"cty24017","Charles County, MD",0.9371
"cty05133","Sevier County, AR",0.9371
"cty48023","Baylor County, TX",0.9371
"cty17051","Fayette County, IL",0.9371
"cty48455","Trinity County, TX",0.9371
"cty34017","Hudson County, NJ",0.937
"cty49021","Iron County, UT",0.937
"cty12017","Citrus County, FL",0.937
"cty46079","Lake County, SD",0.9369
"cty06075","San Francisco County, CA",0.9368
"cty51059","Fairfax County, VA",0.9367
"cty47041","DeKalb County, TN",0.9367
"cty21037","Campbell County, KY",0.9367
"cty42125","Washington County, PA",0.9365
"cty47035","Cumberland County, TN",0.9365
"cty30083","Richland County, MT",0.9365
"cty42069","Lackawanna County, PA",0.9365
"cty39081","Jefferson County, OH",0.9365
"cty24019","Dorchester County, MD",0.9365
"cty34013","Essex County, NJ",0.9364
"cty29125","Maries County, MO",0.9364
"cty17029","Coles County, IL",0.9364
"cty51013","Arlington County, VA",0.9364
"cty39097","Madison County, OH",0.9364
"cty36121","Wyoming County, NY",0.9364
"cty48093","Comanche County, TX",0.9364
"cty44005","Newport County, RI",0.9364
"cty48009","Archer County, TX",0.9364
"cty36105","Sullivan County, NY",0.9364
"cty17111","McHenry County, IL",0.9364
"cty16011","Bingham County, ID",0.9363
"cty36067","Onondaga County, NY",0.9363
"cty42017","Bucks County, PA",0.9362
"cty01087","Macon County, AL",0.9362
"cty37001","Alamance County, NC",0.9361
"cty51023","Botetourt County, VA",0.9361
"cty19061","Dubuque County, IA",0.9361
"cty05059","Hot Spring County, AR",0.9361
"cty54035","Jackson County, WV",0.9361
"cty36097","Schuyler County, NY",0.9361
"cty31101","Keith County, NE",0.9361
"cty39045","Fairfield County, OH",0.9361
"cty36065","Oneida County, NY",0.9361
"cty38017","Cass County, ND",0.936
"cty40041","Delaware County, OK",0.936
"cty47063","Hamblen County, TN",0.936
"cty48161","Freestone County, TX",0.9359
"cty31153","Sarpy County, NE",0.9358
"cty17173","Shelby County, IL",0.9358
"cty48151","Fisher County, TX",0.9358
"cty17057","Fulton County, IL",0.9358
"cty37153","Richmond County, NC",0.9357
"cty38055","McLean County, ND",0.9357
"cty19049","Dallas County, IA",0.9357
"cty22083","Richland Parish, LA",0.9357
"cty05099","Nevada County, AR",0.9357
"cty29155","Pemiscot County, MO",0.9357
"cty46041","Dewey County, SD",0.9356
"cty20131","Nemaha County, KS",0.9356
"cty55063","La Crosse County, WI",0.9355
"cty51690","Martinsville city, VA",0.9355
"cty05047","Franklin County, AR",0.9355
"cty19083","Hardin County, IA",0.9354
"cty37189","Watauga County, NC",0.9354
"cty17073","Henry County, IL",0.9354
"cty21199","Pulaski County, KY",0.9354
"cty42027","Centre County, PA",0.9354
"cty36009","Cattaraugus County, NY",0.9353
"cty26109","Menominee County, MI",0.9353
"cty17137","Morgan County, IL",0.9353
"cty55099","Price County, WI",0.9353
"cty21127","Lawrence County, KY",0.9353
"cty34021","Mercer County, NJ",0.9353
"cty28055","Issaquena County, MS",0.9353
"cty34035","Somerset County, NJ",0.9352
"cty45057","Lancaster County, SC",0.9352
"cty08085","Montrose County, CO",0.9352
"cty37131","Northampton County, NC",0.9352
"cty17055","Franklin County, IL",0.9351
"cty13249","Schley County, GA",0.9351
"cty27007","Beltrami County, MN",0.935
"cty48427","Starr County, TX",0.935
"cty48325","Medina County, TX",0.935
"cty45041","Florence County, SC",0.935
"cty51085","Hanover County, VA",0.935
"cty36117","Wayne County, NY",0.935
"cty47031","Coffee County, TN",0.9349
"cty39167","Washington County, OH",0.9349
"cty36091","Saratoga County, NY",0.9349
"cty48347","Nacogdoches County, TX",0.9349
"cty30093","Silver Bow County, MT",0.9348
"cty20147","Phillips County, KS",0.9348
"cty18129","Posey County, IN",0.9348
"cty05069","Jefferson County, AR",0.9348
"cty42105","Potter County, PA",0.9348
"cty38085","Sioux County, ND",0.9347
"cty44007","Providence County, RI",0.9347
"cty47145","Roane County, TN",0.9347
"cty17115","Macon County, IL",0.9347
"cty55047","Green Lake County, WI",0.9347
"cty47001","Anderson County, TN",0.9347
"cty36045","Jefferson County, NY",0.9346
"cty41011","Coos County, OR",0.9346
"cty19153","Polk County, IA",0.9346
"cty18075","Jay County, IN",0.9346
"cty39037","Darke County, OH",0.9346
"cty27113","Pennington County, MN",0.9346
"cty06027","Inyo County, CA",0.9345
"cty22115","Vernon Parish, LA",0.9345
"cty23003","Aroostook County, ME",0.9345
"cty42091","Montgomery County, PA",0.9345
"cty13265","Taliaferro County, GA",0.9345
"cty51680","Lynchburg city, VA",0.9345
"cty37111","McDowell County, NC",0.9345
"cty13283","Treutlen County, GA",0.9345
"cty08099","Prowers County, CO",0.9344
"cty37193","Wilkes County, NC",0.9344
"cty36095","Schoharie County, NY",0.9344
"cty28091","Marion County, MS",0.9344
"cty19075","Grundy County, IA",0.9344
"cty31109","Lancaster County, NE",0.9343
"cty48187","Guadalupe County, TX",0.9343
"cty19017","Bremer County, IA",0.9343
"cty18055","Greene County, IN",0.9343
"cty22021","Caldwell Parish, LA",0.9343
"cty46083","Lincoln County, SD",0.9343
"cty36051","Livingston County, NY",0.9343
"cty05045","Faulkner County, AR",0.9342
"cty21215","Spencer County, KY",0.9342
"cty20109","Logan County, KS",0.9342
"cty31021","Burt County, NE",0.9342
"cty47141","Putnam County, TN",0.9342
"cty46109","Roberts County, SD",0.9341
"cty31031","Cherry County, NE",0.9341
"cty31105","Kimball County, NE",0.9341
"cty27099","Mower County, MN",0.934
"cty48359","Oldham County, TX",0.934
"cty48049","Brown County, TX",0.934
"cty29051","Cole County, MO",0.934
"cty13147","Hart County, GA",0.9339
"cty17199","Williamson County, IL",0.9339
"cty17147","Piatt County, IL",0.9339
"cty39009","Athens County, OH",0.9339
"cty08087","Morgan County, CO",0.9338
"cty51015","Augusta County, VA",0.9338
"cty22003","Allen Parish, LA",0.9337
"cty39133","Portage County, OH",0.9337
"cty34019","Hunterdon County, NJ",0.9337
"cty45037","Edgefield County, SC",0.9336
"cty31081","Hamilton County, NE",0.9336
"cty29091","Howell County, MO",0.9336
"cty30031","Gallatin County, MT",0.9335
"cty48381","Randall County, TX",0.9335
"cty46081","Lawrence County, SD",0.9335
"cty38101","Ward County, ND",0.9334
"cty17047","Edwards County, IL",0.9334
"cty19165","Shelby County, IA",0.9333
"cty09007","Middlesex County, CT",0.9333
"cty40051","Grady County, OK",0.9332
"cty29043","Christian County, MO",0.9332
"cty01099","Monroe County, AL",0.9332
"cty17039","De Witt County, IL",0.9331
"cty45071","Newberry County, SC",0.9331
"cty27055","Houston County, MN",0.9331
"cty36007","Broome County, NY",0.933
"cty20137","Norton County, KS",0.933
"cty17099","LaSalle County, IL",0.933
"cty27017","Carlton County, MN",0.9329
"cty47097","Lauderdale County, TN",0.9329
"cty21185","Oldham County, KY",0.9329
"cty29177","Ray County, MO",0.9329
"cty27097","Morrison County, MN",0.9328
"cty23007","Franklin County, ME",0.9328
"cty01033","Colbert County, AL",0.9328
"cty19013","Black Hawk County, IA",0.9328
"cty02180","Nome Census Area, AK",0.9327
"cty24009","Calvert County, MD",0.9327
"cty48125","Dickens County, TX",0.9327
"cty19095","Iowa County, IA",0.9327
"cty17189","Washington County, IL",0.9327
"cty17179","Tazewell County, IL",0.9327
"cty47101","Lewis County, TN",0.9327
"cty48303","Lubbock County, TX",0.9326
"cty41003","Benton County, OR",0.9326
"cty31025","Cass County, NE",0.9326
"cty05085","Lonoke County, AR",0.9326
"cty17091","Kankakee County, IL",0.9326
"cty09009","New Haven County, CT",0.9325
"cty37199","Yancey County, NC",0.9325
"cty48215","Hidalgo County, TX",0.9325
"cty39051","Fulton County, OH",0.9325
"cty22041","Franklin Parish, LA",0.9325
"cty06101","Sutter County, CA",0.9324
"cty39111","Monroe County, OH",0.9324
"cty13055","Chattooga County, GA",0.9324
"cty06035","Lassen County, CA",0.9323
"cty18173","Warrick County, IN",0.9323
"cty42129","Westmoreland County, PA",0.9323
"cty48233","Hutchinson County, TX",0.9323
"cty17101","Lawrence County, IL",0.9323
"cty21195","Pike County, KY",0.9323
"cty42127","Wayne County, PA",0.9322
"cty16079","Shoshone County, ID",0.9322
"cty01061","Geneva County, AL",0.9322
"cty55097","Portage County, WI",0.9322
"cty13071","Colquitt County, GA",0.9322
"cty45051","Horry County, SC",0.9321
"cty54003","Berkeley County, WV",0.9321
"cty13119","Franklin County, GA",0.9321
"cty41035","Klamath County, OR",0.932
"cty48027","Bell County, TX",0.932
"cty45013","Beaufort County, SC",0.932
"cty31019","Buffalo County, NE",0.932
"cty19163","Scott County, IA",0.9319
"cty36037","Genesee County, NY",0.9319
"cty17197","Will County, IL",0.9319
"cty39117","Morrow County, OH",0.9319
"cty08083","Montezuma County, CO",0.9318
"cty36055","Monroe County, NY",0.9318
"cty34037","Sussex County, NJ",0.9318
"cty48109","Culberson County, TX",0.9318
"cty25003","Berkshire County, MA",0.9317
"cty54025","Greenbrier County, WV",0.9317
"cty16075","Payette County, ID",0.9317
"cty48375","Potter County, TX",0.9316
"cty26161","Washtenaw County, MI",0.9316
"cty31001","Adams County, NE",0.9316
"cty21117","Kenton County, KY",0.9316
"cty55067","Langlade County, WI",0.9316
"cty01071","Jackson County, AL",0.9315
"cty51087","Henrico County, VA",0.9315
"cty30105","Valley County, MT",0.9315
"cty37073","Gates County, NC",0.9315
"cty06015","Del Norte County, CA",0.9314
"cty19185","Wayne County, IA",0.9314
"cty30001","Beaverhead County, MT",0.9314
"cty17097","Lake County, IL",0.9313
"cty09011","New London County, CT",0.9313
"cty48479","Webb County, TX",0.9313
"cty34033","Salem County, NJ",0.9312
"cty50007","Chittenden County, VT",0.9312
"cty40107","Okfuskee County, OK",0.9311
"cty34031","Passaic County, NJ",0.9311
"cty12091","Okaloosa County, FL",0.9311
"cty54089","Summers County, WV",0.9311
"cty23015","Lincoln County, ME",0.9311
"cty48227","Howard County, TX",0.9311
"cty39157","Tuscarawas County, OH",0.9311
"cty51550","Chesapeake city, VA",0.9309
"cty36071","Orange County, NY",0.9309
"cty05139","Union County, AR",0.9309
"cty20159","Rice County, KS",0.9309
"cty31181","Webster County, NE",0.9309
"cty55121","Trempealeau County, WI",0.9309
"cty51179","Stafford County, VA",0.9308
"cty20063","Gove County, KS",0.9308
"cty09013","Tolland County, CT",0.9308
"cty48419","Shelby County, TX",0.9308
"cty48147","Fannin County, TX",0.9307
"cty32033","White Pine County, NV",0.9307
"cty05035","Crittenden County, AR",0.9307
"cty48225","Houston County, TX",0.9307
"cty42123","Warren County, PA",0.9307
"cty17117","Macoupin County, IL",0.9307
"cty05015","Carroll County, AR",0.9307
"cty42101","Philadelphia County, PA",0.9306
"cty39145","Scioto County, OH",0.9306
"cty22117","Washington Parish, LA",0.9306
"cty27089","Marshall County, MN",0.9306
"cty19137","Montgomery County, IA",0.9306
"cty48005","Angelina County, TX",0.9305
"cty27015","Brown County, MN",0.9305
"cty20061","Geary County, KS",0.9305
"cty37059","Davie County, NC",0.9304
"cty36099","Seneca County, NY",0.9304
"cty41007","Clatsop County, OR",0.9303
"cty09003","Hartford County, CT",0.9303
"cty23001","Androscoggin County, ME",0.9303
"cty34015","Gloucester County, NJ",0.9303
"cty31055","Douglas County, NE",0.9302
"cty17031","Cook County, IL",0.9302
"cty39147","Seneca County, OH",0.9302
"cty08075","Logan County, CO",0.9302
"cty21229","Washington County, KY",0.9302
"cty20105","Lincoln County, KS",0.9301
"cty28159","Winston County, MS",0.9301
"cty39041","Delaware County, OH",0.9301
"cty13033","Burke County, GA",0.9301
"cty47159","Smith County, TN",0.9301
"cty18109","Morgan County, IN",0.9301
"cty55049","Iowa County, WI",0.9301
"cty31043","Dakota County, NE",0.93
"cty34009","Cape May County, NJ",0.93
"cty48451","Tom Green County, TX",0.9299
"cty37049","Craven County, NC",0.9299
"cty22033","East Baton Rouge Parish, LA",0.9299
"cty51033","Caroline County, VA",0.9299
"cty48001","Anderson County, TX",0.9299
"cty46005","Beadle County, SD",0.9299
"cty39033","Crawford County, OH",0.9299
"cty31067","Gage County, NE",0.9299
"cty47177","Warren County, TN",0.9299
"cty51149","Prince George County, VA",0.9299
"cty34041","Warren County, NJ",0.9298
"cty36077","Otsego County, NY",0.9298
"cty51005","Alleghany County, VA",0.9298
"cty42043","Dauphin County, PA",0.9297
"cty05033","Crawford County, AR",0.9297
"cty39027","Clinton County, OH",0.9297
"cty19129","Mills County, IA",0.9297
"cty38049","McHenry County, ND",0.9296
"cty40119","Payne County, OK",0.9295
"cty37139","Pasquotank County, NC",0.9295
"cty47011","Bradley County, TN",0.9295
"cty31175","Valley County, NE",0.9295
"cty51590","Danville city, VA",0.9295
"cty41039","Lane County, OR",0.9294
"cty42083","McKean County, PA",0.9294
"cty21005","Anderson County, KY",0.9294
"cty18069","Huntington County, IN",0.9294
"cty55089","Ozaukee County, WI",0.9294
"cty48497","Wise County, TX",0.9293
"cty02122","Kenai Peninsula Borough, AK",0.9293
"cty12073","Leon County, FL",0.9293
"cty55129","Washburn County, WI",0.9293
"cty55119","Taylor County, WI",0.9293
"cty20149","Pottawatomie County, KS",0.9293
"cty06045","Mendocino County, CA",0.9292
"cty23029","Washington County, ME",0.9292
"cty45091","York County, SC",0.9292
"cty54049","Marion County, WV",0.9292
"cty17113","McLean County, IL",0.9292
"cty48243","Jeff Davis County, TX",0.9292
"cty48253","Jones County, TX",0.9292
"cty18081","Johnson County, IN",0.9292
"cty06023","Humboldt County, CA",0.9291
"cty20089","Jewell County, KS",0.9291
"cty27103","Nicollet County, MN",0.9291
"cty47055","Giles County, TN",0.9291
"cty42099","Perry County, PA",0.9291
"cty47093","Knox County, TN",0.929
"cty37167","Stanly County, NC",0.929
"cty42065","Jefferson County, PA",0.929
"cty37135","Orange County, NC",0.929
"cty55087","Outagamie County, WI",0.9289
"cty36083","Rensselaer County, NY",0.9289
"cty21013","Bell County, KY",0.9289
"cty25027","Worcester County, MA",0.9288
"cty23023","Sagadahoc County, ME",0.9288
"cty42095","Northampton County, PA",0.9287
"cty48267","Kimble County, TX",0.9287
"cty39085","Lake County, OH",0.9287
"cty18019","Clark County, IN",0.9287
"cty54061","Monongalia County, WV",0.9287
"cty48037","Bowie County, TX",0.9286
"cty06005","Amador County, CA",0.9286
"cty34029","Ocean County, NJ",0.9286
"cty18127","Porter County, IN",0.9286
"cty24015","Cecil County, MD",0.9286
"cty20205","Wilson County, KS",0.9285
"cty51177","Spotsylvania County, VA",0.9285
"cty39153","Summit County, OH",0.9284
"cty41057","Tillamook County, OR",0.9284
"cty51820","Waynesboro city, VA",0.9284
"cty36081","Queens County, NY",0.9283
"cty24003","Anne Arundel County, MD",0.9283
"cty42035","Clinton County, PA",0.9283
"cty51171","Shenandoah County, VA",0.9283
"cty28133","Sunflower County, MS",0.9283
"cty06079","San Luis Obispo County, CA",0.9282
"cty21161","Mason County, KY",0.9282
"cty39077","Huron County, OH",0.9282
"cty05127","Scott County, AR",0.9282
"cty05081","Little River County, AR",0.9282
"cty12113","Santa Rosa County, FL",0.9281
"cty47053","Gibson County, TN",0.9281
"cty39031","Coshocton County, OH",0.9281
"cty48289","Leon County, TX",0.9281
"cty51041","Chesterfield County, VA",0.928
"cty51191","Washington County, VA",0.928
"cty18165","Vermillion County, IN",0.928
"cty46129","Walworth County, SD",0.9279
"cty51011","Appomattox County, VA",0.9279
"cty17141","Ogle County, IL",0.9279
"cty29081","Harrison County, MO",0.9279
"cty26069","Iosco County, MI",0.9279
"cty40047","Garfield County, OK",0.9278
"cty28001","Adams County, MS",0.9278
"cty13069","Coffee County, GA",0.9278
"cty21099","Hart County, KY",0.9278
"cty06081","San Mateo County, CA",0.9277
"cty18117","Orange County, IN",0.9277
"cty29031","Cape Girardeau County, MO",0.9277
"cty29019","Boone County, MO",0.9276
"cty54029","Hancock County, WV",0.9276
"cty17095","Knox County, IL",0.9276
"cty47071","Hardin County, TN",0.9276
"cty01055","Etowah County, AL",0.9276
"cty27151","Swift County, MN",0.9276
"cty41033","Josephine County, OR",0.9275
"cty19055","Delaware County, IA",0.9275
"cty54023","Grant County, WV",0.9275
"cty17183","Vermilion County, IL",0.9275
"cty39063","Hancock County, OH",0.9275
"cty06039","Madera County, CA",0.9274
"cty25001","Barnstable County, MA",0.9274
"cty47143","Rhea County, TN",0.9274
"cty21173","Montgomery County, KY",0.9274
"cty18057","Hamilton County, IN",0.9274
"cty21179","Nelson County, KY",0.9274
"cty37133","Onslow County, NC",0.9273
"cty31079","Hall County, NE",0.9273
"cty20169","Saline County, KS",0.9273
"cty29109","Lawrence County, MO",0.9273
"cty48499","Wood County, TX",0.9273
"cty47163","Sullivan County, TN",0.9273
"cty42097","Northumberland County, PA",0.9273
"cty08055","Huerfano County, CO",0.9273
"cty34005","Burlington County, NJ",0.9272
"cty55025","Dane County, WI",0.9272
"cty31015","Boyd County, NE",0.9272
"cty06089","Shasta County, CA",0.9271
"cty16001","Ada County, ID",0.9271
"cty06061","Placer County, CA",0.9271
"cty18043","Floyd County, IN",0.9271
"cty01009","Blount County, AL",0.9271
"cty06043","Mariposa County, CA",0.9271
"cty22011","Beauregard Parish, LA",0.9271
"cty20189","Stevens County, KS",0.9271
"cty46035","Davison County, SD",0.927
"cty30049","Lewis and Clark County, MT",0.927
"cty10005","Sussex County, DE",0.927
"cty39151","Stark County, OH",0.927
"cty31131","Otoe County, NE",0.927
"cty25015","Hampshire County, MA",0.927
"cty21131","Leslie County, KY",0.927
"cty39109","Miami County, OH",0.927
"cty20125","Montgomery County, KS",0.9269
"cty44009","Washington County, RI",0.9269
"cty25005","Bristol County, MA",0.9269
"cty12087","Monroe County, FL",0.9269
"cty47147","Robertson County, TN",0.9269
"cty42131","Wyoming County, PA",0.9269
"cty31183","Wheeler County, NE",0.9269
"cty40127","Pushmataha County, OK",0.9268
"cty48183","Gregg County, TX",0.9268
"cty39165","Warren County, OH",0.9268
"cty17003","Alexander County, IL",0.9268
"cty05043","Drew County, AR",0.9268
"cty49039","Sanpete County, UT",0.9268
"cty18083","Knox County, IN",0.9268
"cty28097","Montgomery County, MS",0.9268
"cty26083","Keweenaw County, MI",0.9267
"cty19073","Greene County, IA",0.9267
"cty48469","Victoria County, TX",0.9267
"cty35041","Roosevelt County, NM",0.9267
"cty37013","Beaufort County, NC",0.9266
"cty48481","Wharton County, TX",0.9266
"cty47079","Henry County, TN",0.9266
"cty48003","Andrews County, TX",0.9266
"cty06067","Sacramento County, CA",0.9265
"cty51740","Portsmouth city, VA",0.9265
"cty29007","Audrain County, MO",0.9265
"cty01043","Cullman County, AL",0.9265
"cty35009","Curry County, NM",0.9265
"cty51049","Cumberland County, VA",0.9265
"cty22057","Lafourche Parish, LA",0.9264
"cty19177","Van Buren County, IA",0.9264
"cty13113","Fayette County, GA",0.9264
"cty18047","Franklin County, IN",0.9264
"cty48207","Haskell County, TX",0.9264
"cty48265","Kerr County, TX",0.9263
"cty42037","Columbia County, PA",0.9263
"cty19191","Winneshiek County, IA",0.9262
"cty31095","Jefferson County, NE",0.9262
"cty21007","Ballard County, KY",0.9262
"cty28075","Lauderdale County, MS",0.9262
"cty21029","Bullitt County, KY",0.9261
"cty17127","Massac County, IL",0.9261
"cty39123","Ottawa County, OH",0.9261
"cty18121","Parke County, IN",0.9261
"cty41023","Grant County, OR",0.9261
"cty38059","Morton County, ND",0.926
"cty22071","Orleans Parish, LA",0.926
"cty49011","Davis County, UT",0.926
"cty29169","Pulaski County, MO",0.926
"cty12007","Bradford County, FL",0.926
"cty36023","Cortland County, NY",0.926
"cty01069","Houston County, AL",0.926
"cty50023","Washington County, VT",0.926
"cty13207","Monroe County, GA",0.9259
"cty27159","Wadena County, MN",0.9259
"cty18167","Vigo County, IN",0.9259
"cty53063","Spokane County, WA",0.9258
"cty19071","Fremont County, IA",0.9258
"cty19085","Harrison County, IA",0.9258
"cty18001","Adams County, IN",0.9258
"cty46093","Meade County, SD",0.9257
"cty08035","Douglas County, CO",0.9257
"cty31143","Polk County, NE",0.9257
"cty17011","Bureau County, IL",0.9257
"cty17093","Kendall County, IL",0.9257
"cty39107","Mercer County, OH",0.9257
"cty29021","Buchanan County, MO",0.9257
"cty48141","El Paso County, TX",0.9256
"cty25009","Essex County, MA",0.9256
"cty39155","Trumbull County, OH",0.9256
"cty31159","Seward County, NE",0.9256
"cty36073","Orleans County, NY",0.9256
"cty19111","Lee County, IA",0.9256
"cty06073","San Diego County, CA",0.9255
"cty19053","Decatur County, IA",0.9255
"cty42025","Carbon County, PA",0.9255
"cty29133","Mississippi County, MO",0.9254
"cty54011","Cabell County, WV",0.9254
"cty27169","Winona County, MN",0.9254
"cty18157","Tippecanoe County, IN",0.9254
"cty38091","Steele County, ND",0.9253
"cty17009","Brown County, IL",0.9253
"cty35013","Do±íáüna County, NM",0.9252
"cty34001","Atlantic County, NJ",0.9252
"cty30061","Mineral County, MT",0.9252
"cty55055","Jefferson County, WI",0.9252
"cty19149","Plymouth County, IA",0.9252
"cty17129","Menard County, IL",0.9251
"cty12079","Madison County, FL",0.9251
"cty01101","Montgomery County, AL",0.925
"cty55059","Kenosha County, WI",0.925
"cty47179","Washington County, TN",0.925
"cty36075","Oswego County, NY",0.925
"cty39053","Gallia County, OH",0.925
"cty47165","Sumner County, TN",0.925
"cty01019","Cherokee County, AL",0.925
"cty56015","Goshen County, WY",0.925
"cty26111","Midland County, MI",0.9249
"cty45007","Anderson County, SC",0.9249
"cty27123","Ramsey County, MN",0.9248
"cty23031","York County, ME",0.9248
"cty06083","Santa Barbara County, CA",0.9248
"cty18031","Decatur County, IN",0.9248
"cty18105","Monroe County, IN",0.9248
"cty48307","McCulloch County, TX",0.9248
"cty31083","Harlan County, NE",0.9248
"cty37047","Columbus County, NC",0.9246
"cty25023","Plymouth County, MA",0.9246
"cty06111","Ventura County, CA",0.9246
"cty39173","Wood County, OH",0.9246
"cty41001","Baker County, OR",0.9246
"cty13091","Dodge County, GA",0.9246
"cty31141","Platte County, NE",0.9246
"cty06105","Trinity County, CA",0.9246
"cty16005","Bannock County, ID",0.9245
"cty32013","Humboldt County, NV",0.9245
"cty45047","Greenwood County, SC",0.9245
"cty36053","Madison County, NY",0.9245
"cty48241","Jasper County, TX",0.9245
"cty22095","St. John the Baptist Parish, LA",0.9244
"cty20107","Linn County, KS",0.9244
"cty28073","Lamar County, MS",0.9244
"cty54097","Upshur County, WV",0.9243
"cty39103","Medina County, OH",0.9243
"cty22089","St. Charles Parish, LA",0.9243
"cty01119","Sumter County, AL",0.9243
"cty20167","Russell County, KS",0.9243
"cty26055","Grand Traverse County, MI",0.9242
"cty06013","Contra Costa County, CA",0.9242
"cty17177","Stephenson County, IL",0.9242
"cty28049","Hinds County, MS",0.9242
"cty06093","Siskiyou County, CA",0.9241
"cty34011","Cumberland County, NJ",0.9241
"cty19171","Tama County, IA",0.9241
"cty04023","Santa Cruz County, AZ",0.9241
"cty30101","Toole County, MT",0.9241
"cty55043","Grant County, WI",0.9241
"cty46099","Minnehaha County, SD",0.924
"cty06099","Stanislaus County, CA",0.924
"cty48115","Dawson County, TX",0.924
"cty29149","Oregon County, MO",0.924
"cty22055","Lafayette Parish, LA",0.9239
"cty48247","Jim Hogg County, TX",0.9239
"cty18015","Carroll County, IN",0.9239
"cty47119","Maury County, TN",0.9239
"cty30005","Blaine County, MT",0.9238
"cty27173","Yellow Medicine County, MN",0.9238
"cty51107","Loudoun County, VA",0.9238
"cty08045","Garfield County, CO",0.9238
"cty19065","Fayette County, IA",0.9238
"cty26077","Kalamazoo County, MI",0.9237
"cty39015","Brown County, OH",0.9237
"cty05003","Ashley County, AR",0.9237
"cty51137","Orange County, VA",0.9237
"cty18059","Hancock County, IN",0.9237
"cty51730","Petersburg city, VA",0.9237
"cty27137","St. Louis County, MN",0.9236
"cty39061","Hamilton County, OH",0.9236
