"cty","Name","High_School_Graduation_Rate_rP_gP_p75"
"cty56021","Laramie County, WY",0.9236
"cty55035","Eau Claire County, WI",0.9236
"cty20099","Labette County, KS",0.9235
"cty24033","Prince George's County, MD",0.9235
"cty16061","Lewis County, ID",0.9235
"cty42011","Berks County, PA",0.9235
"cty18153","Sullivan County, IN",0.9235
"cty30059","Meagher County, MT",0.9235
"cty19097","Jackson County, IA",0.9235
"cty26103","Marquette County, MI",0.9234
"cty29067","Douglas County, MO",0.9234
"cty01059","Franklin County, AL",0.9234
"cty51683","Manassas city, VA",0.9234
"cty27085","McLeod County, MN",0.9234
"cty06019","Fresno County, CA",0.9233
"cty48491","Williamson County, TX",0.9233
"cty45081","Saluda County, SC",0.9233
"cty35029","Luna County, NM",0.9233
"cty29041","Chariton County, MO",0.9233
"cty40101","Muskogee County, OK",0.9232
"cty51810","Virginia Beach city, VA",0.9232
"cty27163","Washington County, MN",0.9231
"cty29013","Bates County, MO",0.9231
"cty21175","Morgan County, KY",0.9231
"cty38097","Traill County, ND",0.9231
"cty19189","Winnebago County, IA",0.9231
"cty37099","Jackson County, NC",0.923
"cty30047","Lake County, MT",0.923
"cty45045","Greenville County, SC",0.923
"cty31147","Richardson County, NE",0.923
"cty13125","Glascock County, GA",0.923
"cty51193","Westmoreland County, VA",0.923
"cty36019","Clinton County, NY",0.923
"cty21035","Calloway County, KY",0.923
"cty21093","Hardin County, KY",0.9229
"cty37129","New Hanover County, NC",0.9229
"cty05131","Sebastian County, AR",0.9229
"cty55009","Brown County, WI",0.9229
"cty34007","Camden County, NJ",0.9229
"cty55109","St. Croix County, WI",0.9229
"cty37027","Caldwell County, NC",0.9229
"cty22091","St. Helena Parish, LA",0.9229
"cty31033","Cheyenne County, NE",0.9228
"cty17075","Iroquois County, IL",0.9228
"cty39047","Fayette County, OH",0.9228
"cty53049","Pacific County, WA",0.9227
"cty39129","Pickaway County, OH",0.9227
"cty21191","Pendleton County, KY",0.9227
"cty21089","Greenup County, KY",0.9227
"cty19123","Mahaska County, IA",0.9227
"cty06021","Glenn County, CA",0.9226
"cty49005","Cache County, UT",0.9226
"cty47113","Madison County, TN",0.9226
"cty36025","Delaware County, NY",0.9226
"cty46101","Moody County, SD",0.9225
"cty41053","Polk County, OR",0.9225
"cty27129","Renville County, MN",0.9225
"cty29186","Ste. Genevieve County, MO",0.9225
"cty29025","Caldwell County, MO",0.9225
"cty18131","Pulaski County, IN",0.9225
"cty31119","Madison County, NE",0.9224
"cty10003","New Castle County, DE",0.9224
"cty48309","McLennan County, TX",0.9224
"cty48249","Jim Wells County, TX",0.9224
"cty05091","Miller County, AR",0.9224
"cty55093","Pierce County, WI",0.9224
"cty30085","Roosevelt County, MT",0.9223
"cty08069","Larimer County, CO",0.9223
"cty38089","Stark County, ND",0.9223
"cty18093","Lawrence County, IN",0.9223
"cty06025","Imperial County, CA",0.9222
"cty48277","Lamar County, TX",0.9222
"cty29139","Montgomery County, MO",0.9222
"cty31047","Dawson County, NE",0.9222
"cty27105","Nobles County, MN",0.9222
"cty32510","Carson City, NV",0.9221
"cty41031","Jefferson County, OR",0.9221
"cty51145","Powhatan County, VA",0.9221
"cty50001","Addison County, VT",0.9221
"cty06107","Tulare County, CA",0.922
"cty37021","Buncombe County, NC",0.922
"cty28045","Hancock County, MS",0.922
"cty20111","Lyon County, KS",0.922
"cty06057","Nevada County, CA",0.9219
"cty20091","Johnson County, KS",0.9219
"cty26125","Oakland County, MI",0.9219
"cty48035","Bosque County, TX",0.9219
"cty37035","Catawba County, NC",0.9218
"cty29183","St. Charles County, MO",0.9218
"cty13031","Bulloch County, GA",0.9218
"cty56043","Washakie County, WY",0.9218
"cty39043","Erie County, OH",0.9218
"cty21145","McCracken County, KY",0.9218
"cty19127","Marshall County, IA",0.9218
"cty16007","Bear Lake County, ID",0.9218
"cty45035","Dorchester County, SC",0.9217
"cty08071","Las Animas County, CO",0.9217
"cty21049","Clark County, KY",0.9217
"cty26139","Ottawa County, MI",0.9216
"cty37171","Surry County, NC",0.9216
"cty06069","San Benito County, CA",0.9216
"cty13257","Stephens County, GA",0.9216
"cty21095","Harlan County, KY",0.9216
"cty48099","Coryell County, TX",0.9215
"cty26081","Kent County, MI",0.9215
"cty37191","Wayne County, NC",0.9215
"cty48057","Calhoun County, TX",0.9215
"cty21233","Webster County, KY",0.9215
"cty30013","Cascade County, MT",0.9214
"cty47085","Humphreys County, TN",0.9214
"cty01015","Calhoun County, AL",0.9213
"cty46051","Grant County, SD",0.9213
"cty51111","Lunenburg County, VA",0.9213
"cty38061","Mountrail County, ND",0.9212
"cty27053","Hennepin County, MN",0.9212
"cty05119","Pulaski County, AR",0.9212
"cty39017","Butler County, OH",0.9212
"cty48213","Henderson County, TX",0.9212
"cty18183","Whitley County, IN",0.9212
"cty19041","Clay County, IA",0.9212
"cty39093","Lorain County, OH",0.9211
"cty37159","Rowan County, NC",0.9211
"cty18119","Owen County, IN",0.9211
"cty19113","Linn County, IA",0.921
"cty12021","Collier County, FL",0.921
"cty48015","Austin County, TX",0.921
"cty29083","Henry County, MO",0.921
"cty49019","Grand County, UT",0.921
"cty55061","Kewaunee County, WI",0.9209
"cty45009","Bamberg County, SC",0.9209
"cty20059","Franklin County, KS",0.9209
"cty40139","Texas County, OK",0.9209
"cty55021","Columbia County, WI",0.9209
"cty12033","Escambia County, FL",0.9207
"cty47171","Unicoi County, TN",0.9207
"cty55017","Chippewa County, WI",0.9207
"cty08043","Fremont County, CO",0.9207
"cty47187","Williamson County, TN",0.9207
"cty45059","Laurens County, SC",0.9207
"cty27075","Lake County, MN",0.9207
"cty27121","Pope County, MN",0.9207
"cty54079","Putnam County, WV",0.9207
"cty55133","Waukesha County, WI",0.9206
"cty37019","Brunswick County, NC",0.9206
"cty13001","Appling County, GA",0.9206
"cty51043","Clarke County, VA",0.9206
"cty08081","Moffat County, CO",0.9206
"cty56013","Fremont County, WY",0.9205
"cty55031","Douglas County, WI",0.9205
"cty49049","Utah County, UT",0.9205
"cty48041","Brazos County, TX",0.9205
"cty55051","Iron County, WI",0.9205
"cty20115","Marion County, KS",0.9205
"cty06029","Kern County, CA",0.9204
"cty48365","Panola County, TX",0.9204
"cty39011","Auglaize County, OH",0.9204
"cty27037","Dakota County, MN",0.9203
"cty08005","Arapahoe County, CO",0.9203
"cty26101","Manistee County, MI",0.9203
"cty51057","Essex County, VA",0.9203
"cty54019","Fayette County, WV",0.9203
"cty17203","Woodford County, IL",0.9203
"cty31137","Phelps County, NE",0.9203
"cty06007","Butte County, CA",0.9202
"cty48143","Erath County, TX",0.9202
"cty05089","Marion County, AR",0.9202
"cty54045","Logan County, WV",0.9202
"cty55005","Barron County, WI",0.9202
"cty46029","Codington County, SD",0.9201
"cty35005","Chaves County, NM",0.9201
"cty20045","Douglas County, KS",0.9201
"cty49057","Weber County, UT",0.9201
"cty22015","Bossier Parish, LA",0.92
"cty06059","Orange County, CA",0.92
"cty06095","Solano County, CA",0.92
"cty38095","Towner County, ND",0.92
"cty47103","Lincoln County, TN",0.92
"cty55001","Adams County, WI",0.9199
"cty38021","Dickey County, ND",0.9199
"cty13247","Rockdale County, GA",0.9199
"cty19139","Muscatine County, IA",0.9199
"cty55039","Fond du Lac County, WI",0.9199
"cty21047","Christian County, KY",0.9199
"cty22105","Tangipahoa Parish, LA",0.9199
"cty45073","Oconee County, SC",0.9199
"cty40075","Kiowa County, OK",0.9198
"cty04017","Navajo County, AZ",0.9198
"cty19167","Sioux County, IA",0.9198
"cty51069","Frederick County, VA",0.9198
"cty17195","Whiteside County, IL",0.9198
"cty13095","Dougherty County, GA",0.9198
"cty19133","Monona County, IA",0.9198
"cty13143","Haralson County, GA",0.9198
"cty08105","Rio Grande County, CO",0.9198
"cty46019","Butte County, SD",0.9198
"cty39095","Lucas County, OH",0.9197
"cty27019","Carver County, MN",0.9197
"cty19161","Sac County, IA",0.9197
"cty39029","Columbiana County, OH",0.9197
"cty47051","Franklin County, TN",0.9197
"cty06047","Merced County, CA",0.9196
"cty51153","Prince William County, VA",0.9196
"cty51119","Middlesex County, VA",0.9196
"cty01025","Clarke County, AL",0.9196
"cty37175","Transylvania County, NC",0.9196
"cty36047","Kings County, NY",0.9194
"cty18145","Shelby County, IN",0.9194
"cty13215","Muscogee County, GA",0.9193
"cty21213","Simpson County, KY",0.9193
"cty13081","Crisp County, GA",0.9193
"cty20087","Jefferson County, KS",0.9193
"cty32027","Pershing County, NV",0.9193
"cty18011","Boone County, IN",0.9193
"cty13085","Dawson County, GA",0.9193
"cty35049","Santa Fe County, NM",0.9192
"cty45031","Darlington County, SC",0.9192
"cty48363","Palo Pinto County, TX",0.9192
"cty29045","Clark County, MO",0.9192
"cty16055","Kootenai County, ID",0.9191
"cty13251","Screven County, GA",0.9191
"cty47105","Loudon County, TN",0.9191
"cty29199","Scotland County, MO",0.9191
"cty27143","Sibley County, MN",0.9191
"cty53077","Yakima County, WA",0.919
"cty26053","Gogebic County, MI",0.919
"cty13189","McDuffie County, GA",0.919
"cty20207","Woodson County, KS",0.919
"cty35028","Los Alamos County, NM",0.919
"cty21015","Boone County, KY",0.9189
"cty06077","San Joaquin County, CA",0.9188
"cty01017","Chambers County, AL",0.9188
"cty48259","Kendall County, TX",0.9188
"cty45087","Union County, SC",0.9188
"cty42093","Montour County, PA",0.9188
"cty21061","Edmonson County, KY",0.9188
"cty40111","Okmulgee County, OK",0.9187
"cty55081","Monroe County, WI",0.9187
"cty41005","Clackamas County, OR",0.9187
"cty42109","Snyder County, PA",0.9187
"cty23017","Oxford County, ME",0.9187
"cty18041","Fayette County, IN",0.9187
"cty21107","Hopkins County, KY",0.9187
"cty39143","Sandusky County, OH",0.9187
"cty51700","Newport News city, VA",0.9186
"cty19179","Wapello County, IA",0.9186
"cty40017","Canadian County, OK",0.9185
"cty48473","Waller County, TX",0.9185
"cty48487","Wilbarger County, TX",0.9185
"cty38071","Ramsey County, ND",0.9184
"cty22013","Bienville Parish, LA",0.9184
"cty13269","Taylor County, GA",0.9184
"cty21141","Logan County, KY",0.9184
"cty47129","Morgan County, TN",0.9184
"cty39171","Williams County, OH",0.9184
"cty06085","Santa Clara County, CA",0.9183
"cty22027","Claiborne Parish, LA",0.9183
"cty18151","Steuben County, IN",0.9183
"cty18073","Jasper County, IN",0.9183
"cty26017","Bay County, MI",0.9183
"cty13145","Harris County, GA",0.9183
"cty47049","Fentress County, TN",0.9183
"cty51710","Norfolk city, VA",0.9182
"cty40027","Cleveland County, OK",0.9182
"cty39089","Licking County, OH",0.9182
"cty05057","Hempstead County, AR",0.9182
"cty29115","Linn County, MO",0.9182
"cty05063","Independence County, AR",0.9182
"cty19099","Jasper County, IA",0.9182
"cty42049","Erie County, PA",0.9181
"cty26075","Jackson County, MI",0.9181
"cty24037","St. Mary's County, MD",0.9181
"cty36027","Dutchess County, NY",0.9181
"cty36115","Washington County, NY",0.9181
"cty20165","Rush County, KS",0.9181
"cty23021","Piscataquis County, ME",0.918
"cty45083","Spartanburg County, SC",0.918
"cty13219","Oconee County, GA",0.918
"cty21051","Clay County, KY",0.918
"cty26107","Mecosta County, MI",0.918
"cty42133","York County, PA",0.9179
"cty55015","Calumet County, WI",0.9179
"cty20057","Ford County, KS",0.9179
"cty56009","Converse County, WY",0.9179
"cty55141","Wood County, WI",0.9178
"cty48029","Bexar County, TX",0.9178
"cty38019","Cavalier County, ND",0.9178
"cty22073","Ouachita Parish, LA",0.9178
"cty29097","Jasper County, MO",0.9177
"cty39113","Montgomery County, OH",0.9177
"cty48209","Hays County, TX",0.9177
"cty25013","Hampden County, MA",0.9177
"cty31093","Howard County, NE",0.9177
"cty48091","Comal County, TX",0.9177
"cty55033","Dunn County, WI",0.9177
"cty01007","Bibb County, AL",0.9176
"cty16083","Twin Falls County, ID",0.9176
"cty13137","Habersham County, GA",0.9176
"cty39021","Champaign County, OH",0.9176
"cty26065","Ingham County, MI",0.9175
"cty49023","Juab County, UT",0.9175
"cty31003","Antelope County, NE",0.9175
"cty22121","West Baton Rouge Parish, LA",0.9175
"cty39035","Cuyahoga County, OH",0.9174
"cty40007","Beaver County, OK",0.9174
"cty32001","Churchill County, NV",0.9173
"cty47149","Rutherford County, TN",0.9173
"cty29121","Macon County, MO",0.9173
"cty39105","Meigs County, OH",0.9173
"cty50019","Orleans County, VT",0.9173
"cty39141","Ross County, OH",0.9173
"cty29217","Vernon County, MO",0.9173
"cty42031","Clarion County, PA",0.9173
"cty55111","Sauk County, WI",0.9172
"cty48157","Fort Bend County, TX",0.9172
"cty39139","Richland County, OH",0.9172
"cty29079","Grundy County, MO",0.9172
"cty18023","Clinton County, IN",0.9172
"cty41041","Lincoln County, OR",0.9171
"cty08013","Boulder County, CO",0.9171
"cty17089","Kane County, IL",0.9171
"cty27157","Wabasha County, MN",0.9171
"cty18123","Perry County, IN",0.9171
"cty26061","Houghton County, MI",0.9171
"cty18147","Spencer County, IN",0.9171
"cty01095","Marshall County, AL",0.917
"cty08063","Kit Carson County, CO",0.917
"cty55071","Manitowoc County, WI",0.9169
"cty39007","Ashtabula County, OH",0.9169
"cty47013","Campbell County, TN",0.9169
"cty53025","Grant County, WA",0.9168
"cty40109","Oklahoma County, OK",0.9168
"cty05125","Saline County, AR",0.9168
"cty37045","Cleveland County, NC",0.9168
"cty28059","Jackson County, MS",0.9167
"cty22019","Calcasieu Parish, LA",0.9167
"cty02020","Anchorage Municipality, AK",0.9167
"cty49051","Wasatch County, UT",0.9167
"cty17085","Jo Daviess County, IL",0.9167
"cty39003","Allen County, OH",0.9167
"cty19193","Woodbury County, IA",0.9166
"cty28095","Monroe County, MS",0.9166
"cty16045","Gem County, ID",0.9166
"cty18005","Bartholomew County, IN",0.9166
"cty12063","Jackson County, FL",0.9166
"cty17103","Lee County, IL",0.9166
"cty21073","Franklin County, KY",0.9165
"cty55057","Juneau County, WI",0.9165
"cty48313","Madison County, TX",0.9165
"cty16017","Bonner County, ID",0.9165
"cty48043","Brewster County, TX",0.9165
"cty29037","Cass County, MO",0.9164
"cty22017","Caddo Parish, LA",0.9164
"cty56045","Weston County, WY",0.9164
"cty01041","Crenshaw County, AL",0.9164
"cty37003","Alexander County, NC",0.9164
"cty19145","Page County, IA",0.9164
"cty21097","Harrison County, KY",0.9164
"cty45043","Georgetown County, SC",0.9163
"cty13099","Early County, GA",0.9163
"cty48489","Willacy County, TX",0.9163
"cty37141","Pender County, NC",0.9163
"cty19181","Warren County, IA",0.9163
"cty25025","Suffolk County, MA",0.9162
"cty18163","Vanderburgh County, IN",0.9162
"cty40143","Tulsa County, OK",0.9162
"cty41067","Washington County, OR",0.9162
"cty51163","Rockbridge County, VA",0.9162
"cty38083","Sheridan County, ND",0.9162
"cty56025","Natrona County, WY",0.9161
"cty49035","Salt Lake County, UT",0.9161
"cty18053","Grant County, IN",0.9161
"cty47009","Blount County, TN",0.916
"cty26143","Roscommon County, MI",0.916
"cty01039","Covington County, AL",0.916
"cty22031","De Soto Parish, LA",0.916
"cty51540","Charlottesville city, VA",0.916
"cty19105","Jones County, IA",0.916
"cty29143","New Madrid County, MO",0.9159
"cty47151","Scott County, TN",0.9159
"cty18045","Fountain County, IN",0.9159
"cty13243","Randolph County, GA",0.9158
"cty12115","Sarasota County, FL",0.9157
"cty29189","St. Louis County, MO",0.9157
"cty17161","Rock Island County, IL",0.9157
"cty26099","Macomb County, MI",0.9157
"cty48219","Hockley County, TX",0.9157
"cty08095","Phillips County, CO",0.9157
"cty37023","Burke County, NC",0.9157
"cty47183","Weakley County, TN",0.9157
"cty02090","Fairbanks North Star Borough, AK",0.9156
"cty13153","Houston County, GA",0.9156
"cty28141","Tishomingo County, MS",0.9156
"cty37063","Durham County, NC",0.9155
"cty41015","Curry County, OR",0.9155
"cty13135","Gwinnett County, GA",0.9155
"cty12109","St. Johns County, FL",0.9155
"cty26165","Wexford County, MI",0.9155
"cty42121","Venango County, PA",0.9155
"cty17123","Marshall County, IL",0.9155
"cty51660","Harrisonburg city, VA",0.9155
"cty31185","York County, NE",0.9155
"cty29077","Greene County, MO",0.9154
"cty55079","Milwaukee County, WI",0.9154
"cty41017","Deschutes County, OR",0.9154
"cty17201","Winnebago County, IL",0.9153
"cty21075","Fulton County, KY",0.9153
"cty37055","Dare County, NC",0.9153
"cty37147","Pitt County, NC",0.9153
"cty35001","Bernalillo County, NM",0.9152
"cty48329","Midland County, TX",0.9152
"cty45089","Williamsburg County, SC",0.9152
"cty37081","Guilford County, NC",0.9151
"cty13067","Cobb County, GA",0.9151
"cty22045","Iberia Parish, LA",0.9151
"cty55137","Waushara County, WI",0.9151
"cty29117","Livingston County, MO",0.9151
"cty41013","Crook County, OR",0.9151
"cty19173","Taylor County, IA",0.915
"cty48293","Limestone County, TX",0.915
"cty13105","Elbert County, GA",0.9149
"cty47099","Lawrence County, TN",0.9149
"cty21111","Jefferson County, KY",0.9148
"cty12117","Seminole County, FL",0.9148
"cty26121","Muskegon County, MI",0.9148
"cty06001","Alameda County, CA",0.9148
"cty26073","Isabella County, MI",0.9148
"cty51101","King William County, VA",0.9148
"cty37089","Henderson County, NC",0.9148
"cty45069","Marlboro County, SC",0.9147
"cty18135","Randolph County, IN",0.9147
"cty13275","Thomas County, GA",0.9147
"cty13047","Catoosa County, GA",0.9147
"cty42009","Bedford County, PA",0.9147
"cty01001","Autauga County, AL",0.9147
"cty47125","Montgomery County, TN",0.9146
"cty32005","Douglas County, NV",0.9146
"cty35043","Sandoval County, NM",0.9145
"cty48167","Galveston County, TX",0.9145
"cty37009","Ashe County, NC",0.9145
"cty36011","Cayuga County, NY",0.9145
"cty48085","Collin County, TX",0.9144
"cty39057","Greene County, OH",0.9144
"cty48149","Fayette County, TX",0.9144
"cty48065","Carson County, TX",0.9144
"cty19141","O'Brien County, IA",0.9144
"cty22079","Rapides Parish, LA",0.9143
"cty18029","Dearborn County, IN",0.9143
"cty53071","Walla Walla County, WA",0.9143
"cty27093","Meeker County, MN",0.9143
"cty46103","Pennington County, SD",0.9142
"cty23005","Cumberland County, ME",0.9142
"cty16051","Jefferson County, ID",0.9142
"cty53051","Pend Oreille County, WA",0.9142
"cty37119","Mecklenburg County, NC",0.9141
"cty20121","Miami County, KS",0.9141
"cty46011","Brookings County, SD",0.9141
"cty37195","Wilson County, NC",0.9141
"cty28035","Forrest County, MS",0.9141
"cty02170","Matanuska-Susitna Borough, AK",0.914
"cty08101","Pueblo County, CO",0.9139
"cty19115","Louisa County, IA",0.9139
"cty42085","Mercer County, PA",0.9139
"cty37163","Sampson County, NC",0.9138
"cty06071","San Bernardino County, CA",0.9138
"cty39161","Van Wert County, OH",0.9138
"cty37097","Iredell County, NC",0.9138
"cty18091","LaPorte County, IN",0.9138
"cty42081","Lycoming County, PA",0.9138
"cty04001","Apache County, AZ",0.9137
"cty20123","Mitchell County, KS",0.9137
"cty18035","Delaware County, IN",0.9137
"cty31111","Lincoln County, NE",0.9137
"cty05103","Ouachita County, AR",0.9137
"cty06103","Tehama County, CA",0.9136
"cty53065","Stevens County, WA",0.9136
"cty13029","Bryan County, GA",0.9136
"cty54027","Hampshire County, WV",0.9136
"cty08014","Broomfield County, CO",0.9136
"cty01013","Butler County, AL",0.9136
"cty53027","Grays Harbor County, WA",0.9135
"cty01073","Jefferson County, AL",0.9135
"cty37105","Lee County, NC",0.9135
"cty06037","Los Angeles County, CA",0.9134
"cty51075","Goochland County, VA",0.9134
"cty36057","Montgomery County, NY",0.9134
"cty48323","Maverick County, TX",0.9134
"cty39101","Marion County, OH",0.9134
"cty28085","Lincoln County, MS",0.9134
"cty37057","Davidson County, NC",0.9133
"cty42029","Chester County, PA",0.9133
"cty05129","Searcy County, AR",0.9133
"cty31155","Saunders County, NE",0.9133
"cty20079","Harvey County, KS",0.9133
"cty51109","Louisa County, VA",0.9133
"cty22075","Plaquemines Parish, LA",0.9133
"cty31027","Cedar County, NE",0.9132
"cty48415","Scurry County, TX",0.9132
"cty47045","Dyer County, TN",0.9132
"cty06115","Yuba County, CA",0.9131
"cty48485","Wichita County, TX",0.9131
"cty29165","Platte County, MO",0.9131
"cty50027","Windsor County, VT",0.9131
"cty21157","Marshall County, KY",0.9131
"cty31157","Scotts Bluff County, NE",0.913
"cty36039","Greene County, NY",0.913
"cty22097","St. Landry Parish, LA",0.913
"cty12085","Martin County, FL",0.913
"cty55139","Winnebago County, WI",0.9129
"cty40145","Wagoner County, OK",0.9129
"cty01003","Baldwin County, AL",0.9129
"cty13287","Turner County, GA",0.9129
"cty38037","Grant County, ND",0.9129
"cty16027","Canyon County, ID",0.9128
"cty17071","Henderson County, IL",0.9128
"cty30017","Custer County, MT",0.9128
"cty55125","Vilas County, WI",0.9128
"cty28101","Newton County, MS",0.9127
"cty06087","Santa Cruz County, CA",0.9127
"cty27003","Anoka County, MN",0.9127
"cty28115","Pontotoc County, MS",0.9127
"cty39005","Ashland County, OH",0.9127
"cty40011","Blaine County, OK",0.9126
"cty12086","Miami-Dade County, FL",0.9125
"cty37067","Forsyth County, NC",0.9125
"cty01045","Dale County, AL",0.9125
"cty26093","Livingston County, MI",0.9124
"cty48285","Lavaca County, TX",0.9124
"cty08029","Delta County, CO",0.9124
"cty48355","Nueces County, TX",0.9123
"cty16063","Lincoln County, ID",0.9123
"cty13061","Clay County, GA",0.9123
"cty21205","Rowan County, KY",0.9123
"cty27021","Cass County, MN",0.9121
"cty40147","Washington County, OK",0.9121
"cty26141","Presque Isle County, MI",0.9121
"cty53041","Lewis County, WA",0.912
"cty47077","Henderson County, TN",0.912
"cty18143","Scott County, IN",0.912
"cty06097","Sonoma County, CA",0.9119
"cty26029","Charlevoix County, MI",0.9119
"cty13273","Terrell County, GA",0.9119
"cty19131","Mitchell County, IA",0.9119
"cty31151","Saline County, NE",0.9119
"cty19005","Allamakee County, IA",0.9119
"cty29167","Polk County, MO",0.9119
"cty05143","Washington County, AR",0.9118
"cty55083","Oconto County, WI",0.9118
"cty05145","White County, AR",0.9118
"cty01077","Lauderdale County, AL",0.9118
"cty50017","Orange County, VT",0.9118
"cty08015","Chaffee County, CO",0.9118
"cty37053","Currituck County, NC",0.9118
"cty41027","Hood River County, OR",0.9117
"cty01127","Walker County, AL",0.9117
"cty13285","Troup County, GA",0.9117
"cty32031","Washoe County, NV",0.9116
"cty22005","Ascension Parish, LA",0.9116
"cty20133","Neosho County, KS",0.9116
"cty37183","Wake County, NC",0.9115
"cty20163","Rooks County, KS",0.9115
"cty29161","Phelps County, MO",0.9115
"cty01049","DeKalb County, AL",0.9114
"cty18003","Allen County, IN",0.9114
"cty09015","Windham County, CT",0.9114
"cty21239","Woodford County, KY",0.9114
"cty42089","Monroe County, PA",0.9114
"cty40089","McCurtain County, OK",0.9113
"cty04019","Pima County, AZ",0.9113
"cty41047","Marion County, OR",0.9113
"cty17081","Jefferson County, IL",0.9113
"cty01035","Conecuh County, AL",0.9113
"cty55069","Lincoln County, WI",0.9113
"cty49053","Washington County, UT",0.9112
"cty48135","Ector County, TX",0.9112
"cty26067","Ionia County, MI",0.9112
"cty49007","Carbon County, UT",0.9112
"cty48133","Eastland County, TX",0.9112
"cty05037","Cross County, AR",0.9112
"cty18155","Switzerland County, IN",0.9112
"cty28047","Harrison County, MS",0.9111
"cty08041","El Paso County, CO",0.9111
"cty01089","Madison County, AL",0.9111
"cty48139","Ellis County, TX",0.9111
"cty17037","DeKalb County, IL",0.9111
"cty48331","Milam County, TX",0.9111
"cty12057","Hillsborough County, FL",0.911
"cty39071","Highland County, OH",0.911
"cty45021","Cherokee County, SC",0.911
"cty27147","Steele County, MN",0.911
"cty22081","Red River Parish, LA",0.9109
"cty55075","Marinette County, WI",0.9109
"cty05115","Pope County, AR",0.9109
"cty28037","Franklin County, MS",0.9108
"cty21193","Perry County, KY",0.9108
"cty18021","Clay County, IN",0.9108
"cty18107","Montgomery County, IN",0.9108
"cty40131","Rogers County, OK",0.9107
"cty46095","Mellette County, SD",0.9107
"cty29145","Newton County, MO",0.9106
"cty48369","Parmer County, TX",0.9106
"cty08047","Gilpin County, CO",0.9106
"cty01107","Pickens County, AL",0.9106
"cty40063","Hughes County, OK",0.9105
"cty40039","Custer County, OK",0.9105
"cty53033","King County, WA",0.9105
"cty55117","Sheboygan County, WI",0.9105
"cty33017","Strafford County, NH",0.9105
"cty27001","Aitkin County, MN",0.9105
"cty48199","Hardin County, TX",0.9105
"cty27061","Itasca County, MN",0.9104
"cty22051","Jefferson Parish, LA",0.9104
"cty49003","Box Elder County, UT",0.9104
"cty21197","Powell County, KY",0.9104
"cty30063","Missoula County, MT",0.9103
"cty40073","Kingfisher County, OK",0.9103
"cty26105","Mason County, MI",0.9103
"cty18103","Miami County, IN",0.9103
"cty28113","Pike County, MS",0.9103
"cty51600","Fairfax city, VA",0.9103
"cty12005","Bay County, FL",0.9102
"cty29187","St. Francois County, MO",0.9102
"cty47021","Cheatham County, TN",0.9102
"cty27115","Pine County, MN",0.9101
"cty18141","St. Joseph County, IN",0.9101
"cty23013","Knox County, ME",0.9101
"cty21133","Letcher County, KY",0.9101
"cty17125","Mason County, IL",0.9101
"cty28025","Clay County, MS",0.9101
"cty40123","Pontotoc County, OK",0.91
"cty53029","Island County, WA",0.91
"cty05039","Dallas County, AR",0.91
"cty35015","Eddy County, NM",0.91
"cty26025","Calhoun County, MI",0.91
"cty53073","Whatcom County, WA",0.9099
"cty08119","Teller County, CO",0.9099
"cty29071","Franklin County, MO",0.9099
"cty36017","Chenango County, NY",0.9099
"cty48145","Falls County, TX",0.9099
"cty19007","Appanoose County, IA",0.9099
"cty55135","Waupaca County, WI",0.9099
"cty45015","Berkeley County, SC",0.9098
"cty56005","Campbell County, WY",0.9098
"cty54065","Morgan County, WV",0.9098
"cty42117","Tioga County, PA",0.9098
"cty28089","Madison County, MS",0.9098
"cty21027","Breckinridge County, KY",0.9098
"cty22069","Natchitoches Parish, LA",0.9098
"cty29023","Butler County, MO",0.9098
"cty26007","Alpena County, MI",0.9098
"cty47075","Haywood County, TN",0.9097
"cty27117","Pipestone County, MN",0.9097
"cty35025","Lea County, NM",0.9097
"cty21067","Fayette County, KY",0.9097
"cty06033","Lake County, CA",0.9096
"cty37051","Cumberland County, NC",0.9096
"cty20015","Butler County, KS",0.9096
"cty53005","Benton County, WA",0.9096
"cty48121","Denton County, TX",0.9096
"cty29201","Scott County, MO",0.9096
"cty08003","Alamosa County, CO",0.9096
"cty28109","Pearl River County, MS",0.9096
"cty48299","Llano County, TX",0.9095
"cty13179","Liberty County, GA",0.9095
"cty48353","Nolan County, TX",0.9095
"cty06065","Riverside County, CA",0.9094
"cty08059","Jefferson County, CO",0.9094
"cty31035","Clay County, NE",0.9094
"cty28071","Lafayette County, MS",0.9094
"cty12103","Pinellas County, FL",0.9093
"cty39023","Clark County, OH",0.9093
"cty51157","Rappahannock County, VA",0.9093
"cty18065","Henry County, IN",0.9093
"cty27027","Clay County, MN",0.9092
"cty40125","Pottawatomie County, OK",0.9092
"cty20173","Sedgwick County, KS",0.9092
"cty47155","Sevier County, TN",0.9092
"cty27161","Waseca County, MN",0.9092
"cty48339","Montgomery County, TX",0.9091
"cty31177","Washington County, NE",0.9091
"cty05075","Lawrence County, AR",0.9091
"cty08077","Mesa County, CO",0.909
"cty35027","Lincoln County, NM",0.909
"cty37109","Lincoln County, NC",0.909
"cty49041","Sevier County, UT",0.909
"cty19077","Guthrie County, IA",0.909
"cty48449","Titus County, TX",0.909
"cty49029","Morgan County, UT",0.9089
"cty27047","Freeborn County, MN",0.9089
"cty29003","Andrew County, MO",0.9089
"cty51139","Page County, VA",0.9089
"cty30003","Big Horn County, MT",0.9088
"cty18071","Jackson County, IN",0.9088
"cty53009","Clallam County, WA",0.9087
