"cty","Name","College_Graduation_Rate_rP_gP_p50"
"cty02110","Juneau City and Borough, AK",0.2435
"cty48081","Coke County, TX",0.2435
"cty18167","Vigo County, IN",0.2434
"cty20035","Cowley County, KS",0.2433
"cty18091","LaPorte County, IN",0.2433
"cty48189","Hale County, TX",0.2432
"cty26119","Montmorency County, MI",0.243
"cty47137","Pickett County, TN",0.2429
"cty04003","Cochise County, AZ",0.2428
"cty55067","Langlade County, WI",0.2428
"cty21193","Perry County, KY",0.2427
"cty24011","Caroline County, MD",0.2426
"cty37187","Washington County, NC",0.2426
"cty48341","Moore County, TX",0.2426
"cty17051","Fayette County, IL",0.2426
"cty12101","Pasco County, FL",0.2425
"cty56041","Uinta County, WY",0.2425
"cty29137","Monroe County, MO",0.2425
"cty34011","Cumberland County, NJ",0.2424
"cty47133","Overton County, TN",0.2424
"cty18173","Warrick County, IN",0.2423
"cty12039","Gadsden County, FL",0.2423
"cty40135","Sequoyah County, OK",0.2422
"cty17091","Kankakee County, IL",0.2422
"cty21099","Hart County, KY",0.2422
"cty10005","Sussex County, DE",0.2421
"cty37101","Johnston County, NC",0.2421
"cty29123","Madison County, MO",0.2421
"cty27171","Wright County, MN",0.2421
"cty37023","Burke County, NC",0.242
"cty40031","Comanche County, OK",0.2419
"cty08123","Weld County, CO",0.2419
"cty26129","Ogemaw County, MI",0.2419
"cty16047","Gooding County, ID",0.2418
"cty08011","Bent County, CO",0.2418
"cty40051","Grady County, OK",0.2416
"cty54063","Monroe County, WV",0.2415
"cty16069","Nez Perce County, ID",0.2414
"cty01039","Covington County, AL",0.2414
"cty08043","Fremont County, CO",0.2413
"cty29015","Benton County, MO",0.2413
"cty55053","Jackson County, WI",0.2412
"cty56005","Campbell County, WY",0.2412
"cty45007","Anderson County, SC",0.2412
"cty48287","Lee County, TX",0.2412
"cty47149","Rutherford County, TN",0.2411
"cty27023","Chippewa County, MN",0.2411
"cty21083","Graves County, KY",0.2411
"cty47107","McMinn County, TN",0.2411
"cty53009","Clallam County, WA",0.2408
"cty48343","Morris County, TX",0.2408
"cty27157","Wabasha County, MN",0.2408
"cty54031","Hardy County, WV",0.2408
"cty22059","LaSalle Parish, LA",0.2408
"cty17087","Johnson County, IL",0.2407
"cty27141","Sherburne County, MN",0.2407
"cty21093","Hardin County, KY",0.2406
"cty13147","Hart County, GA",0.2406
"cty18051","Gibson County, IN",0.2406
"cty05109","Pike County, AR",0.2406
"cty29023","Butler County, MO",0.2406
"cty48305","Lynn County, TX",0.2406
"cty13131","Grady County, GA",0.2404
"cty20055","Finney County, KS",0.2404
"cty17061","Greene County, IL",0.2404
"cty01125","Tuscaloosa County, AL",0.2404
"cty26021","Berrien County, MI",0.2403
"cty35015","Eddy County, NM",0.2403
"cty12063","Jackson County, FL",0.2402
"cty55027","Dodge County, WI",0.24
"cty47001","Anderson County, TN",0.24
"cty37155","Robeson County, NC",0.2398
"cty39003","Allen County, OH",0.2398
"cty01001","Autauga County, AL",0.2398
"cty37161","Rutherford County, NC",0.2396
"cty27079","Le Sueur County, MN",0.2396
"cty51187","Warren County, VA",0.2396
"cty45077","Pickens County, SC",0.2395
"cty42009","Bedford County, PA",0.2394
"cty28113","Pike County, MS",0.2394
"cty41011","Coos County, OR",0.2392
"cty08093","Park County, CO",0.2392
"cty17011","Bureau County, IL",0.2392
"cty13105","Elbert County, GA",0.2392
"cty05065","Izard County, AR",0.2391
"cty22029","Concordia Parish, LA",0.239
"cty37163","Sampson County, NC",0.2389
"cty05009","Boone County, AR",0.2389
"cty51800","Suffolk city, VA",0.2389
"cty21167","Mercer County, KY",0.2389
"cty48065","Carson County, TX",0.2389
"cty53053","Pierce County, WA",0.2388
"cty26045","Eaton County, MI",0.2388
"cty20003","Anderson County, KS",0.2388
"cty27099","Mower County, MN",0.2387
"cty26051","Gladwin County, MI",0.2387
"cty01041","Crenshaw County, AL",0.2386
"cty18053","Grant County, IN",0.2386
"cty51061","Fauquier County, VA",0.2386
"cty06053","Monterey County, CA",0.2385
"cty47145","Roane County, TN",0.2385
"cty51683","Manassas city, VA",0.2385
"cty48243","Jeff Davis County, TX",0.2385
"cty19117","Lucas County, IA",0.2384
"cty06107","Tulare County, CA",0.2383
"cty56045","Weston County, WY",0.2383
"cty05047","Franklin County, AR",0.2383
"cty06095","Solano County, CA",0.2382
"cty21055","Crittenden County, KY",0.2382
"cty13053","Chattahoochee County, GA",0.2382
"cty21143","Lyon County, KY",0.2382
"cty37057","Davidson County, NC",0.2381
"cty55045","Green County, WI",0.2381
"cty19139","Muscatine County, IA",0.238
"cty24015","Cecil County, MD",0.238
"cty12053","Hernando County, FL",0.2379
"cty48167","Galveston County, TX",0.2379
"cty12125","Union County, FL",0.2379
"cty18099","Marshall County, IN",0.2378
"cty48331","Milam County, TX",0.2378
"cty55059","Kenosha County, WI",0.2377
"cty26101","Manistee County, MI",0.2376
"cty13049","Charlton County, GA",0.2376
"cty28091","Marion County, MS",0.2376
"cty51023","Botetourt County, VA",0.2374
"cty13171","Lamar County, GA",0.2374
"cty22045","Iberia Parish, LA",0.2374
"cty17105","Livingston County, IL",0.2373
"cty51133","Northumberland County, VA",0.2373
"cty29029","Camden County, MO",0.2373
"cty39113","Montgomery County, OH",0.2372
"cty19011","Benton County, IA",0.2372
"cty41045","Malheur County, OR",0.2372
"cty51011","Appomattox County, VA",0.2371
"cty18083","Knox County, IN",0.2371
"cty39001","Adams County, OH",0.2371
"cty05003","Ashley County, AR",0.237
"cty40085","Love County, OK",0.237
"cty55123","Vernon County, WI",0.2369
"cty22069","Natchitoches Parish, LA",0.2369
"cty17121","Marion County, IL",0.2369
"cty28017","Chickasaw County, MS",0.2367
"cty48001","Anderson County, TX",0.2367
"cty48307","McCulloch County, TX",0.2367
"cty13225","Peach County, GA",0.2364
"cty27071","Koochiching County, MN",0.2363
"cty55033","Dunn County, WI",0.2363
"cty40133","Seminole County, OK",0.2362
"cty55139","Winnebago County, WI",0.2362
"cty42071","Lancaster County, PA",0.2362
"cty29179","Reynolds County, MO",0.2362
"cty05073","Lafayette County, AR",0.2362
"cty37009","Ashe County, NC",0.2361
"cty54003","Berkeley County, WV",0.2361
"cty17099","LaSalle County, IL",0.236
"cty01011","Bullock County, AL",0.2358
"cty39051","Fulton County, OH",0.2358
"cty55069","Lincoln County, WI",0.2357
"cty38027","Eddy County, ND",0.2357
"cty29219","Warren County, MO",0.2356
"cty05099","Nevada County, AR",0.2356
"cty13001","Appling County, GA",0.2355
"cty37069","Franklin County, NC",0.2355
"cty51183","Sussex County, VA",0.2355
"cty48187","Guadalupe County, TX",0.2354
"cty26007","Alpena County, MI",0.2354
"cty42023","Cameron County, PA",0.2353
"cty48365","Panola County, TX",0.2353
"cty02164","Lake and Peninsula Borough, AK",0.2352
"cty01049","DeKalb County, AL",0.2352
"cty55101","Racine County, WI",0.2352
"cty32033","White Pine County, NV",0.2352
"cty45059","Laurens County, SC",0.2352
"cty39065","Hardin County, OH",0.2352
"cty13027","Brooks County, GA",0.2352
"cty48147","Fannin County, TX",0.2351
"cty47053","Gibson County, TN",0.2351
"cty05007","Benton County, AR",0.2349
"cty27097","Morrison County, MN",0.2349
"cty51103","Lancaster County, VA",0.2349
"cty16053","Jerome County, ID",0.2349
"cty24017","Charles County, MD",0.2348
"cty27057","Hubbard County, MN",0.2348
"cty48231","Hunt County, TX",0.2348
"cty48373","Polk County, TX",0.2347
"cty13217","Newton County, GA",0.2347
"cty13097","Douglas County, GA",0.2346
"cty45021","Cherokee County, SC",0.2346
"cty39171","Williams County, OH",0.2346
"cty18179","Wells County, IN",0.2346
"cty53077","Yakima County, WA",0.2345
"cty45031","Darlington County, SC",0.2345
"cty05055","Greene County, AR",0.2345
"cty17101","Lawrence County, IL",0.2345
"cty12069","Lake County, FL",0.2344
"cty13139","Hall County, GA",0.2344
"cty13137","Habersham County, GA",0.2343
"cty48387","Red River County, TX",0.2342
"cty39141","Ross County, OH",0.2341
"cty45011","Barnwell County, SC",0.2341
"cty12089","Nassau County, FL",0.2341
"cty56021","Laramie County, WY",0.234
"cty27085","McLeod County, MN",0.2339
"cty55095","Polk County, WI",0.2338
"cty48349","Navarro County, TX",0.2338
"cty31017","Brown County, NE",0.2338
"cty40015","Caddo County, OK",0.2337
"cty31043","Dakota County, NE",0.2337
"cty35061","Valencia County, NM",0.2336
"cty49003","Box Elder County, UT",0.2336
"cty01069","Houston County, AL",0.2336
"cty17063","Grundy County, IL",0.2336
"cty26075","Jackson County, MI",0.2334
"cty32027","Pershing County, NV",0.2333
"cty29141","Morgan County, MO",0.2333
"cty18009","Blackford County, IN",0.2332
"cty48207","Haskell County, TX",0.2332
"cty12031","Duval County, FL",0.2331
"cty35006","Cibola County, NM",0.233
"cty27143","Sibley County, MN",0.2328
"cty01043","Cullman County, AL",0.2327
"cty13169","Jones County, GA",0.2326
"cty48145","Falls County, TX",0.2326
"cty47011","Bradley County, TN",0.2326
"cty45073","Oconee County, SC",0.2326
"cty55109","St. Croix County, WI",0.2325
"cty41061","Union County, OR",0.2325
"cty48227","Howard County, TX",0.2325
"cty13017","Ben Hill County, GA",0.2325
"cty05025","Cleveland County, AR",0.2324
"cty48079","Cochran County, TX",0.2323
"cty13175","Laurens County, GA",0.2323
"cty29009","Barry County, MO",0.2321
"cty06005","Amador County, CA",0.232
"cty47063","Hamblen County, TN",0.232
"cty05085","Lonoke County, AR",0.232
"cty39127","Perry County, OH",0.232
"cty21231","Wayne County, KY",0.2319
"cty13087","Decatur County, GA",0.2318
"cty48279","Lamb County, TX",0.2318
"cty37167","Stanly County, NC",0.2317
"cty15009","Maui County, HI",0.2317
"cty24510","Baltimore city, MD",0.2315
"cty46117","Stanley County, SD",0.2315
"cty39143","Sandusky County, OH",0.2315
"cty40077","Latimer County, OK",0.2314
"cty31025","Cass County, NE",0.2314
"cty28109","Pearl River County, MS",0.2313
"cty53051","Pend Oreille County, WA",0.2311
"cty40145","Wagoner County, OK",0.231
"cty48321","Matagorda County, TX",0.231
"cty37079","Greene County, NC",0.2308
"cty29113","Lincoln County, MO",0.2307
"cty18061","Harrison County, IN",0.2307
"cty51111","Lunenburg County, VA",0.2307
"cty18107","Montgomery County, IN",0.2306
"cty53035","Kitsap County, WA",0.2305
"cty26091","Lenawee County, MI",0.2305
"cty48417","Shackelford County, TX",0.2305
"cty39077","Huron County, OH",0.2304
"cty17117","Macoupin County, IL",0.2304
"cty18055","Greene County, IN",0.2303
"cty13009","Baldwin County, GA",0.2303
"cty17193","White County, IL",0.2303
"cty37153","Richmond County, NC",0.2301
"cty26073","Isabella County, MI",0.2301
"cty06071","San Bernardino County, CA",0.23
"cty13099","Early County, GA",0.2298
"cty48293","Limestone County, TX",0.2298
"cty37053","Currituck County, NC",0.2298
"cty37017","Bladen County, NC",0.2296
"cty48199","Hardin County, TX",0.2296
"cty40087","McClain County, OK",0.2295
"cty48277","Lamar County, TX",0.2294
"cty06077","San Joaquin County, CA",0.2294
"cty48315","Marion County, TX",0.2294
"cty40125","Pottawatomie County, OK",0.2292
"cty05067","Jackson County, AR",0.2292
"cty12067","Lafayette County, FL",0.2292
"cty17157","Randolph County, IL",0.2292
"cty55107","Rusk County, WI",0.2291
"cty21009","Barren County, KY",0.2289
"cty18169","Wabash County, IN",0.2289
"cty22099","St. Martin Parish, LA",0.2289
"cty55129","Washburn County, WI",0.2288
"cty13133","Greene County, GA",0.2287
"cty17075","Iroquois County, IL",0.2287
"cty40023","Choctaw County, OK",0.2286
"cty53065","Stevens County, WA",0.2286
"cty01019","Cherokee County, AL",0.2286
"cty55081","Monroe County, WI",0.2284
"cty21197","Powell County, KY",0.2284
"cty13107","Emanuel County, GA",0.2283
"cty12027","DeSoto County, FL",0.2283
"cty40115","Ottawa County, OK",0.2282
"cty51197","Wythe County, VA",0.2281
"cty26087","Lapeer County, MI",0.228
"cty27077","Lake of the Woods County, MN",0.228
"cty29119","McDonald County, MO",0.2279
"cty26003","Alger County, MI",0.2279
"cty42061","Huntingdon County, PA",0.2279
"cty39069","Henry County, OH",0.2279
"cty33019","Sullivan County, NH",0.2279
"cty29013","Bates County, MO",0.2277
"cty21047","Christian County, KY",0.2277
"cty13287","Turner County, GA",0.2276
"cty48499","Wood County, TX",0.2276
"cty21219","Todd County, KY",0.2276
"cty01103","Morgan County, AL",0.2275
"cty55075","Marinette County, WI",0.2275
"cty37085","Harnett County, NC",0.2274
"cty39097","Madison County, OH",0.2274
"cty29173","Ralls County, MO",0.2273
"cty26165","Wexford County, MI",0.2272
"cty21173","Montgomery County, KY",0.2272
"cty19115","Louisa County, IA",0.2272
"cty48449","Titus County, TX",0.2271
"cty51057","Essex County, VA",0.227
"cty56025","Natrona County, WY",0.2269
"cty51145","Powhatan County, VA",0.2269
"cty48379","Rains County, TX",0.2268
"cty06115","Yuba County, CA",0.2267
"cty32001","Churchill County, NV",0.2264
"cty02170","Matanuska-Susitna Borough, AK",0.2263
"cty19179","Wapello County, IA",0.2263
"cty17127","Massac County, IL",0.2263
"cty37145","Person County, NC",0.2263
"cty08049","Grand County, CO",0.2262
"cty13045","Carroll County, GA",0.2261
"cty08087","Morgan County, CO",0.2261
"cty29105","Laclede County, MO",0.2261
"cty41041","Lincoln County, OR",0.2259
"cty13303","Washington County, GA",0.2259
"cty22101","St. Mary Parish, LA",0.2258
"cty26049","Genesee County, MI",0.2258
"cty01017","Chambers County, AL",0.2258
"cty51089","Henry County, VA",0.2256
"cty27029","Clearwater County, MN",0.2255
"cty20087","Jefferson County, KS",0.2255
"cty29057","Dade County, MO",0.2254
"cty37115","Madison County, NC",0.2254
"cty51065","Fluvanna County, VA",0.2253
"cty42001","Adams County, PA",0.2252
"cty28003","Alcorn County, MS",0.2251
"cty29131","Miller County, MO",0.2251
"cty37045","Cleveland County, NC",0.2249
"cty45087","Union County, SC",0.2248
"cty32015","Lander County, NV",0.2246
"cty18181","White County, IN",0.2246
"cty18027","Daviess County, IN",0.2246
"cty05011","Bradley County, AR",0.2245
"cty05111","Poinsett County, AR",0.2245
"cty55105","Rock County, WI",0.2244
"cty18117","Orange County, IN",0.2244
"cty18065","Henry County, IN",0.2244
"cty47143","Rhea County, TN",0.2243
"cty05035","Crittenden County, AR",0.2243
"cty39021","Champaign County, OH",0.2243
"cty27003","Anoka County, MN",0.2242
"cty04007","Gila County, AZ",0.2241
"cty48257","Kaufman County, TX",0.2241
"cty53011","Clark County, WA",0.224
"cty48135","Ector County, TX",0.2239
"cty51169","Scott County, VA",0.2239
"cty18139","Rush County, IN",0.2238
"cty05079","Lincoln County, AR",0.2237
"cty22049","Jackson Parish, LA",0.2237
"cty47153","Sequatchie County, TN",0.2236
"cty49029","Morgan County, UT",0.2236
"cty29213","Taney County, MO",0.2236
"cty39025","Clermont County, OH",0.2236
"cty32510","Carson City, NV",0.2235
"cty13129","Gordon County, GA",0.2234
"cty47049","Fentress County, TN",0.2234
"cty48459","Upshur County, TX",0.2234
"cty20059","Franklin County, KS",0.2234
"cty22019","Calcasieu Parish, LA",0.2233
"cty53049","Pacific County, WA",0.2233
"cty21179","Nelson County, KY",0.2233
"cty40113","Osage County, OK",0.2232
"cty28077","Lawrence County, MS",0.2232
"cty12107","Putnam County, FL",0.2232
"cty16045","Gem County, ID",0.2232
"cty21123","Larue County, KY",0.2232
"cty01079","Lawrence County, AL",0.2231
"cty48055","Caldwell County, TX",0.2231
"cty37193","Wilkes County, NC",0.2231
"cty39039","Defiance County, OH",0.223
"cty01067","Henry County, AL",0.223
"cty42067","Juniata County, PA",0.2229
"cty45091","York County, SC",0.2227
"cty46061","Hanson County, SD",0.2227
"cty06047","Merced County, CA",0.2225
"cty40081","Lincoln County, OK",0.2223
"cty01129","Washington County, AL",0.2223
"cty17183","Vermilion County, IL",0.2222
"cty51109","Louisa County, VA",0.2222
"cty26019","Benzie County, MI",0.2219
"cty39023","Clark County, OH",0.2219
"cty51177","Spotsylvania County, VA",0.2219
"cty05071","Johnson County, AR",0.2217
"cty47051","Franklin County, TN",0.2217
"cty01023","Choctaw County, AL",0.2215
"cty12019","Clay County, FL",0.2213
"cty12129","Wakulla County, FL",0.2213
"cty12123","Taylor County, FL",0.221
"cty47097","Lauderdale County, TN",0.221
"cty26097","Mackinac County, MI",0.2209
"cty48039","Brazoria County, TX",0.2207
"cty39159","Union County, OH",0.2207
"cty18019","Clark County, IN",0.2207
"cty39089","Licking County, OH",0.2206
"cty54047","McDowell County, WV",0.2206
"cty29125","Maries County, MO",0.2205
"cty13257","Stephens County, GA",0.2203
"cty18103","Miami County, IN",0.2201
"cty29187","St. Francois County, MO",0.2201
"cty12083","Marion County, FL",0.22
"cty02130","Ketchikan Gateway Borough, AK",0.2199
"cty22043","Grant Parish, LA",0.2199
"cty21215","Spencer County, KY",0.2198
"cty27009","Benton County, MN",0.2198
"cty37095","Hyde County, NC",0.2197
"cty06029","Kern County, CA",0.2196
"cty28041","Greene County, MS",0.2196
"cty29061","Daviess County, MO",0.2195
"cty22109","Terrebonne Parish, LA",0.2194
"cty13193","Macon County, GA",0.2194
"cty02090","Fairbanks North Star Borough, AK",0.2192
"cty01127","Walker County, AL",0.2192
"cty42087","Mifflin County, PA",0.2191
"cty48367","Parker County, TX",0.219
"cty47161","Stewart County, TN",0.2189
"cty39091","Logan County, OH",0.2186
"cty48407","San Jacinto County, TX",0.2186
"cty29155","Pemiscot County, MO",0.2185
"cty22005","Ascension Parish, LA",0.2183
"cty41071","Yamhill County, OR",0.2182
"cty05125","Saline County, AR",0.2182
"cty55041","Forest County, WI",0.2181
"cty53005","Benton County, WA",0.218
"cty29073","Gasconade County, MO",0.218
"cty18149","Starke County, IN",0.218
"cty06015","Del Norte County, CA",0.2179
"cty37165","Scotland County, NC",0.2178
"cty29186","Ste. Genevieve County, MO",0.2178
"cty06099","Stanislaus County, CA",0.2177
"cty55057","Juneau County, WI",0.2177
"cty13095","Dougherty County, GA",0.2177
"cty29167","Polk County, MO",0.2177
"cty06065","Riverside County, CA",0.2176
"cty26155","Shiawassee County, MI",0.2176
"cty17081","Jefferson County, IL",0.2176
"cty22063","Livingston Parish, LA",0.2176
"cty12133","Washington County, FL",0.2174
"cty46071","Jackson County, SD",0.2173
"cty29197","Schuyler County, MO",0.2173
"cty18093","Lawrence County, IN",0.2173
"cty13255","Spalding County, GA",0.2172
"cty48057","Calhoun County, TX",0.2172
"cty48013","Atascosa County, TX",0.2172
"cty18143","Scott County, IN",0.2171
"cty06069","San Benito County, CA",0.217
"cty05101","Newton County, AR",0.217
"cty16027","Canyon County, ID",0.2169
"cty28139","Tippah County, MS",0.2169
"cty05091","Miller County, AR",0.2168
"cty51005","Alleghany County, VA",0.2168
"cty28009","Benton County, MS",0.2168
"cty17007","Boone County, IL",0.2167
"cty29017","Bollinger County, MO",0.2167
"cty28033","DeSoto County, MS",0.2166
"cty21019","Boyd County, KY",0.2166
"cty12105","Polk County, FL",0.2163
"cty29145","Newton County, MO",0.2163
"cty45015","Berkeley County, SC",0.2163
"cty48161","Freestone County, TX",0.2163
"cty48469","Victoria County, TX",0.2163
"cty13119","Franklin County, GA",0.2163
"cty35043","Sandoval County, NM",0.2162
"cty13011","Banks County, GA",0.2162
"cty39115","Morgan County, OH",0.2162
"cty51143","Pittsylvania County, VA",0.2162
"cty40097","Mayes County, OK",0.2161
"cty32005","Douglas County, NV",0.2161
"cty12023","Columbia County, FL",0.2161
"cty45057","Lancaster County, SC",0.216
"cty26151","Sanilac County, MI",0.2159
"cty05015","Carroll County, AR",0.2157
"cty48021","Bastrop County, TX",0.2156
"cty51099","King George County, VA",0.2156
"cty27035","Crow Wing County, MN",0.2154
"cty48281","Lampasas County, TX",0.2152
"cty05097","Montgomery County, AR",0.2152
"cty32031","Washoe County, NV",0.2151
"cty28111","Perry County, MS",0.2151
"cty41043","Linn County, OR",0.215
"cty40131","Rogers County, OK",0.215
"cty37111","McDowell County, NC",0.215
"cty41059","Umatilla County, OR",0.2149
"cty37157","Rockingham County, NC",0.2149
"cty29099","Jefferson County, MO",0.2147
"cty26005","Allegan County, MI",0.2147
"cty29109","Lawrence County, MO",0.2146
"cty39047","Fayette County, OH",0.2146
"cty48139","Ellis County, TX",0.2145
"cty37197","Yadkin County, NC",0.2145
"cty13111","Fannin County, GA",0.2145
"cty17141","Ogle County, IL",0.2145
"cty16075","Payette County, ID",0.2144
"cty21045","Casey County, KY",0.2143
"cty01099","Monroe County, AL",0.2143
"cty51015","Augusta County, VA",0.2143
"cty40079","Le Flore County, OK",0.2142
"cty27031","Cook County, MN",0.214
"cty13285","Troup County, GA",0.2138
"cty18071","Jackson County, IN",0.2138
"cty26127","Oceana County, MI",0.2137
"cty26115","Monroe County, MI",0.2135
"cty37159","Rowan County, NC",0.2135
"cty18151","Steuben County, IN",0.2133
"cty26133","Osceola County, MI",0.2132
"cty48291","Liberty County, TX",0.2131
"cty48363","Palo Pinto County, TX",0.2131
"cty24043","Washington County, MD",0.213
"cty13253","Seminole County, GA",0.2128
"cty26095","Luce County, MI",0.2127
"cty48267","Kimble County, TX",0.2127
"cty06009","Calaveras County, CA",0.2127
"cty05033","Crawford County, AR",0.2126
"cty51033","Caroline County, VA",0.2126
"cty55119","Taylor County, WI",0.2126
"cty48297","Live Oak County, TX",0.2125
"cty21211","Shelby County, KY",0.2124
"cty13317","Wilkes County, GA",0.2124
"cty37105","Lee County, NC",0.2124
"cty26147","St. Clair County, MI",0.2123
"cty26121","Muskegon County, MI",0.2123
"cty55019","Clark County, WI",0.2123
"cty51051","Dickenson County, VA",0.2123
"cty40111","Okmulgee County, OK",0.2122
"cty21061","Edmonson County, KY",0.2122
"cty49041","Sevier County, UT",0.2119
"cty48429","Stephens County, TX",0.2119
"cty54023","Grant County, WV",0.2118
"cty13241","Rabun County, GA",0.2114
"cty12131","Walton County, FL",0.2114
"cty18095","Madison County, IN",0.2112
"cty45023","Chester County, SC",0.2109
"cty56037","Sweetwater County, WY",0.2108
"cty39163","Vinton County, OH",0.2106
"cty55003","Ashland County, WI",0.2105
"cty49023","Juab County, UT",0.2105
"cty37131","Northampton County, NC",0.2104
"cty18029","Dearborn County, IN",0.2103
"cty47055","Giles County, TN",0.2103
"cty13101","Echols County, GA",0.2102
"cty18085","Kosciusko County, IN",0.2102
"cty13207","Monroe County, GA",0.2101
"cty13237","Putnam County, GA",0.2101
"cty13249","Schley County, GA",0.21
"cty18067","Howard County, IN",0.2099
"cty47159","Smith County, TN",0.2096
"cty47101","Lewis County, TN",0.2095
"cty47029","Cocke County, TN",0.2093
"cty51155","Pulaski County, VA",0.2093
"cty35025","Lea County, NM",0.2091
"cty18045","Fountain County, IN",0.2091
"cty22075","Plaquemines Parish, LA",0.209
"cty51137","Orange County, VA",0.2089
"cty51690","Martinsville city, VA",0.2088
"cty51595","Emporia city, VA",0.2087
"cty37077","Granville County, NC",0.2087
"cty29203","Shannon County, MO",0.2085
"cty21039","Carlisle County, KY",0.2085
"cty37093","Hoke County, NC",0.2084
"cty13201","Miller County, GA",0.2084
"cty21165","Menifee County, KY",0.2084
"cty47005","Benton County, TN",0.2084
"cty17041","Douglas County, IL",0.2082
"cty37109","Lincoln County, NC",0.2081
"cty01115","St. Clair County, AL",0.208
"cty47045","Dyer County, TN",0.208
"cty21103","Henry County, KY",0.2079
"cty22127","Winn Parish, LA",0.2079
"cty26025","Calhoun County, MI",0.2079
"cty35037","Quay County, NM",0.2077
"cty39129","Pickaway County, OH",0.2077
"cty17033","Crawford County, IL",0.2076
"cty39131","Pike County, OH",0.2076
"cty01065","Hale County, AL",0.2074
"cty51079","Greene County, VA",0.2072
"cty55115","Shawano County, WI",0.207
"cty26107","Mecosta County, MI",0.207
"cty05087","Madison County, AR",0.2069
"cty37097","Iredell County, NC",0.2068
"cty29049","Clinton County, MO",0.2067
"cty27001","Aitkin County, MN",0.2066
"cty18125","Pike County, IN",0.2066
"cty18177","Wayne County, IN",0.2065
"cty48419","Shelby County, TX",0.2064
"cty06031","Kings County, CA",0.2063
"cty37151","Randolph County, NC",0.2063
"cty21101","Henderson County, KY",0.2063
"cty18111","Newton County, IN",0.2063
"cty21091","Hancock County, KY",0.2059
"cty28129","Smith County, MS",0.2058
"cty48289","Leon County, TX",0.2058
"cty01083","Limestone County, AL",0.2057
"cty13039","Camden County, GA",0.2057
"cty22053","Jefferson Davis Parish, LA",0.2055
"cty48129","Donley County, TX",0.2055
"cty37169","Stokes County, NC",0.2053
"cty55135","Waupaca County, WI",0.2053
"cty47177","Warren County, TN",0.2052
"cty55083","Oconto County, WI",0.2051
"cty21147","McCreary County, KY",0.2051
"cty13263","Talbot County, GA",0.205
"cty47021","Cheatham County, TN",0.2049
"cty48337","Montague County, TX",0.2049
"cty02261","Valdez-Cordova Census Area, AK",0.2048
"cty06039","Madera County, CA",0.2047
"cty27095","Mille Lacs County, MN",0.2046
"cty48035","Bosque County, TX",0.2046
"cty21149","McLean County, KY",0.2046
"cty37075","Graham County, NC",0.2045
"cty21163","Meade County, KY",0.2044
"cty13163","Jefferson County, GA",0.2043
"cty48497","Wise County, TX",0.2042
"cty12041","Gilchrist County, FL",0.204
"cty40127","Pushmataha County, OK",0.2037
"cty48251","Johnson County, TX",0.2037
"cty48213","Henderson County, TX",0.2036
"cty26143","Roscommon County, MI",0.2036
"cty48233","Hutchinson County, TX",0.2036
"cty47117","Marshall County, TN",0.2036
"cty13199","Meriwether County, GA",0.2035
"cty26085","Lake County, MI",0.2034
"cty35045","San Juan County, NM",0.2032
"cty04027","Yuma County, AZ",0.2032
"cty45039","Fairfield County, SC",0.2032
"cty37071","Gaston County, NC",0.2031
"cty48185","Grimes County, TX",0.2031
"cty47119","Maury County, TN",0.2028
"cty17139","Moultrie County, IL",0.2028
"cty05013","Calhoun County, AR",0.2027
"cty21223","Trimble County, KY",0.2026
"cty16039","Elmore County, ID",0.2024
"cty27115","Pine County, MN",0.2023
"cty13301","Warren County, GA",0.2023
"cty48025","Bee County, TX",0.202
"cty56031","Platte County, WY",0.202
"cty26011","Arenac County, MI",0.2019
"cty06063","Plumas County, CA",0.2017
"cty18133","Putnam County, IN",0.2015
"cty47147","Robertson County, TN",0.2012
"cty29025","Caldwell County, MO",0.2012
"cty29177","Ray County, MO",0.2011
"cty13229","Pierce County, GA",0.201
"cty12111","St. Lucie County, FL",0.2008
"cty26159","Van Buren County, MI",0.2008
"cty12007","Bradford County, FL",0.2006
"cty13313","Whitfield County, GA",0.2005
"cty13015","Bartow County, GA",0.2004
"cty47003","Bedford County, TN",0.2002
"cty26035","Clare County, MI",0.2
"cty21041","Carroll County, KY",0.1999
"cty01119","Sumter County, AL",0.1999
"cty35031","McKinley County, NM",0.1998
"cty01009","Blount County, AL",0.1998
"cty28025","Clay County, MS",0.1998
"cty21027","Breckinridge County, KY",0.1996
"cty13005","Bacon County, GA",0.1995
"cty48125","Dickens County, TX",0.1994
"cty22011","Beauregard Parish, LA",0.1993
"cty22031","De Soto Parish, LA",0.1992
"cty54043","Lincoln County, WV",0.1991
"cty45055","Kershaw County, SC",0.1991
"cty47099","Lawrence County, TN",0.1991
"cty13091","Dodge County, GA",0.1989
"cty13123","Gilmer County, GA",0.1989
"cty39105","Meigs County, OH",0.1986
"cty22119","Webster Parish, LA",0.1985
"cty53015","Cowlitz County, WA",0.1984
"cty13047","Catoosa County, GA",0.1984
"cty48351","Newton County, TX",0.198
"cty49045","Tooele County, UT",0.1979
"cty47073","Hawkins County, TN",0.1979
"cty48361","Orange County, TX",0.1978
"cty53039","Klickitat County, WA",0.1978
"cty53045","Mason County, WA",0.1977
"cty53021","Franklin County, WA",0.1975
"cty21085","Grayson County, KY",0.1975
"cty06035","Lassen County, CA",0.1974
"cty54045","Logan County, WV",0.1973
"cty51047","Culpeper County, VA",0.197
