"cty","Name","College_Graduation_Rate_rP_gP_p50"
"cty17111","McHenry County, IL",0.3222
"cty47041","DeKalb County, TN",0.322
"cty37089","Henderson County, NC",0.322
"cty48019","Bandera County, TX",0.3219
"cty27117","Pipestone County, MN",0.3219
"cty28101","Newton County, MS",0.3218
"cty20017","Chase County, KS",0.3218
"cty48141","El Paso County, TX",0.3216
"cty39043","Erie County, OH",0.3216
"cty19145","Page County, IA",0.3215
"cty17159","Richland County, IL",0.3214
"cty23021","Piscataquis County, ME",0.3214
"cty46043","Douglas County, SD",0.3213
"cty36023","Cortland County, NY",0.3213
"cty20041","Dickinson County, KS",0.3213
"cty36095","Schoharie County, NY",0.3213
"cty23011","Kennebec County, ME",0.3212
"cty21073","Franklin County, KY",0.3212
"cty48075","Childress County, TX",0.3212
"cty17145","Perry County, IL",0.3212
"cty13219","Oconee County, GA",0.3212
"cty19185","Wayne County, IA",0.3212
"cty27087","Mahnomen County, MN",0.3211
"cty27053","Hennepin County, MN",0.321
"cty51045","Craig County, VA",0.321
"cty17189","Washington County, IL",0.321
"cty29011","Barton County, MO",0.321
"cty29075","Gentry County, MO",0.321
"cty31067","Gage County, NE",0.3207
"cty54071","Pendleton County, WV",0.3207
"cty37063","Durham County, NC",0.3206
"cty39083","Knox County, OH",0.3206
"cty48255","Karnes County, TX",0.3205
"cty51185","Tazewell County, VA",0.3205
"cty42101","Philadelphia County, PA",0.3204
"cty42027","Centre County, PA",0.3204
"cty39103","Medina County, OH",0.3202
"cty49005","Cache County, UT",0.32
"cty27127","Redwood County, MN",0.32
"cty27073","Lac qui Parle County, MN",0.32
"cty20109","Logan County, KS",0.3199
"cty31141","Platte County, NE",0.3199
"cty28049","Hinds County, MS",0.3197
"cty21205","Rowan County, KY",0.3193
"cty51087","Henrico County, VA",0.3191
"cty40123","Pontotoc County, OK",0.3186
"cty46035","Davison County, SD",0.3185
"cty19157","Poweshiek County, IA",0.3185
"cty08067","La Plata County, CO",0.3184
"cty05057","Hempstead County, AR",0.3183
"cty42053","Forest County, PA",0.3183
"cty27067","Kandiyohi County, MN",0.3182
"cty20049","Elk County, KS",0.3182
"cty28073","Lamar County, MS",0.3182
"cty56029","Park County, WY",0.3182
"cty28001","Adams County, MS",0.3181
"cty28071","Lafayette County, MS",0.3181
"cty30021","Dawson County, MT",0.318
"cty54039","Kanawha County, WV",0.3179
"cty22051","Jefferson Parish, LA",0.3177
"cty29107","Lafayette County, MO",0.3175
"cty05017","Chicot County, AR",0.3173
"cty38071","Ramsey County, ND",0.3171
"cty46101","Moody County, SD",0.3169
"cty42115","Susquehanna County, PA",0.3168
"cty42097","Northumberland County, PA",0.3168
"cty42085","Mercer County, PA",0.3168
"cty28067","Jones County, MS",0.3167
"cty45079","Richland County, SC",0.3167
"cty34007","Camden County, NJ",0.3164
"cty20117","Marshall County, KS",0.3164
"cty54065","Morgan County, WV",0.316
"cty31155","Saunders County, NE",0.3158
"cty21189","Owsley County, KY",0.3157
"cty51840","Winchester city, VA",0.3156
"cty51085","Hanover County, VA",0.3155
"cty48333","Mills County, TX",0.3154
"cty26089","Leelanau County, MI",0.3152
"cty30047","Lake County, MT",0.315
"cty26103","Marquette County, MI",0.3148
"cty17095","Knox County, IL",0.3148
"cty01123","Tallapoosa County, AL",0.3148
"cty42019","Butler County, PA",0.3146
"cty36071","Orange County, NY",0.3145
"cty54027","Hampshire County, WV",0.3145
"cty42117","Tioga County, PA",0.3143
"cty56013","Fremont County, WY",0.3141
"cty50003","Bennington County, VT",0.3141
"cty22071","Orleans Parish, LA",0.3139
"cty31151","Saline County, NE",0.3139
"cty46029","Codington County, SD",0.3138
"cty51121","Montgomery County, VA",0.3137
"cty42095","Northampton County, PA",0.3135
"cty34015","Gloucester County, NJ",0.3135
"cty48175","Goliad County, TX",0.3134
"cty36013","Chautauqua County, NY",0.3133
"cty37119","Mecklenburg County, NC",0.3133
"cty48265","Kerr County, TX",0.3133
"cty24005","Baltimore County, MD",0.3132
"cty38085","Sioux County, ND",0.3131
"cty22061","Lincoln Parish, LA",0.3131
"cty27123","Ramsey County, MN",0.313
"cty31095","Jefferson County, NE",0.313
"cty20107","Linn County, KS",0.313
"cty31021","Burt County, NE",0.3129
"cty31055","Douglas County, NE",0.3128
"cty22021","Caldwell Parish, LA",0.3128
"cty36019","Clinton County, NY",0.3127
"cty39011","Auglaize County, OH",0.3127
"cty28089","Madison County, MS",0.3126
"cty29229","Wright County, MO",0.3125
"cty30029","Flathead County, MT",0.3124
"cty26125","Oakland County, MI",0.3124
"cty01081","Lee County, AL",0.3124
"cty19131","Mitchell County, IA",0.3124
"cty08075","Logan County, CO",0.3124
"cty20139","Osage County, KS",0.3124
"cty17023","Clark County, IL",0.3123
"cty46009","Bon Homme County, SD",0.3123
"cty12015","Charlotte County, FL",0.3123
"cty36063","Niagara County, NY",0.3122
"cty27147","Steele County, MN",0.3122
"cty22089","St. Charles Parish, LA",0.3121
"cty30111","Yellowstone County, MT",0.312
"cty12087","Monroe County, FL",0.3118
"cty41067","Washington County, OR",0.3117
"cty20127","Morris County, KS",0.3116
"cty23001","Androscoggin County, ME",0.3114
"cty36089","St. Lawrence County, NY",0.3113
"cty12035","Flagler County, FL",0.3113
"cty27027","Clay County, MN",0.3112
"cty38077","Richland County, ND",0.3112
"cty05137","Stone County, AR",0.3112
"cty48313","Madison County, TX",0.3112
"cty27113","Pennington County, MN",0.3112
"cty39153","Summit County, OH",0.3111
"cty48127","Dimmit County, TX",0.3111
"cty48441","Taylor County, TX",0.311
"cty13273","Terrell County, GA",0.311
"cty19003","Adams County, IA",0.311
"cty28143","Tunica County, MS",0.3109
"cty48479","Webb County, TX",0.3109
"cty46099","Minnehaha County, SD",0.3108
"cty19175","Union County, IA",0.3108
"cty29185","St. Clair County, MO",0.3107
"cty31121","Merrick County, NE",0.3106
"cty20097","Kiowa County, KS",0.3105
"cty56009","Converse County, WY",0.3105
"cty17113","McLean County, IL",0.3105
"cty51720","Norton city, VA",0.3105
"cty39061","Hamilton County, OH",0.3104
"cty24013","Carroll County, MD",0.3104
"cty37173","Swain County, NC",0.3103
"cty53031","Jefferson County, WA",0.3103
"cty17027","Clinton County, IL",0.3102
"cty35023","Hidalgo County, NM",0.3101
"cty45053","Jasper County, SC",0.3101
"cty46115","Spink County, SD",0.3099
"cty51131","Northampton County, VA",0.3099
"cty48043","Brewster County, TX",0.3098
"cty36053","Madison County, NY",0.3097
"cty27045","Fillmore County, MN",0.3097
"cty20093","Kearny County, KS",0.3097
"cty55035","Eau Claire County, WI",0.3096
"cty17133","Monroe County, IL",0.3095
"cty36117","Wayne County, NY",0.3095
"cty21043","Carter County, KY",0.3093
"cty37037","Chatham County, NC",0.3093
"cty09015","Windham County, CT",0.3092
"cty34041","Warren County, NJ",0.3092
"cty27111","Otter Tail County, MN",0.3091
"cty38105","Williams County, ND",0.309
"cty29195","Saline County, MO",0.309
"cty06037","Los Angeles County, CA",0.3085
"cty29205","Shelby County, MO",0.3085
"cty22035","East Carroll Parish, LA",0.3084
"cty01029","Cleburne County, AL",0.3084
"cty06013","Contra Costa County, CA",0.3083
"cty46135","Yankton County, SD",0.3083
"cty27015","Brown County, MN",0.3083
"cty20013","Brown County, KS",0.3082
"cty39063","Hancock County, OH",0.3081
"cty51117","Mecklenburg County, VA",0.308
"cty16041","Franklin County, ID",0.3079
"cty39157","Tuscarawas County, OH",0.3079
"cty42031","Clarion County, PA",0.3079
"cty46109","Roberts County, SD",0.3078
"cty28121","Rankin County, MS",0.3078
"cty51001","Accomack County, VA",0.3078
"cty22055","Lafayette Parish, LA",0.3077
"cty46005","Beadle County, SD",0.3077
"cty23007","Franklin County, ME",0.3077
"cty33005","Cheshire County, NH",0.3076
"cty17025","Clay County, IL",0.3075
"cty37067","Forsyth County, NC",0.3072
"cty37099","Jackson County, NC",0.3071
"cty17053","Ford County, IL",0.3071
"cty40137","Stephens County, OK",0.3068
"cty51021","Bland County, VA",0.3067
"cty13271","Telfair County, GA",0.3067
"cty27119","Polk County, MN",0.3066
"cty48041","Brazos County, TX",0.3066
"cty55025","Dane County, WI",0.3065
"cty21235","Whitley County, KY",0.3065
"cty33017","Strafford County, NH",0.3064
"cty39155","Trumbull County, OH",0.3064
"cty09011","New London County, CT",0.3061
"cty42111","Somerset County, PA",0.3061
"cty35027","Lincoln County, NM",0.3061
"cty29087","Holt County, MO",0.3061
"cty26109","Menominee County, MI",0.306
"cty48017","Bailey County, TX",0.306
"cty45043","Georgetown County, SC",0.3059
"cty48159","Franklin County, TX",0.3059
"cty20177","Shawnee County, KS",0.3058
"cty21207","Russell County, KY",0.3056
"cty17123","Marshall County, IL",0.3056
"cty48477","Washington County, TX",0.3055
"cty42013","Blair County, PA",0.3054
"cty36017","Chenango County, NY",0.3054
"cty40091","McIntosh County, OK",0.3053
"cty06073","San Diego County, CA",0.3053
"cty25005","Bristol County, MA",0.3053
"cty18073","Jasper County, IN",0.3053
"cty17049","Effingham County, IL",0.3052
"cty19067","Floyd County, IA",0.3052
"cty38065","Oliver County, ND",0.3051
"cty37007","Anson County, NC",0.3051
"cty31153","Sarpy County, NE",0.305
"cty26131","Ontonagon County, MI",0.305
"cty08007","Archuleta County, CO",0.3049
"cty27091","Martin County, MN",0.3049
"cty29053","Cooper County, MO",0.3049
"cty27055","Houston County, MN",0.3048
"cty19163","Scott County, IA",0.3047
"cty17001","Adams County, IL",0.3047
"cty13073","Columbia County, GA",0.3047
"cty28107","Panola County, MS",0.3046
"cty01031","Coffee County, AL",0.3044
"cty28159","Winston County, MS",0.3043
"cty31163","Sherman County, NE",0.3043
"cty05119","Pulaski County, AR",0.3042
"cty51141","Patrick County, VA",0.3042
"cty42113","Sullivan County, PA",0.3042
"cty36105","Sullivan County, NY",0.3042
"cty40065","Jackson County, OK",0.304
"cty06087","Santa Cruz County, CA",0.304
"cty31145","Red Willow County, NE",0.304
"cty37021","Buncombe County, NC",0.3039
"cty53013","Columbia County, WA",0.3039
"cty39133","Portage County, OH",0.3038
"cty26041","Delta County, MI",0.3037
"cty48007","Aransas County, TX",0.3037
"cty42081","Lycoming County, PA",0.3037
"cty27039","Dodge County, MN",0.3036
"cty46083","Lincoln County, SD",0.3036
"cty16003","Adams County, ID",0.3035
"cty13057","Cherokee County, GA",0.3034
"cty18037","Dubois County, IN",0.3034
"cty20053","Ellsworth County, KS",0.3034
"cty36073","Orleans County, NY",0.3033
"cty27061","Itasca County, MN",0.3032
"cty31023","Butler County, NE",0.3031
"cty12099","Palm Beach County, FL",0.303
"cty29217","Vernon County, MO",0.303
"cty18161","Union County, IN",0.303
"cty12021","Collier County, FL",0.3029
"cty08014","Broomfield County, CO",0.3029
"cty55073","Marathon County, WI",0.3028
"cty19097","Jackson County, IA",0.3028
"cty51530","Buena Vista city, VA",0.3027
"cty06113","Yolo County, CA",0.3025
"cty48323","Maverick County, TX",0.3025
"cty41033","Josephine County, OR",0.3024
"cty50001","Addison County, VT",0.3024
"cty20149","Pottawatomie County, KS",0.3023
"cty28163","Yazoo County, MS",0.3023
"cty20077","Harper County, KS",0.3022
"cty35047","San Miguel County, NM",0.3022
"cty36037","Genesee County, NY",0.3021
"cty42037","Columbia County, PA",0.302
"cty05077","Lee County, AR",0.302
"cty17131","Mercer County, IL",0.302
"cty40009","Beckham County, OK",0.3018
"cty48285","Lavaca County, TX",0.3018
"cty31053","Dodge County, NE",0.3018
"cty56033","Sheridan County, WY",0.3018
"cty38057","Mercer County, ND",0.3017
"cty13165","Jenkins County, GA",0.3016
"cty19099","Jasper County, IA",0.3016
"cty54087","Roane County, WV",0.3015
"cty23027","Waldo County, ME",0.3015
"cty23023","Sagadahoc County, ME",0.3014
"cty16021","Boundary County, ID",0.3013
"cty36025","Delaware County, NY",0.3012
"cty08055","Huerfano County, CO",0.3012
"cty22095","St. John the Baptist Parish, LA",0.3011
"cty20133","Neosho County, KS",0.3011
"cty40047","Garfield County, OK",0.301
"cty38099","Walsh County, ND",0.301
"cty45049","Hampton County, SC",0.301
"cty17093","Kendall County, IL",0.301
"cty48119","Delta County, TX",0.3008
"cty51810","Virginia Beach city, VA",0.3007
"cty27047","Freeborn County, MN",0.3006
"cty13183","Long County, GA",0.3006
"cty06045","Mendocino County, CA",0.3005
"cty08019","Clear Creek County, CO",0.3005
"cty51157","Rappahannock County, VA",0.3005
"cty36033","Franklin County, NY",0.3002
"cty23013","Knox County, ME",0.3002
"cty36049","Lewis County, NY",0.2999
"cty42083","McKean County, PA",0.2998
"cty27139","Scott County, MN",0.2997
"cty01015","Calhoun County, AL",0.2995
"cty29007","Audrain County, MO",0.2994
"cty48357","Ochiltree County, TX",0.2994
"cty28151","Washington County, MS",0.2994
"cty16037","Custer County, ID",0.2993
"cty36011","Cayuga County, NY",0.2993
"cty48401","Rusk County, TX",0.2993
"cty48249","Jim Wells County, TX",0.2991
"cty21155","Marion County, KY",0.2991
"cty34001","Atlantic County, NJ",0.2988
"cty12109","St. Johns County, FL",0.2988
"cty37191","Wayne County, NC",0.2988
"cty48111","Dallam County, TX",0.2988
"cty17203","Woodford County, IL",0.2986
"cty54001","Barbour County, WV",0.2985
"cty51037","Charlotte County, VA",0.2985
"cty19129","Mills County, IA",0.2985
"cty42107","Schuylkill County, PA",0.2985
"cty20099","Labette County, KS",0.2984
"cty48381","Randall County, TX",0.2984
"cty45089","Williamsburg County, SC",0.2984
"cty16073","Owyhee County, ID",0.2983
"cty01133","Winston County, AL",0.2983
"cty29077","Greene County, MO",0.2982
"cty48481","Wharton County, TX",0.2982
"cty17035","Cumberland County, IL",0.2982
"cty37041","Chowan County, NC",0.2981
"cty27051","Grant County, MN",0.2981
"cty46105","Perkins County, SD",0.2979
"cty30101","Toole County, MT",0.2977
"cty24001","Allegany County, MD",0.2973
"cty37015","Bertie County, NC",0.2972
"cty45019","Charleston County, SC",0.2971
"cty24039","Somerset County, MD",0.2969
"cty35051","Sierra County, NM",0.2969
"cty29039","Cedar County, MO",0.2969
"cty17181","Union County, IL",0.2969
"cty53001","Adams County, WA",0.2968
"cty21011","Bath County, KY",0.2966
"cty45017","Calhoun County, SC",0.2965
"cty38083","Sheridan County, ND",0.2965
"cty48121","Denton County, TX",0.2962
"cty48063","Camp County, TX",0.2961
"cty23003","Aroostook County, ME",0.296
"cty17155","Putnam County, IL",0.296
"cty37083","Halifax County, NC",0.2959
"cty39165","Warren County, OH",0.2959
"cty40011","Blaine County, OK",0.2958
"cty16051","Jefferson County, ID",0.2957
"cty47071","Hardin County, TN",0.2957
"cty28061","Jasper County, MS",0.2956
"cty48485","Wichita County, TX",0.2955
"cty06093","Siskiyou County, CA",0.2953
"cty48303","Lubbock County, TX",0.2953
"cty02122","Kenai Peninsula Borough, AK",0.295
"cty19125","Marion County, IA",0.295
"cty06079","San Luis Obispo County, CA",0.2948
"cty54011","Cabell County, WV",0.2948
"cty48091","Comal County, TX",0.2948
"cty48115","Dawson County, TX",0.2947
"cty01085","Lowndes County, AL",0.2946
"cty36031","Essex County, NY",0.2945
"cty28023","Clarke County, MS",0.2944
"cty31093","Howard County, NE",0.2943
"cty28161","Yalobusha County, MS",0.2942
"cty37061","Duplin County, NC",0.2942
"cty31109","Lancaster County, NE",0.2941
"cty42015","Bradford County, PA",0.2941
"cty20189","Stevens County, KS",0.2941
"cty30017","Custer County, MT",0.2939
"cty01003","Baldwin County, AL",0.2938
"cty02195","Petersburg Borough, AK",0.2938
"cty55065","Lafayette County, WI",0.2938
"cty12103","Pinellas County, FL",0.2937
"cty18011","Boone County, IN",0.2937
"cty31057","Dundy County, NE",0.2937
"cty35028","Los Alamos County, NM",0.2937
"cty19053","Decatur County, IA",0.2936
"cty50017","Orange County, VT",0.2936
"cty16035","Clearwater County, ID",0.2935
"cty38095","Towner County, ND",0.2935
"cty20073","Greenwood County, KS",0.2935
"cty37081","Guilford County, NC",0.2934
"cty37113","Macon County, NC",0.2934
"cty08089","Otero County, CO",0.2934
"cty51105","Lee County, VA",0.2934
"cty19013","Black Hawk County, IA",0.2934
"cty19063","Emmet County, IA",0.2933
"cty20111","Lyon County, KS",0.2933
"cty21145","McCracken County, KY",0.2932
"cty54077","Preston County, WV",0.2932
"cty18031","Decatur County, IN",0.2931
"cty18157","Tippecanoe County, IN",0.2931
"cty06023","Humboldt County, CA",0.293
"cty19187","Webster County, IA",0.293
"cty05051","Garland County, AR",0.2929
"cty15003","Honolulu County, HI",0.2929
"cty22125","West Feliciana Parish, LA",0.2929
"cty27109","Olmsted County, MN",0.2928
"cty42033","Clearfield County, PA",0.2928
"cty01047","Dallas County, AL",0.2928
"cty27019","Carver County, MN",0.2927
"cty22105","Tangipahoa Parish, LA",0.2926
"cty22027","Claiborne Parish, LA",0.2923
"cty48335","Mitchell County, TX",0.2923
"cty29027","Callaway County, MO",0.2923
"cty37185","Warren County, NC",0.2922
"cty21203","Rockcastle County, KY",0.2922
"cty29175","Randolph County, MO",0.2922
"cty08045","Garfield County, CO",0.2922
"cty50019","Orleans County, VT",0.2921
"cty21121","Knox County, KY",0.2921
"cty12009","Brevard County, FL",0.292
"cty01117","Shelby County, AL",0.292
"cty01025","Clarke County, AL",0.292
"cty51167","Russell County, VA",0.2919
"cty12115","Sarasota County, FL",0.2918
"cty31047","Dawson County, NE",0.2918
"cty41051","Multnomah County, OR",0.2917
"cty13279","Toombs County, GA",0.2917
"cty24033","Prince George's County, MD",0.2916
"cty50009","Essex County, VT",0.2916
"cty54053","Mason County, WV",0.2916
"cty39055","Geauga County, OH",0.2916
"cty21111","Jefferson County, KY",0.2914
"cty19085","Harrison County, IA",0.2914
"cty47093","Knox County, TN",0.2912
"cty29139","Montgomery County, MO",0.2912
"cty48031","Blanco County, TX",0.2911
"cty45063","Lexington County, SC",0.291
"cty45037","Edgefield County, SC",0.291
"cty29215","Texas County, MO",0.2908
"cty31001","Adams County, NE",0.2907
"cty18131","Pulaski County, IN",0.2907
"cty41039","Lane County, OR",0.2906
"cty12091","Okaloosa County, FL",0.2905
"cty24009","Calvert County, MD",0.2904
"cty29169","Pulaski County, MO",0.2904
"cty48325","Medina County, TX",0.2904
"cty37087","Haywood County, NC",0.2904
"cty05001","Arkansas County, AR",0.2903
"cty19133","Monona County, IA",0.2903
"cty19093","Ida County, IA",0.2903
"cty40027","Cleveland County, OK",0.2901
"cty47179","Washington County, TN",0.2901
"cty13275","Thomas County, GA",0.2901
"cty35053","Socorro County, NM",0.29
"cty23019","Penobscot County, ME",0.29
"cty30003","Big Horn County, MT",0.2899
"cty01077","Lauderdale County, AL",0.2899
"cty24019","Dorchester County, MD",0.2898
"cty53063","Spokane County, WA",0.2897
"cty55063","La Crosse County, WI",0.2897
"cty36121","Wyoming County, NY",0.2896
"cty48487","Wilbarger County, TX",0.2895
"cty15001","Hawaii County, HI",0.2895
"cty24041","Talbot County, MD",0.2894
"cty06083","Santa Barbara County, CA",0.2892
"cty06097","Sonoma County, CA",0.2891
"cty17125","Mason County, IL",0.2891
"cty47183","Weakley County, TN",0.2891
"cty51175","Southampton County, VA",0.2891
"cty13299","Ware County, GA",0.289
"cty48503","Young County, TX",0.289
"cty28157","Wilkinson County, MS",0.2889
"cty39151","Stark County, OH",0.2888
"cty51700","Newport News city, VA",0.2886
"cty28011","Bolivar County, MS",0.2886
"cty41005","Clackamas County, OR",0.2885
"cty27037","Dakota County, MN",0.2884
"cty20205","Wilson County, KS",0.2884
"cty22083","Richland Parish, LA",0.2883
"cty39067","Harrison County, OH",0.2882
"cty05107","Phillips County, AR",0.2881
"cty30035","Glacier County, MT",0.288
"cty47035","Cumberland County, TN",0.288
"cty40013","Bryan County, OK",0.2878
"cty21151","Madison County, KY",0.2878
"cty38037","Grant County, ND",0.2878
"cty17037","DeKalb County, IL",0.2878
"cty36045","Jefferson County, NY",0.2877
"cty28123","Scott County, MS",0.2877
"cty28087","Lowndes County, MS",0.2876
"cty42005","Armstrong County, PA",0.2875
"cty26065","Ingham County, MI",0.2874
"cty30023","Deer Lodge County, MT",0.2874
"cty21075","Fulton County, KY",0.2874
"cty21113","Jessamine County, KY",0.2874
"cty45075","Orangeburg County, SC",0.2874
"cty13153","Houston County, GA",0.2873
"cty31083","Harlan County, NE",0.2872
"cty05133","Sevier County, AR",0.2871
"cty51031","Campbell County, VA",0.2871
"cty36115","Washington County, NY",0.2871
"cty05113","Polk County, AR",0.287
"cty35001","Bernalillo County, NM",0.287
"cty18155","Switzerland County, IN",0.2869
"cty06027","Inyo County, CA",0.2866
"cty51077","Grayson County, VA",0.2865
"cty53071","Walla Walla County, WA",0.2865
"cty04005","Coconino County, AZ",0.2864
"cty40049","Garvin County, OK",0.2862
"cty30053","Lincoln County, MT",0.2861
"cty26037","Clinton County, MI",0.2859
"cty53067","Thurston County, WA",0.2858
"cty51790","Staunton city, VA",0.2858
"cty48117","Deaf Smith County, TX",0.2858
"cty35049","Santa Fe County, NM",0.2857
"cty36009","Cattaraugus County, NY",0.2856
"cty36097","Schuyler County, NY",0.2856
"cty51680","Lynchburg city, VA",0.2856
"cty46023","Charles Mix County, SD",0.2855
"cty47031","Coffee County, TN",0.2855
"cty15007","Kauai County, HI",0.2854
"cty08071","Las Animas County, CO",0.2853
"cty39049","Franklin County, OH",0.2852
"cty01107","Pickens County, AL",0.2852
"cty55007","Bayfield County, WI",0.2851
"cty47017","Carroll County, TN",0.2851
"cty48061","Cameron County, TX",0.2851
"cty37051","Cumberland County, NC",0.285
"cty51153","Prince William County, VA",0.285
"cty40017","Canadian County, OK",0.2849
"cty51043","Clarke County, VA",0.2849
"cty40153","Woodward County, OK",0.2848
"cty06111","Ventura County, CA",0.2848
"cty31157","Scotts Bluff County, NE",0.2847
"cty29063","DeKalb County, MO",0.2847
"cty27155","Traverse County, MN",0.2847
"cty06043","Mariposa County, CA",0.2846
"cty47103","Lincoln County, TN",0.2846
"cty50025","Windham County, VT",0.2845
"cty21057","Cumberland County, KY",0.2845
"cty41017","Deschutes County, OR",0.2843
"cty47037","Davidson County, TN",0.2842
"cty29121","Macon County, MO",0.2841
"cty37125","Moore County, NC",0.2841
"cty39123","Ottawa County, OH",0.284
"cty30097","Sweet Grass County, MT",0.284
"cty21015","Boone County, KY",0.284
"cty19071","Fremont County, IA",0.2839
"cty39057","Greene County, OH",0.2838
"cty39009","Athens County, OH",0.2837
"cty21125","Laurel County, KY",0.2836
"cty51135","Nottoway County, VA",0.2836
"cty29097","Jasper County, MO",0.2835
"cty39173","Wood County, OH",0.2835
"cty27169","Winona County, MN",0.2834
"cty47065","Hamilton County, TN",0.2833
"cty19113","Linn County, IA",0.2833
"cty48209","Hays County, TX",0.2833
"cty20061","Geary County, KS",0.2833
"cty53047","Okanogan County, WA",0.2832
"cty45045","Greenville County, SC",0.2832
"cty55117","Sheboygan County, WI",0.2831
"cty37031","Carteret County, NC",0.2831
"cty47019","Carter County, TN",0.2831
"cty51019","Bedford County, VA",0.2831
"cty29151","Osage County, MO",0.283
"cty28005","Amite County, MS",0.283
"cty46039","Deuel County, SD",0.2829
"cty21195","Pike County, KY",0.2829
"cty25011","Franklin County, MA",0.2828
"cty29069","Dunklin County, MO",0.2828
"cty21177","Muhlenberg County, KY",0.2828
"cty16067","Minidoka County, ID",0.2827
"cty55125","Vilas County, WI",0.2827
"cty29111","Lewis County, MO",0.2826
"cty48473","Waller County, TX",0.2826
"cty40063","Hughes County, OK",0.2825
"cty17135","Montgomery County, IL",0.2825
"cty23029","Washington County, ME",0.2824
"cty17173","Shelby County, IL",0.2823
"cty51119","Middlesex County, VA",0.2823
"cty28007","Attala County, MS",0.2822
"cty41029","Jackson County, OR",0.2821
"cty54025","Greenbrier County, WV",0.2821
"cty22047","Iberville Parish, LA",0.2821
"cty13267","Tattnall County, GA",0.2821
"cty39147","Seneca County, OH",0.2819
"cty39081","Jefferson County, OH",0.2819
"cty30041","Hill County, MT",0.2816
"cty17059","Gallatin County, IL",0.2816
"cty42041","Cumberland County, PA",0.2816
"cty05095","Monroe County, AR",0.2815
"cty12077","Liberty County, FL",0.2815
"cty51009","Amherst County, VA",0.2815
"cty36021","Columbia County, NY",0.2815
"cty29127","Marion County, MO",0.2815
"cty20121","Miami County, KS",0.2814
"cty48395","Robertson County, TX",0.2814
"cty47025","Claiborne County, TN",0.2814
"cty20057","Ford County, KS",0.2814
"cty05103","Ouachita County, AR",0.2814
"cty48491","Williamson County, TX",0.2813
"cty05069","Jefferson County, AR",0.2812
"cty19019","Buchanan County, IA",0.2812
"cty28149","Warren County, MS",0.2811
"cty29149","Oregon County, MO",0.281
"cty49027","Millard County, UT",0.2809
"cty47163","Sullivan County, TN",0.2809
"cty21157","Marshall County, KY",0.2808
"cty29209","Stone County, MO",0.2808
"cty17177","Stephenson County, IL",0.2807
"cty47089","Jefferson County, TN",0.2806
"cty01055","Etowah County, AL",0.2806
"cty21115","Johnson County, KY",0.2805
"cty13083","Dade County, GA",0.2804
"cty24045","Wicomico County, MD",0.2804
"cty42065","Jefferson County, PA",0.2804
"cty18141","St. Joseph County, IN",0.2803
"cty08105","Rio Grande County, CO",0.2803
"cty54017","Doddridge County, WV",0.2802
"cty45009","Bamberg County, SC",0.2802
"cty05029","Conway County, AR",0.2801
"cty18089","Lake County, IN",0.2798
"cty23025","Somerset County, ME",0.2798
"cty37147","Pitt County, NC",0.2798
"cty13159","Jasper County, GA",0.2797
"cty08085","Montrose County, CO",0.2796
"cty54067","Nicholas County, WV",0.2796
"cty30057","Madison County, MT",0.2794
"cty53007","Chelan County, WA",0.2793
"cty22073","Ouachita Parish, LA",0.2793
"cty49025","Kane County, UT",0.2793
"cty19193","Woodbury County, IA",0.2792
"cty26069","Iosco County, MI",0.2791
"cty29129","Mercer County, MO",0.279
"cty51191","Washington County, VA",0.279
"cty51149","Prince George County, VA",0.279
"cty11001","District of Columbia, DC",0.2789
"cty53019","Ferry County, WA",0.2788
"cty17197","Will County, IL",0.2788
"cty55103","Richland County, WI",0.2788
"cty47033","Crockett County, TN",0.2787
"cty13291","Union County, GA",0.2787
"cty26081","Kent County, MI",0.2786
"cty29037","Cass County, MO",0.2786
"cty51075","Goochland County, VA",0.2786
"cty37065","Edgecombe County, NC",0.2786
"cty54057","Mineral County, WV",0.2786
"cty51035","Carroll County, VA",0.2785
"cty29085","Hickory County, MO",0.2785
"cty24021","Frederick County, MD",0.2784
"cty29163","Pike County, MO",0.2784
"cty42119","Union County, PA",0.2784
"cty39059","Guernsey County, OH",0.2783
"cty21127","Lawrence County, KY",0.2783
"cty37139","Pasquotank County, NC",0.2782
"cty29103","Knox County, MO",0.2782
"cty13187","Lumpkin County, GA",0.2782
"cty45051","Horry County, SC",0.278
"cty48051","Burleson County, TX",0.278
"cty20001","Allen County, KS",0.278
"cty28085","Lincoln County, MS",0.278
"cty17167","Sangamon County, IL",0.2779
"cty12127","Volusia County, FL",0.2778
"cty27049","Goodhue County, MN",0.2778
"cty17005","Bond County, IL",0.2778
"cty34033","Salem County, NJ",0.2778
"cty48463","Uvalde County, TX",0.2778
"cty29055","Crawford County, MO",0.2777
"cty06061","Placer County, CA",0.2775
"cty42121","Venango County, PA",0.2773
"cty08039","Elbert County, CO",0.2772
"cty27041","Douglas County, MN",0.2772
"cty51650","Hampton city, VA",0.277
"cty26053","Gogebic County, MI",0.2769
"cty13261","Sumter County, GA",0.2769
"cty19111","Lee County, IA",0.2769
"cty20015","Butler County, KS",0.2768
"cty18063","Hendricks County, IN",0.2768
"cty12049","Hardee County, FL",0.2768
"cty28015","Carroll County, MS",0.2767
"cty12061","Indian River County, FL",0.2767
"cty36051","Livingston County, NY",0.2767
"cty19127","Marshall County, IA",0.2766
"cty29091","Howell County, MO",0.2766
"cty35035","Otero County, NM",0.2765
"cty55097","Portage County, WI",0.2765
