"cty","Name","Household_Income_rP_gP_p75"
"cty05031","Craighead County, AR",50942
"cty29209","Stone County, MO",50933
"cty41047","Marion County, OR",50931
"cty13091","Dodge County, GA",50909
"cty26123","Newaygo County, MI",50909
"cty45035","Dorchester County, SC",50904
"cty01003","Baldwin County, AL",50902
"cty28115","Pontotoc County, MS",50898
"cty01067","Henry County, AL",50895
"cty29203","Shannon County, MO",50887
"cty41053","Polk County, OR",50879
"cty01065","Hale County, AL",50877
"cty54015","Clay County, WV",50875
"cty39095","Lucas County, OH",50872
"cty45085","Sumter County, SC",50871
"cty05111","Poinsett County, AR",50862
"cty41057","Tillamook County, OR",50861
"cty13023","Bleckley County, GA",50860
"cty48453","Travis County, TX",50854
"cty08043","Fremont County, CO",50845
"cty13269","Taylor County, GA",50843
"cty51157","Rappahannock County, VA",50840
"cty06105","Trinity County, CA",50836
"cty39073","Hocking County, OH",50795
"cty53011","Clark County, WA",50787
"cty21187","Owen County, KY",50787
"cty13143","Haralson County, GA",50785
"cty47123","Monroe County, TN",50783
"cty29017","Bollinger County, MO",50782
"cty47113","Madison County, TN",50775
"cty13185","Lowndes County, GA",50758
"cty26155","Shiawassee County, MI",50757
"cty18019","Clark County, IN",50756
"cty21063","Elliott County, KY",50753
"cty06019","Fresno County, CA",50751
"cty47087","Jackson County, TN",50749
"cty37113","Macon County, NC",50748
"cty01051","Elmore County, AL",50748
"cty47015","Cannon County, TN",50747
"cty26065","Ingham County, MI",50741
"cty21199","Pulaski County, KY",50733
"cty05085","Lonoke County, AR",50725
"cty45073","Oconee County, SC",50723
"cty26159","Van Buren County, MI",50712
"cty35039","Rio Arriba County, NM",50702
"cty13083","Dade County, GA",50678
"cty29187","St. Francois County, MO",50670
"cty21191","Pendleton County, KY",50665
"cty53015","Cowlitz County, WA",50663
"cty54031","Hardy County, WV",50657
"cty06103","Tehama County, CA",50636
"cty51175","Southampton County, VA",50635
"cty40113","Osage County, OK",50627
"cty05125","Saline County, AR",50617
"cty26117","Montcalm County, MI",50610
"cty21161","Mason County, KY",50609
"cty01021","Chilton County, AL",50600
"cty05101","Newton County, AR",50599
"cty39023","Clark County, OH",50598
"cty12117","Seminole County, FL",50597
"cty29061","Daviess County, MO",50597
"cty47147","Robertson County, TN",50594
"cty13129","Gordon County, GA",50588
"cty08007","Archuleta County, CO",50586
"cty05093","Mississippi County, AR",50586
"cty23013","Knox County, ME",50555
"cty01097","Mobile County, AL",50553
"cty51057","Essex County, VA",50553
"cty51089","Henry County, VA",50546
"cty42089","Monroe County, PA",50542
"cty13311","White County, GA",50541
"cty51155","Pulaski County, VA",50531
"cty47071","Hardin County, TN",50527
"cty26147","St. Clair County, MI",50516
"cty47077","Henderson County, TN",50509
"cty47141","Putnam County, TN",50472
"cty39093","Lorain County, OH",50471
"cty26157","Tuscola County, MI",50466
"cty30005","Blaine County, MT",50462
"cty15007","Kauai County, HI",50444
"cty47153","Sequatchie County, TN",50436
"cty13069","Coffee County, GA",50436
"cty08101","Pueblo County, CO",50434
"cty47043","Dickson County, TN",50434
"cty40089","McCurtain County, OK",50431
"cty13131","Grady County, GA",50428
"cty29143","New Madrid County, MO",50425
"cty47121","Meigs County, TN",50422
"cty12085","Martin County, FL",50417
"cty29153","Ozark County, MO",50400
"cty28027","Coahoma County, MS",50398
"cty40107","Okfuskee County, OK",50397
"cty01081","Lee County, AL",50392
"cty53031","Jefferson County, WA",50388
"cty26075","Jackson County, MI",50385
"cty51187","Warren County, VA",50380
"cty13099","Early County, GA",50374
"cty18161","Union County, IN",50371
"cty17201","Winnebago County, IL",50369
"cty26059","Hillsdale County, MI",50365
"cty18177","Wayne County, IN",50363
"cty22067","Morehouse Parish, LA",50355
"cty45001","Abbeville County, SC",50353
"cty13205","Mitchell County, GA",50351
"cty54039","Kanawha County, WV",50348
"cty26161","Washtenaw County, MI",50346
"cty47163","Sullivan County, TN",50345
"cty26025","Calhoun County, MI",50336
"cty54003","Berkeley County, WV",50325
"cty29213","Taney County, MO",50315
"cty51125","Nelson County, VA",50312
"cty37179","Union County, NC",50307
"cty48061","Cameron County, TX",50305
"cty13277","Tift County, GA",50299
"cty51540","Charlottesville city, VA",50283
"cty39131","Pike County, OH",50282
"cty16013","Blaine County, ID",50280
"cty37123","Montgomery County, NC",50278
"cty22017","Caddo Parish, LA",50273
"cty28087","Lowndes County, MS",50273
"cty54011","Cabell County, WV",50271
"cty06057","Nevada County, CA",50270
"cty47005","Benton County, TN",50267
"cty41007","Clatsop County, OR",50253
"cty51700","Newport News city, VA",50250
"cty48407","San Jacinto County, TX",50248
"cty39097","Madison County, OH",50246
"cty01069","Houston County, AL",50246
"cty13045","Carroll County, GA",50240
"cty13243","Randolph County, GA",50238
"cty37013","Beaufort County, NC",50236
"cty37131","Northampton County, NC",50231
"cty26121","Muskegon County, MI",50225
"cty26083","Keweenaw County, MI",50225
"cty39009","Athens County, OH",50225
"cty08001","Adams County, CO",50222
"cty37135","Orange County, NC",50216
"cty06095","Solano County, CA",50212
"cty01005","Barbour County, AL",50207
"cty51079","Greene County, VA",50201
"cty13279","Toombs County, GA",50188
"cty51127","New Kent County, VA",50181
"cty37105","Lee County, NC",50169
"cty05037","Cross County, AR",50163
"cty37127","Nash County, NC",50162
"cty51800","Suffolk city, VA",50158
"cty21111","Jefferson County, KY",50153
"cty08041","El Paso County, CO",50137
"cty08093","Park County, CO",50130
"cty48345","Motley County, TX",50129
"cty28095","Monroe County, MS",50124
"cty48141","El Paso County, TX",50116
"cty05091","Miller County, AR",50109
"cty12115","Sarasota County, FL",50106
"cty05103","Ouachita County, AR",50106
"cty37147","Pitt County, NC",50099
"cty06091","Sierra County, CA",50090
"cty01111","Randolph County, AL",50077
"cty35053","Socorro County, NM",50072
"cty21173","Montgomery County, KY",50061
"cty41013","Crook County, OR",50060
"cty28035","Forrest County, MS",50033
"cty39087","Lawrence County, OH",50029
"cty45083","Spartanburg County, SC",50028
"cty37177","Tyrrell County, NC",50027
"cty06087","Santa Cruz County, CA",50022
"cty26095","Luce County, MI",50012
"cty26031","Cheboygan County, MI",50008
"cty51550","Chesapeake city, VA",50007
"cty37173","Swain County, NC",50003
"cty35037","Quay County, NM",50003
"cty41071","Yamhill County, OR",49996
"cty45091","York County, SC",49988
"cty08065","Lake County, CO",49987
"cty28117","Prentiss County, MS",49986
"cty35007","Colfax County, NM",49985
"cty21239","Woodford County, KY",49981
"cty13119","Franklin County, GA",49976
"cty13147","Hart County, GA",49970
"cty39071","Highland County, OH",49968
"cty13291","Union County, GA",49957
"cty16027","Canyon County, ID",49951
"cty04003","Cochise County, AZ",49947
"cty54105","Wirt County, WV",49921
"cty26091","Lenawee County, MI",49903
"cty53009","Clallam County, WA",49902
"cty37083","Halifax County, NC",49900
"cty47001","Anderson County, TN",49900
"cty47055","Giles County, TN",49896
"cty13017","Ben Hill County, GA",49890
"cty32001","Churchill County, NV",49884
"cty39135","Preble County, OH",49882
"cty01045","Dale County, AL",49872
"cty28149","Warren County, MS",49863
"cty13057","Cherokee County, GA",49859
"cty13265","Taliaferro County, GA",49852
"cty26143","Roscommon County, MI",49852
"cty06067","Sacramento County, CA",49843
"cty26085","Lake County, MI",49828
"cty05033","Crawford County, AR",49822
"cty41017","Deschutes County, OR",49822
"cty45089","Williamsburg County, SC",49821
"cty51149","Prince George County, VA",49816
"cty21235","Whitley County, KY",49814
"cty45027","Clarendon County, SC",49810
"cty06099","Stanislaus County, CA",49803
"cty41043","Linn County, OR",49792
"cty39113","Montgomery County, OH",49789
"cty21071","Floyd County, KY",49786
"cty18079","Jennings County, IN",49782
"cty22117","Washington Parish, LA",49775
"cty29023","Butler County, MO",49775
"cty39105","Meigs County, OH",49772
"cty21003","Allen County, KY",49772
"cty51047","Culpeper County, VA",49765
"cty47009","Blount County, TN",49761
"cty21137","Lincoln County, KY",49744
"cty29095","Jackson County, MO",49738
"cty06077","San Joaquin County, CA",49731
"cty51067","Franklin County, VA",49729
"cty13065","Clinch County, GA",49718
"cty54037","Jefferson County, WV",49715
"cty04007","Gila County, AZ",49714
"cty37109","Lincoln County, NC",49714
"cty12001","Alachua County, FL",49695
"cty06039","Madera County, CA",49693
"cty37101","Johnston County, NC",49689
"cty01125","Tuscaloosa County, AL",49685
"cty37181","Vance County, NC",49684
"cty48313","Madison County, TX",49684
"cty37153","Richmond County, NC",49683
"cty41039","Lane County, OR",49680
"cty51790","Staunton city, VA",49666
"cty23009","Hancock County, ME",49665
"cty51137","Orange County, VA",49660
"cty51109","Louisa County, VA",49653
"cty47109","McNairy County, TN",49647
"cty41029","Jackson County, OR",49643
"cty05041","Desha County, AR",49639
"cty37035","Catawba County, NC",49637
"cty12021","Collier County, FL",49633
"cty12109","St. Johns County, FL",49631
"cty72041","Cidra Municipio, PR",49627
"cty32031","Washoe County, NV",49626
"cty72089","Luquillo Municipio, PR",49621
"cty18103","Miami County, IN",49606
"cty13103","Effingham County, GA",49606
"cty51173","Smyth County, VA",49590
"cty47089","Jefferson County, TN",49580
"cty21067","Fayette County, KY",49577
"cty29059","Dallas County, MO",49563
"cty20061","Geary County, KS",49560
"cty37139","Pasquotank County, NC",49553
"cty21167","Mercer County, KY",49552
"cty37191","Wayne County, NC",49528
"cty47115","Marion County, TN",49526
"cty18109","Morgan County, IN",49522
"cty13195","Madison County, GA",49521
"cty01115","St. Clair County, AL",49516
"cty13053","Chattahoochee County, GA",49506
"cty39163","Vinton County, OH",49504
"cty51630","Fredericksburg city, VA",49478
"cty51021","Bland County, VA",49476
"cty21169","Metcalfe County, KY",49474
"cty37169","Stokes County, NC",49472
"cty51595","Emporia city, VA",49471
"cty04005","Coconino County, AZ",49469
"cty37107","Lenoir County, NC",49457
"cty30037","Golden Valley County, MT",49457
"cty51139","Page County, VA",49457
"cty34011","Cumberland County, NJ",49446
"cty29015","Benton County, MO",49446
"cty13309","Wheeler County, GA",49443
"cty06025","Imperial County, CA",49442
"cty06037","Los Angeles County, CA",49442
"cty37151","Randolph County, NC",49438
"cty01015","Calhoun County, AL",49438
"cty53055","San Juan County, WA",49416
"cty21151","Madison County, KY",49416
"cty18035","Delaware County, IN",49415
"cty45017","Calhoun County, SC",49414
"cty24011","Caroline County, MD",49412
"cty01121","Talladega County, AL",49412
"cty45077","Pickens County, SC",49397
"cty13029","Bryan County, GA",49395
"cty36097","Schuyler County, NY",49395
"cty13139","Hall County, GA",49389
"cty04025","Yavapai County, AZ",49386
"cty47093","Knox County, TN",49381
"cty45045","Greenville County, SC",49362
"cty41019","Douglas County, OR",49361
"cty39079","Jackson County, OH",49352
"cty51195","Wise County, VA",49345
"cty37031","Carteret County, NC",49343
"cty21013","Bell County, KY",49336
"cty21097","Harrison County, KY",49335
"cty27031","Cook County, MN",49330
"cty06053","Monterey County, CA",49329
"cty29181","Ripley County, MO",49329
"cty41033","Josephine County, OR",49288
"cty13177","Lee County, GA",49279
"cty21029","Bullitt County, KY",49272
"cty12086","Miami-Dade County, FL",49254
"cty06031","Kings County, CA",49250
"cty18065","Henry County, IN",49250
"cty26153","Schoolcraft County, MI",49248
"cty18093","Lawrence County, IN",49242
"cty51685","Manassas Park city, VA",49242
"cty18119","Owen County, IN",49235
"cty36061","New York County, NY",49215
"cty37037","Chatham County, NC",49203
"cty13313","Whitfield County, GA",49198
"cty54043","Lincoln County, WV",49189
"cty01083","Limestone County, AL",49188
"cty04013","Maricopa County, AZ",49184
"cty41011","Coos County, OR",49182
"cty08047","Gilpin County, CO",49179
"cty37089","Henderson County, NC",49177
"cty35001","Bernalillo County, NM",49175
"cty12125","Union County, FL",49175
"cty06063","Plumas County, CA",49173
"cty39015","Brown County, OH",49168
"cty37115","Madison County, NC",49164
"cty23027","Waldo County, ME",49161
"cty37145","Person County, NC",49160
"cty05089","Marion County, AR",49157
"cty35033","Mora County, NM",49154
"cty35055","Taos County, NM",49138
"cty36047","Kings County, NY",49123
"cty13133","Greene County, GA",49118
"cty06043","Mariposa County, CA",49105
"cty45055","Kershaw County, SC",49101
"cty13025","Brantley County, GA",49094
"cty12063","Jackson County, FL",49091
"cty26087","Lapeer County, MI",49090
"cty45013","Beaufort County, SC",49069
"cty06047","Merced County, CA",49067
"cty26145","Saginaw County, MI",49058
"cty15009","Maui County, HI",49049
"cty45025","Chesterfield County, SC",49047
"cty01127","Walker County, AL",49032
"cty29067","Douglas County, MO",49028
"cty29093","Iron County, MO",49013
"cty28047","Harrison County, MS",49012
"cty06023","Humboldt County, CA",48993
"cty47079","Henry County, TN",48991
"cty12003","Baker County, FL",48987
"cty12071","Lee County, FL",48961
"cty28043","Grenada County, MS",48941
"cty13049","Charlton County, GA",48938
"cty12113","Santa Rosa County, FL",48935
"cty41015","Curry County, OR",48916
"cty01089","Madison County, AL",48916
"cty35023","Hidalgo County, NM",48912
"cty21103","Henry County, KY",48912
"cty13071","Colquitt County, GA",48912
"cty13175","Laurens County, GA",48892
"cty04027","Yuma County, AZ",48868
"cty28033","DeSoto County, MS",48861
"cty37119","Mecklenburg County, NC",48857
"cty12079","Madison County, FL",48848
"cty37027","Caldwell County, NC",48841
"cty13297","Walton County, GA",48832
"cty35047","San Miguel County, NM",48828
"cty45049","Hampton County, SC",48827
"cty21195","Pike County, KY",48818
"cty47177","Warren County, TN",48813
"cty47065","Hamilton County, TN",48812
"cty01103","Morgan County, AL",48805
"cty21125","Laurel County, KY",48801
"cty05035","Crittenden County, AR",48794
"cty37045","Cleveland County, NC",48792
"cty12011","Broward County, FL",48780
"cty37049","Craven County, NC",48769
"cty48021","Bastrop County, TX",48767
"cty04023","Santa Cruz County, AZ",48766
"cty13211","Morgan County, GA",48765
"cty45007","Anderson County, SC",48763
"cty21133","Letcher County, KY",48756
"cty35061","Valencia County, NM",48752
"cty01073","Jefferson County, AL",48752
"cty37017","Bladen County, NC",48733
"cty06009","Calaveras County, CA",48733
"cty13059","Clarke County, GA",48731
"cty12091","Okaloosa County, FL",48730
"cty47035","Cumberland County, TN",48728
"cty12073","Leon County, FL",48713
"cty53045","Mason County, WA",48700
"cty47167","Tipton County, TN",48697
"cty37159","Rowan County, NC",48693
"cty37081","Guilford County, NC",48686
"cty51193","Westmoreland County, VA",48682
"cty37057","Davidson County, NC",48678
"cty13075","Cook County, GA",48674
"cty21073","Franklin County, KY",48672
"cty47117","Marshall County, TN",48664
"cty47143","Rhea County, TN",48660
"cty21215","Spencer County, KY",48647
"cty13227","Pickens County, GA",48644
"cty13081","Crisp County, GA",48641
"cty47131","Obion County, TN",48621
"cty35006","Cibola County, NM",48615
"cty13305","Wayne County, GA",48607
"cty37111","McDowell County, NC",48603
"cty21049","Clark County, KY",48597
"cty13293","Upson County, GA",48596
"cty28053","Humphreys County, MS",48591
"cty05119","Pulaski County, AR",48583
"cty12057","Hillsborough County, FL",48580
"cty13251","Screven County, GA",48579
"cty45043","Georgetown County, SC",48577
"cty41051","Multnomah County, OR",48573
"cty47107","McMinn County, TN",48573
"cty54075","Pocahontas County, WV",48569
"cty06069","San Benito County, CA",48567
"cty53069","Wahkiakum County, WA",48561
"cty13105","Elbert County, GA",48555
"cty35013","Do±íáüna County, NM",48553
"cty13247","Rockdale County, GA",48537
"cty01101","Montgomery County, AL",48536
"cty47019","Carter County, TN",48536
"cty41031","Jefferson County, OR",48535
"cty01019","Cherokee County, AL",48534
"cty35019","Guadalupe County, NM",48533
"cty13285","Troup County, GA",48527
"cty45041","Florence County, SC",48525
"cty37185","Warren County, NC",48523
"cty05049","Fulton County, AR",48523
"cty13153","Houston County, GA",48522
"cty37091","Hertford County, NC",48521
"cty51053","Dinwiddie County, VA",48521
"cty28081","Lee County, MS",48516
"cty47149","Rutherford County, TN",48500
"cty47049","Fentress County, TN",48499
"cty45011","Barnwell County, SC",48493
"cty37021","Buncombe County, NC",48489
"cty28003","Alcorn County, MS",48489
"cty13037","Calhoun County, GA",48488
"cty12133","Washington County, FL",48487
"cty37097","Iredell County, NC",48486
"cty28049","Hinds County, MS",48485
"cty12099","Palm Beach County, FL",48470
"cty32019","Lyon County, NV",48460
"cty35051","Sierra County, NM",48434
"cty51191","Washington County, VA",48420
"cty45009","Bamberg County, SC",48417
"cty13221","Oglethorpe County, GA",48406
"cty37067","Forsyth County, NC",48403
"cty13261","Sumter County, GA",48397
"cty12015","Charlotte County, FL",48378
"cty13047","Catoosa County, GA",48369
"cty06033","Lake County, CA",48364
"cty47011","Bradley County, TN",48354
"cty51181","Surry County, VA",48347
"cty05117","Prairie County, AR",48338
"cty37025","Cabarrus County, NC",48333
"cty21207","Russell County, KY",48329
"cty21043","Carter County, KY",48319
"cty13197","Marion County, GA",48318
"cty47025","Claiborne County, TN",48298
"cty37085","Harnett County, NC",48281
"cty18155","Switzerland County, IN",48277
"cty41041","Lincoln County, OR",48268
"cty48129","Donley County, TX",48264
"cty12005","Bay County, FL",48261
"cty45003","Aiken County, SC",48261
"cty47125","Montgomery County, TN",48252
"cty21211","Shelby County, KY",48249
"cty28059","Jackson County, MS",48237
"cty21121","Knox County, KY",48237
"cty47059","Greene County, TN",48227
"cty21113","Jessamine County, KY",48226
"cty21001","Adair County, KY",48219
"cty54045","Logan County, WV",48206
"cty18009","Blackford County, IN",48204
"cty18025","Crawford County, IN",48202
"cty47057","Grainger County, TN",48200
"cty12103","Pinellas County, FL",48196
"cty48099","Coryell County, TX",48176
"cty37053","Currituck County, NC",48174
"cty47003","Bedford County, TN",48168
"cty29155","Pemiscot County, MO",48135
"cty01037","Coosa County, AL",48120
"cty21109","Jackson County, KY",48120
"cty05015","Carroll County, AR",48118
"cty37009","Ashe County, NC",48111
"cty18053","Grant County, IN",48089
"cty22065","Madison Parish, LA",48074
"cty12105","Polk County, FL",48071
"cty13201","Miller County, GA",48046
"cty23023","Sagadahoc County, ME",48041
"cty15001","Hawaii County, HI",48035
"cty18143","Scott County, IN",48023
"cty28133","Sunflower County, MS",48002
"cty72073","Jayuya Municipio, PR",47989
"cty06071","San Bernardino County, CA",47984
"cty13189","McDuffie County, GA",47962
"cty37175","Transylvania County, NC",47942
"cty72099","Moca Municipio, PR",47938
"cty37133","Onslow County, NC",47928
"cty13121","Fulton County, GA",47918
"cty47179","Washington County, TN",47905
"cty13267","Tattnall County, GA",47902
"cty08031","Denver County, CO",47880
"cty13161","Jeff Davis County, GA",47866
"cty47041","DeKalb County, TN",47865
"cty47119","Maury County, TN",47847
"cty13115","Floyd County, GA",47833
"cty37129","New Hanover County, NC",47814
"cty47063","Hamblen County, TN",47806
"cty26079","Kalkaska County, MI",47801
"cty47021","Cheatham County, TN",47793
"cty13173","Lanier County, GA",47792
"cty29169","Pulaski County, MO",47782
"cty47151","Scott County, TN",47781
"cty29221","Washington County, MO",47781
"cty04019","Pima County, AZ",47777
"cty05149","Yell County, AR",47770
"cty13155","Irwin County, GA",47767
"cty04015","Mohave County, AZ",47759
"cty13027","Brooks County, GA",47741
"cty47073","Hawkins County, TN",47732
"cty51007","Amelia County, VA",47730
"cty45019","Charleston County, SC",47726
"cty08027","Custer County, CO",47722
"cty13013","Barrow County, GA",47712
"cty45057","Lancaster County, SC",47698
"cty28151","Washington County, MS",47691
"cty45031","Darlington County, SC",47660
"cty13249","Schley County, GA",47656
"cty40023","Choctaw County, OK",47651
"cty12061","Indian River County, FL",47649
"cty24039","Somerset County, MD",47633
"cty45051","Horry County, SC",47629
"cty13145","Harris County, GA",47619
"cty37003","Alexander County, NC",47610
"cty47081","Hickman County, TN",47603
"cty13039","Camden County, GA",47603
"cty12083","Marion County, FL",47600
"cty05127","Scott County, AR",47596
"cty12081","Manatee County, FL",47593
"cty21143","Lyon County, KY",47591
"cty47175","Van Buren County, TN",47590
"cty46137","Ziebach County, SD",47589
"cty01047","Dallas County, AL",47587
"cty13303","Washington County, GA",47586
"cty47037","Davidson County, TN",47581
"cty47173","Union County, TN",47579
"cty06045","Mendocino County, CA",47577
"cty51049","Cumberland County, VA",47575
"cty04017","Navajo County, AZ",47574
"cty47101","Lewis County, TN",47559
"cty37023","Burke County, NC",47546
"cty47155","Sevier County, TN",47543
"cty26135","Oscoda County, MI",47541
"cty06003","Alpine County, CA",47541
"cty51650","Hampton city, VA",47526
"cty21045","Casey County, KY",47526
"cty13077","Coweta County, GA",47510
"cty13123","Gilmer County, GA",47501
"cty12065","Jefferson County, FL",47496
"cty54005","Boone County, WV",47490
"cty35049","Santa Fe County, NM",47488
"cty26019","Benzie County, MI",47471
"cty12007","Bradford County, FL",47423
"cty12019","Clay County, FL",47419
"cty12033","Escambia County, FL",47414
"cty18097","Marion County, IN",47411
"cty47145","Roane County, TN",47410
"cty12089","Nassau County, FL",47397
"cty05081","Little River County, AR",47397
"cty47161","Stewart County, TN",47396
"cty23029","Washington County, ME",47393
"cty12093","Okeechobee County, FL",47384
"cty12075","Levy County, FL",47379
"cty13151","Henry County, GA",47375
"cty06065","Riverside County, CA",47374
"cty18095","Madison County, IN",47351
"cty37149","Polk County, NC",47305
"cty12101","Pasco County, FL",47300
"cty35043","Sandoval County, NM",47278
"cty13035","Butts County, GA",47272
"cty21019","Boyd County, KY",47257
"cty12121","Suwannee County, FL",47250
"cty37071","Gaston County, NC",47245
"cty51710","Norfolk city, VA",47243
"cty47181","Wayne County, TN",47239
"cty13085","Dawson County, GA",47232
"cty37077","Granville County, NC",47226
"cty12047","Hamilton County, FL",47223
"cty12055","Highlands County, FL",47222
"cty35017","Grant County, NM",47189
"cty28157","Wilkinson County, MS",47187
"cty29119","McDonald County, MO",47161
"cty51033","Caroline County, VA",47160
"cty13019","Berrien County, GA",47131
"cty37039","Cherokee County, NC",47110
"cty12009","Brevard County, FL",47104
"cty45059","Laurens County, SC",47097
"cty12119","Sumter County, FL",47095
"cty21095","Harlan County, KY",47093
"cty37157","Rockingham County, NC",47089
"cty45029","Colleton County, SC",47076
"cty45033","Dillon County, SC",47069
"cty16025","Camas County, ID",47027
"cty51036","Charles City County, VA",47018
"cty12095","Orange County, FL",47015
"cty21005","Anderson County, KY",47003
"cty37033","Caswell County, NC",46978
"cty13231","Pike County, GA",46973
"cty13157","Jackson County, GA",46954
"cty21065","Estill County, KY",46944
"cty12045","Gulf County, FL",46914
"cty13321","Worth County, GA",46910
"cty37063","Durham County, NC",46900
"cty45079","Richland County, SC",46893
"cty12017","Citrus County, FL",46892
"cty13301","Warren County, GA",46870
"cty12127","Volusia County, FL",46861
"cty45061","Lee County, SC",46856
"cty22071","Orleans Parish, LA",46855
"cty13009","Baldwin County, GA",46855
"cty47105","Loudon County, TN",46833
"cty05069","Jefferson County, AR",46827
"cty45015","Berkeley County, SC",46784
"cty12023","Columbia County, FL",46783
"cty13111","Fannin County, GA",46774
"cty13015","Bartow County, GA",46768
"cty37187","Washington County, NC",46765
"cty13223","Paulding County, GA",46758
"cty13093","Dooly County, GA",46726
"cty47061","Grundy County, TN",46705
"cty13125","Glascock County, GA",46685
"cty37069","Franklin County, NC",46681
"cty21051","Clay County, KY",46640
"cty21119","Knott County, KY",46627
"cty20209","Wyandotte County, KS",46624
"cty13165","Jenkins County, GA",46620
"cty13097","Douglas County, GA",46618
"cty12027","DeSoto County, FL",46606
"cty37055","Dare County, NC",46600
"cty12069","Lake County, FL",46595
"cty17153","Pulaski County, IL",46587
"cty12087","Monroe County, FL",46556
"cty40001","Adair County, OK",46555
"cty28025","Clay County, MS",46534
"cty37073","Gates County, NC",46532
"cty12041","Gilchrist County, FL",46503
"cty16015","Boise County, ID",46467
"cty13295","Walker County, GA",46460
"cty12131","Walton County, FL",46453
"cty12035","Flagler County, FL",46444
"cty13207","Monroe County, GA",46439
"cty45047","Greenwood County, SC",46366
"cty37161","Rutherford County, NC",46351
"cty45021","Cherokee County, SC",46321
"cty47095","Lake County, TN",46305
"cty51590","Danville city, VA",46288
"cty18067","Howard County, IN",46272
"cty12031","Duval County, FL",46231
"cty47157","Shelby County, TN",46228
"cty47013","Campbell County, TN",46220
"cty29035","Carter County, MO",46213
"cty08053","Hinsdale County, CO",46197
"cty21081","Grant County, KY",46188
"cty72005","Aguadilla Municipio, PR",46187
"cty45075","Orangeburg County, SC",46175
"cty13055","Chattooga County, GA",46169
"cty51770","Roanoke city, VA",46155
"cty13233","Polk County, GA",46144
"cty05135","Sharp County, AR",46140
"cty01017","Chambers County, AL",46106
"cty01011","Bullock County, AL",46087
"cty08049","Grand County, CO",46079
"cty21077","Gallatin County, KY",46075
"cty47067","Hancock County, TN",46051
"cty47047","Fayette County, TN",46024
"cty21209","Scott County, KY",46023
"cty13241","Rabun County, GA",46022
"cty47075","Haywood County, TN",46021
"cty12129","Wakulla County, FL",46001
"cty13171","Lamar County, GA",45976
"cty13215","Muscogee County, GA",45954
"cty13255","Spalding County, GA",45944
"cty13051","Chatham County, GA",45923
"cty04012","La Paz County, AZ",45895
"cty13149","Heard County, GA",45851
"cty29510","St. Louis city, MO",45843
"cty45067","Marion County, SC",45835
"cty47069","Hardeman County, TN",45741
"cty47029","Cocke County, TN",45734
"cty54109","Wyoming County, WV",45724
"cty24033","Prince George's County, MD",45702
"cty21203","Rockcastle County, KY",45674
"cty51670","Hopewell city, VA",45661
"cty37047","Columbus County, NC",45660
"cty48155","Foard County, TX",45626
"cty29197","Schuyler County, MO",45603
"cty18041","Fayette County, IN",45598
"cty05097","Montgomery County, AR",45595
"cty13021","Bibb County, GA",45574
"cty13213","Murray County, GA",45559
"cty04021","Pinal County, AZ",45543
"cty12053","Hernando County, FL",45476
"cty48315","Marion County, TX",45413
"cty01085","Lowndes County, AL",45379
"cty12123","Taylor County, FL",45366
"cty35057","Torrance County, NM",45364
"cty45037","Edgefield County, SC",45345
"cty12051","Hendry County, FL",45310
"cty13199","Meriwether County, GA",45299
"cty12097","Osceola County, FL",45287
"cty32003","Clark County, NV",45276
"cty13225","Peach County, GA",45255
"cty51690","Martinsville city, VA",45236
"cty13187","Lumpkin County, GA",45207
"cty26163","Wayne County, MI",45161
"cty37051","Cumberland County, NC",45141
"cty16003","Adams County, ID",45139
"cty26049","Genesee County, MI",45134
"cty21139","Livingston County, KY",45122
"cty12111","St. Lucie County, FL",45110
"cty12029","Dixie County, FL",45074
"cty45023","Chester County, SC",45057
"cty31091","Hooker County, NE",45021
"cty21017","Bourbon County, KY",45013
"cty31113","Logan County, NE",44983
"cty13159","Jasper County, GA",44932
"cty45087","Union County, SC",44913
"cty05123","St. Francis County, AR",44901
"cty51740","Portsmouth city, VA",44892
"cty72027","Camuy Municipio, PR",44844
"cty28009","Benton County, MS",44842
"cty21193","Perry County, KY",44822
"cty13007","Baker County, GA",44787
"cty13127","Glynn County, GA",44779
"cty13253","Seminole County, GA",44773
"cty06015","Del Norte County, CA",44725
"cty18013","Brown County, IN",44725
"cty45065","McCormick County, SC",44700
"cty45039","Fairfield County, SC",44677
"cty13193","Macon County, GA",44650
"cty47091","Johnson County, TN",44577
"cty13259","Stewart County, GA",44568
"cty54047","McDowell County, WV",44544
"cty37075","Graham County, NC",44543
"cty46041","Dewey County, SD",44507
"cty02020","Anchorage Municipality, AK",44466
"cty45069","Marlboro County, SC",44461
"cty32029","Storey County, NV",44421
"cty48385","Real County, TX",44407
"cty05107","Phillips County, AR",44405
"cty13169","Jones County, GA",44384
"cty21079","Garrard County, KY",44359
"cty13263","Talbot County, GA",44325
"cty12107","Putnam County, FL",44272
"cty17003","Alexander County, IL",44260
"cty37141","Pender County, NC",44209
"cty02110","Juneau City and Borough, AK",44183
"cty36005","Bronx County, NY",44167
"cty13217","Newton County, GA",44153
"cty02122","Kenai Peninsula Borough, AK",44144
"cty26039","Crawford County, MI",44137
"cty28093","Marshall County, MS",44080
"cty11001","District of Columbia, DC",44076
"cty13179","Liberty County, GA",44065
"cty13183","Long County, GA",44063
"cty51760","Richmond city, VA",44004
"cty02090","Fairbanks North Star Borough, AK",43854
