"cty","Name","College_Graduation_Rate_rP_gP_p75"
"cty18117","Orange County, IN",0.4052
"cty28019","Choctaw County, MS",0.4052
"cty55101","Racine County, WI",0.4051
"cty29091","Howell County, MO",0.4051
"cty37049","Craven County, NC",0.405
"cty31025","Cass County, NE",0.405
"cty27049","Goodhue County, MN",0.4049
"cty13017","Ben Hill County, GA",0.4048
"cty26139","Ottawa County, MI",0.4047
"cty29105","Laclede County, MO",0.4046
"cty06103","Tehama County, CA",0.4042
"cty17033","Crawford County, IL",0.4042
"cty18137","Ripley County, IN",0.4042
"cty17101","Lawrence County, IL",0.4042
"cty40071","Kay County, OK",0.4038
"cty13225","Peach County, GA",0.4037
"cty29093","Iron County, MO",0.4037
"cty48225","Houston County, TX",0.4036
"cty27145","Stearns County, MN",0.4035
"cty48065","Carson County, TX",0.4035
"cty48217","Hill County, TX",0.4033
"cty08071","Las Animas County, CO",0.4031
"cty51149","Prince George County, VA",0.4031
"cty16013","Blaine County, ID",0.403
"cty27131","Rice County, MN",0.403
"cty18051","Gibson County, IN",0.403
"cty55005","Barron County, WI",0.403
"cty18017","Cass County, IN",0.403
"cty12071","Lee County, FL",0.4029
"cty12063","Jackson County, FL",0.4028
"cty27087","Mahnomen County, MN",0.4027
"cty51061","Fauquier County, VA",0.4027
"cty54037","Jefferson County, WV",0.4026
"cty55051","Iron County, WI",0.4026
"cty21097","Harrison County, KY",0.4026
"cty37151","Randolph County, NC",0.4022
"cty22045","Iberia Parish, LA",0.4022
"cty18075","Jay County, IN",0.4021
"cty45003","Aiken County, SC",0.4021
"cty04019","Pima County, AZ",0.4019
"cty48147","Fannin County, TX",0.4019
"cty04025","Yavapai County, AZ",0.4019
"cty37109","Lincoln County, NC",0.4019
"cty47097","Lauderdale County, TN",0.4019
"cty18069","Huntington County, IN",0.4019
"cty41023","Grant County, OR",0.4019
"cty37101","Johnston County, NC",0.4018
"cty21215","Spencer County, KY",0.4018
"cty26045","Eaton County, MI",0.4016
"cty19179","Wapello County, IA",0.4016
"cty29213","Taney County, MO",0.4016
"cty31139","Pierce County, NE",0.4016
"cty48031","Blanco County, TX",0.4015
"cty42061","Huntingdon County, PA",0.4015
"cty40141","Tillman County, OK",0.4014
"cty17075","Iroquois County, IL",0.4013
"cty21065","Estill County, KY",0.4013
"cty39077","Huron County, OH",0.4012
"cty48231","Hunt County, TX",0.4012
"cty24037","St. Mary's County, MD",0.4011
"cty21061","Edmonson County, KY",0.4011
"cty16007","Bear Lake County, ID",0.4011
"cty30089","Sanders County, MT",0.401
"cty51015","Augusta County, VA",0.401
"cty26093","Livingston County, MI",0.4007
"cty24035","Queen Anne's County, MD",0.4006
"cty47129","Morgan County, TN",0.4005
"cty26097","Mackinac County, MI",0.4003
"cty20191","Sumner County, KS",0.4003
"cty26075","Jackson County, MI",0.4003
"cty17153","Pulaski County, IL",0.4003
"cty51069","Frederick County, VA",0.4001
"cty06061","Placer County, CA",0.4
"cty27135","Roseau County, MN",0.3999
"cty26051","Gladwin County, MI",0.3998
"cty16041","Franklin County, ID",0.3997
"cty26019","Benzie County, MI",0.3996
"cty29043","Christian County, MO",0.3995
"cty21025","Breathitt County, KY",0.3995
"cty55049","Iowa County, WI",0.3995
"cty17091","Kankakee County, IL",0.3994
"cty13119","Franklin County, GA",0.3993
"cty47149","Rutherford County, TN",0.3992
"cty51113","Madison County, VA",0.3992
"cty21143","Lyon County, KY",0.3992
"cty24043","Washington County, MD",0.3991
"cty18053","Grant County, IN",0.3991
"cty29145","Newton County, MO",0.399
"cty26073","Isabella County, MI",0.399
"cty37197","Yadkin County, NC",0.3989
"cty56021","Laramie County, WY",0.3988
"cty48469","Victoria County, TX",0.3988
"cty22069","Natchitoches Parish, LA",0.3987
"cty27093","Meeker County, MN",0.3987
"cty18045","Fountain County, IN",0.3987
"cty12101","Pasco County, FL",0.3985
"cty48135","Ector County, TX",0.3985
"cty04011","Greenlee County, AZ",0.3984
"cty13139","Hall County, GA",0.3983
"cty55059","Kenosha County, WI",0.3982
"cty39105","Meigs County, OH",0.3982
"cty56045","Weston County, WY",0.3982
"cty39159","Union County, OH",0.3982
"cty39025","Clermont County, OH",0.3982
"cty12097","Osceola County, FL",0.398
"cty06007","Butte County, CA",0.3979
"cty24039","Somerset County, MD",0.3979
"cty17191","Wayne County, IL",0.3979
"cty08083","Montezuma County, CO",0.3978
"cty13107","Emanuel County, GA",0.3978
"cty48313","Madison County, TX",0.3977
"cty01071","Jackson County, AL",0.3975
"cty37171","Surry County, NC",0.3975
"cty31111","Lincoln County, NE",0.3974
"cty48459","Upshur County, TX",0.3972
"cty13117","Forsyth County, GA",0.3971
"cty34011","Cumberland County, NJ",0.397
"cty48391","Refugio County, TX",0.397
"cty18103","Miami County, IN",0.3969
"cty21179","Nelson County, KY",0.3968
"cty51043","Clarke County, VA",0.3967
"cty19129","Mills County, IA",0.3965
"cty22047","Iberville Parish, LA",0.3963
"cty06093","Siskiyou County, CA",0.3962
"cty29047","Clay County, MO",0.396
"cty08105","Rio Grande County, CO",0.396
"cty29141","Morgan County, MO",0.3959
"cty37023","Burke County, NC",0.3958
"cty47147","Robertson County, TN",0.3955
"cty35007","Colfax County, NM",0.3955
"cty12131","Walton County, FL",0.3952
"cty13127","Glynn County, GA",0.3951
"cty29223","Wayne County, MO",0.395
"cty17155","Putnam County, IL",0.3949
"cty39069","Henry County, OH",0.3949
"cty22019","Calcasieu Parish, LA",0.3948
"cty18133","Putnam County, IN",0.3948
"cty45071","Newberry County, SC",0.3948
"cty40133","Seminole County, OK",0.3946
"cty29125","Maries County, MO",0.3944
"cty55011","Buffalo County, WI",0.3943
"cty08011","Bent County, CO",0.3942
"cty06043","Mariposa County, CA",0.3942
"cty12089","Nassau County, FL",0.3941
"cty06089","Shasta County, CA",0.394
"cty31093","Howard County, NE",0.3939
"cty26017","Bay County, MI",0.3939
"cty41047","Marion County, OR",0.3937
"cty20049","Elk County, KS",0.3937
"cty26003","Alger County, MI",0.3937
"cty27051","Grant County, MN",0.3936
"cty39129","Pickaway County, OH",0.3935
"cty12031","Duval County, FL",0.3933
"cty51099","King George County, VA",0.3933
"cty05125","Saline County, AR",0.3932
"cty54031","Hardy County, WV",0.3932
"cty13317","Wilkes County, GA",0.3928
"cty13097","Douglas County, GA",0.3927
"cty29073","Gasconade County, MO",0.3926
"cty22119","Webster Parish, LA",0.3923
"cty26063","Huron County, MI",0.392
"cty13177","Lee County, GA",0.392
"cty18169","Wabash County, IN",0.3919
"cty55139","Winnebago County, WI",0.3918
"cty24015","Cecil County, MD",0.3918
"cty06067","Sacramento County, CA",0.3917
"cty48213","Henderson County, TX",0.3916
"cty02195","Petersburg Borough, AK",0.3916
"cty48227","Howard County, TX",0.3916
"cty48053","Burnet County, TX",0.3915
"cty26121","Muskegon County, MI",0.3914
"cty21087","Green County, KY",0.3914
"cty28039","George County, MS",0.3914
"cty26099","Macomb County, MI",0.3912
"cty19171","Tama County, IA",0.3912
"cty12081","Manatee County, FL",0.3911
"cty12125","Union County, FL",0.3911
"cty13151","Henry County, GA",0.3911
"cty48365","Panola County, TX",0.3911
"cty37045","Cleveland County, NC",0.391
"cty51177","Spotsylvania County, VA",0.391
"cty17105","Livingston County, IL",0.3909
"cty48205","Hartley County, TX",0.3908
"cty47029","Cocke County, TN",0.3907
"cty13257","Stephens County, GA",0.3905
"cty05065","Izard County, AR",0.3904
"cty48003","Andrews County, TX",0.3901
"cty56031","Platte County, WY",0.3899
"cty22125","West Feliciana Parish, LA",0.3899
"cty01103","Morgan County, AL",0.3897
"cty55123","Vernon County, WI",0.3897
"cty16031","Cassia County, ID",0.3896
"cty27017","Carlton County, MN",0.3894
"cty53073","Whatcom County, WA",0.3894
"cty38091","Steele County, ND",0.3894
"cty40001","Adair County, OK",0.3893
"cty40077","Latimer County, OK",0.3893
"cty18151","Steuben County, IN",0.3893
"cty05025","Cleveland County, AR",0.3892
"cty22111","Union Parish, LA",0.389
"cty50011","Franklin County, VT",0.3889
"cty40097","Mayes County, OK",0.3889
"cty22029","Concordia Parish, LA",0.3889
"cty17011","Bureau County, IL",0.3889
"cty01029","Cleburne County, AL",0.3888
"cty56025","Natrona County, WY",0.3887
"cty26025","Calhoun County, MI",0.3887
"cty21167","Mercer County, KY",0.3887
"cty53005","Benton County, WA",0.3886
"cty26137","Otsego County, MI",0.3882
"cty49041","Sevier County, UT",0.3881
"cty55081","Monroe County, WI",0.3879
"cty16073","Owyhee County, ID",0.3879
"cty29081","Harrison County, MO",0.3879
"cty49015","Emery County, UT",0.3878
"cty47073","Hawkins County, TN",0.3878
"cty39021","Champaign County, OH",0.3877
"cty05067","Jackson County, AR",0.3876
"cty48367","Parker County, TX",0.3875
"cty45087","Union County, SC",0.3875
"cty28091","Marion County, MS",0.3875
"cty41045","Malheur County, OR",0.3874
"cty36097","Schuyler County, NY",0.3871
"cty08119","Teller County, CO",0.387
"cty12017","Citrus County, FL",0.3869
"cty49007","Carbon County, UT",0.3867
"cty29187","St. Francois County, MO",0.3867
"cty49053","Washington County, UT",0.3866
"cty06017","El Dorado County, CA",0.3863
"cty18159","Tipton County, IN",0.3862
"cty18153","Sullivan County, IN",0.3861
"cty55105","Rock County, WI",0.3858
"cty06053","Monterey County, CA",0.3858
"cty05033","Crawford County, AR",0.3857
"cty48167","Galveston County, TX",0.3857
"cty56009","Converse County, WY",0.3857
"cty17007","Boone County, IL",0.3855
"cty29149","Oregon County, MO",0.3855
"cty37053","Currituck County, NC",0.3854
"cty53065","Stevens County, WA",0.3852
"cty18007","Benton County, IN",0.3851
"cty48467","Van Zandt County, TX",0.385
"cty22005","Ascension Parish, LA",0.3849
"cty50013","Grand Isle County, VT",0.3848
"cty01115","St. Clair County, AL",0.3848
"cty55047","Green Lake County, WI",0.3847
"cty55015","Calumet County, WI",0.3846
"cty18149","Starke County, IN",0.3846
"cty26007","Alpena County, MI",0.3846
"cty48497","Wise County, TX",0.3845
"cty26163","Wayne County, MI",0.3845
"cty27097","Morrison County, MN",0.3845
"cty45091","York County, SC",0.3843
"cty16045","Gem County, ID",0.3842
"cty55093","Pierce County, WI",0.384
"cty05047","Franklin County, AR",0.384
"cty31165","Sioux County, NE",0.3839
"cty55109","St. Croix County, WI",0.3836
"cty51137","Orange County, VA",0.3835
"cty13309","Wheeler County, GA",0.3835
"cty08029","Delta County, CO",0.3835
"cty29123","Madison County, MO",0.3833
"cty48321","Matagorda County, TX",0.3832
"cty29071","Franklin County, MO",0.3832
"cty18181","White County, IN",0.3832
"cty48279","Lamb County, TX",0.3832
"cty48099","Coryell County, TX",0.383
"cty37071","Gaston County, NC",0.3829
"cty18099","Marshall County, IN",0.3829
"cty24011","Caroline County, MD",0.3826
"cty12007","Bradford County, FL",0.3826
"cty39071","Highland County, OH",0.3826
"cty12105","Polk County, FL",0.3825
"cty19095","Iowa County, IA",0.3825
"cty21193","Perry County, KY",0.3825
"cty18061","Harrison County, IN",0.3824
"cty51683","Manassas city, VA",0.3824
"cty13295","Walker County, GA",0.3824
"cty12023","Columbia County, FL",0.3823
"cty49011","Davis County, UT",0.3821
"cty48039","Brazoria County, TX",0.3821
"cty37161","Rutherford County, NC",0.3821
"cty22099","St. Martin Parish, LA",0.3821
"cty18023","Clinton County, IN",0.382
"cty29037","Cass County, MO",0.3818
"cty22053","Jefferson Davis Parish, LA",0.3818
"cty48307","McCulloch County, TX",0.3818
"cty37085","Harnett County, NC",0.3817
"cty54043","Lincoln County, WV",0.3817
"cty18019","Clark County, IN",0.3817
"cty47099","Lawrence County, TN",0.3817
"cty21211","Shelby County, KY",0.3816
"cty06025","Imperial County, CA",0.3815
"cty02110","Juneau City and Borough, AK",0.3815
"cty32005","Douglas County, NV",0.3814
"cty29219","Warren County, MO",0.3814
"cty17063","Grundy County, IL",0.3814
"cty21219","Todd County, KY",0.3813
"cty53029","Island County, WA",0.3811
"cty26057","Gratiot County, MI",0.3811
"cty48341","Moore County, TX",0.3809
"cty04013","Maricopa County, AZ",0.3808
"cty45061","Lee County, SC",0.3808
"cty16005","Bannock County, ID",0.3807
"cty19195","Worth County, IA",0.3807
"cty05007","Benton County, AR",0.3805
"cty20025","Clark County, KS",0.3803
"cty47053","Gibson County, TN",0.3801
"cty05015","Carroll County, AR",0.3801
"cty20031","Coffey County, KS",0.38
"cty47067","Hancock County, TN",0.38
"cty08115","Sedgwick County, CO",0.38
"cty17087","Johnson County, IL",0.3798
"cty48131","Duval County, TX",0.3796
"cty18071","Jackson County, IN",0.3793
"cty26145","Saginaw County, MI",0.379
"cty27023","Chippewa County, MN",0.379
"cty12129","Wakulla County, FL",0.3789
"cty47159","Smith County, TN",0.3789
"cty13263","Talbot County, GA",0.3787
"cty18029","Dearborn County, IN",0.3787
"cty51127","New Kent County, VA",0.3787
"cty32510","Carson City, NV",0.3785
"cty42099","Perry County, PA",0.3785
"cty55027","Dodge County, WI",0.3784
"cty13039","Camden County, GA",0.3784
"cty40087","McClain County, OK",0.3783
"cty51109","Louisa County, VA",0.3782
"cty13217","Newton County, GA",0.3782
"cty26049","Genesee County, MI",0.3781
"cty47171","Unicoi County, TN",0.3781
"cty28111","Perry County, MS",0.3781
"cty55067","Langlade County, WI",0.3781
"cty48185","Grimes County, TX",0.3778
"cty26133","Osceola County, MI",0.3777
"cty13095","Dougherty County, GA",0.3776
"cty21007","Ballard County, KY",0.3776
"cty51033","Caroline County, VA",0.3775
"cty17175","Stark County, IL",0.3775
"cty21107","Hopkins County, KY",0.3773
"cty20053","Ellsworth County, KS",0.3768
"cty21027","Breckinridge County, KY",0.3767
"cty17081","Jefferson County, IL",0.3767
"cty12083","Marion County, FL",0.3765
"cty51595","Emporia city, VA",0.3765
"cty13129","Gordon County, GA",0.3765
"cty37145","Person County, NC",0.3765
"cty16059","Lemhi County, ID",0.3764
"cty01067","Henry County, AL",0.3764
"cty48071","Chambers County, TX",0.3763
"cty13255","Spalding County, GA",0.3761
"cty12019","Clay County, FL",0.376
"cty45023","Chester County, SC",0.376
"cty49035","Salt Lake County, UT",0.3758
"cty45055","Kershaw County, SC",0.3757
"cty20087","Jefferson County, KS",0.3757
"cty13161","Jeff Davis County, GA",0.3756
"cty26027","Cass County, MI",0.3756
"cty21127","Lawrence County, KY",0.3756
"cty39031","Coshocton County, OH",0.3753
"cty18065","Henry County, IN",0.3753
"cty04007","Gila County, AZ",0.3752
"cty48351","Newton County, TX",0.3752
"cty05079","Lincoln County, AR",0.3751
"cty13169","Jones County, GA",0.3748
"cty13145","Harris County, GA",0.3748
"cty53021","Franklin County, WA",0.3747
"cty54105","Wirt County, WV",0.3747
"cty21019","Boyd County, KY",0.3747
"cty18111","Newton County, IN",0.3746
"cty51011","Appomattox County, VA",0.3745
"cty39117","Morrow County, OH",0.3741
"cty20205","Wilson County, KS",0.3739
"cty22109","Terrebonne Parish, LA",0.3738
"cty49049","Utah County, UT",0.3738
"cty39039","Defiance County, OH",0.3737
"cty37077","Granville County, NC",0.3736
"cty13297","Walton County, GA",0.3735
"cty55023","Crawford County, WI",0.3734
"cty48055","Caldwell County, TX",0.3731
"cty20121","Miami County, KS",0.3731
"cty51145","Powhatan County, VA",0.3731
"cty55119","Taylor County, WI",0.3731
"cty53053","Pierce County, WA",0.3729
"cty06107","Tulare County, CA",0.3728
"cty18161","Union County, IN",0.3728
"cty16027","Canyon County, ID",0.3727
"cty37179","Union County, NC",0.3727
"cty16043","Fremont County, ID",0.3726
"cty21095","Harlan County, KY",0.3725
"cty51685","Manassas Park city, VA",0.3725
"cty45039","Fairfield County, SC",0.3725
"cty13011","Banks County, GA",0.3722
"cty17039","De Witt County, IL",0.3722
"cty48129","Donley County, TX",0.3718
"cty15009","Maui County, HI",0.3717
"cty53019","Ferry County, WA",0.3715
"cty45057","Lancaster County, SC",0.3715
"cty46023","Charles Mix County, SD",0.3713
"cty45015","Berkeley County, SC",0.3713
"cty13313","Whitfield County, GA",0.3712
"cty04003","Cochise County, AZ",0.3709
"cty32029","Storey County, NV",0.3709
"cty02090","Fairbanks North Star Borough, AK",0.3706
"cty55003","Ashland County, WI",0.3703
"cty37103","Jones County, NC",0.3703
"cty02020","Anchorage Municipality, AK",0.37
"cty16071","Oneida County, ID",0.3698
"cty18177","Wayne County, IN",0.3693
"cty30005","Blaine County, MT",0.369
"cty48139","Ellis County, TX",0.3689
"cty27035","Crow Wing County, MN",0.3689
"cty21149","McLean County, KY",0.3689
"cty40079","Le Flore County, OK",0.3687
"cty21017","Bourbon County, KY",0.3687
"cty40127","Pushmataha County, OK",0.3684
"cty46111","Sanborn County, SD",0.3683
"cty13007","Baker County, GA",0.3682
"cty16047","Gooding County, ID",0.3681
"cty27141","Sherburne County, MN",0.368
"cty26035","Clare County, MI",0.368
"cty45029","Colleton County, SC",0.368
"cty32033","White Pine County, NV",0.3677
"cty13301","Warren County, GA",0.3677
"cty18085","Kosciusko County, IN",0.3675
"cty29013","Bates County, MO",0.3674
"cty37095","Hyde County, NC",0.3674
"cty48145","Falls County, TX",0.3673
"cty17141","Ogle County, IL",0.3673
"cty22043","Grant Parish, LA",0.3671
"cty12119","Sumter County, FL",0.3668
"cty48281","Lampasas County, TX",0.3668
"cty51187","Warren County, VA",0.3668
"cty39097","Madison County, OH",0.3665
"cty47177","Warren County, TN",0.3661
"cty40085","Love County, OK",0.366
"cty48081","Coke County, TX",0.366
"cty39125","Paulding County, OH",0.3659
"cty28153","Wayne County, MS",0.3658
"cty13091","Dodge County, GA",0.3658
"cty19023","Butler County, IA",0.3658
"cty35043","Sandoval County, NM",0.3656
"cty53035","Kitsap County, WA",0.3656
"cty01083","Limestone County, AL",0.3655
"cty39015","Brown County, OH",0.3654
"cty22093","St. James Parish, LA",0.3654
"cty51065","Fluvanna County, VA",0.3654
"cty18047","Franklin County, IN",0.3653
"cty53003","Asotin County, WA",0.3652
"cty48375","Potter County, TX",0.3646
"cty26143","Roscommon County, MI",0.3645
"cty01041","Crenshaw County, AL",0.3645
"cty06095","Solano County, CA",0.3644
"cty20147","Phillips County, KS",0.3641
"cty21101","Henderson County, KY",0.3641
"cty27029","Clearwater County, MN",0.364
"cty27003","Anoka County, MN",0.3636
"cty47003","Bedford County, TN",0.3635
"cty41009","Columbia County, OR",0.3631
"cty13171","Lamar County, GA",0.3631
"cty53061","Snohomish County, WA",0.3629
"cty18079","Jennings County, IN",0.3628
"cty06005","Amador County, CA",0.3627
"cty46115","Spink County, SD",0.3626
"cty06029","Kern County, CA",0.3625
"cty26155","Shiawassee County, MI",0.3624
"cty28139","Tippah County, MS",0.3624
"cty55095","Polk County, WI",0.3623
"cty55021","Columbia County, WI",0.3623
"cty18125","Pike County, IN",0.3622
"cty32031","Washoe County, NV",0.3619
"cty12053","Hernando County, FL",0.3618
"cty47083","Houston County, TN",0.3618
"cty35045","San Juan County, NM",0.3617
"cty47101","Lewis County, TN",0.3616
"cty13015","Bartow County, GA",0.3614
"cty51133","Northumberland County, VA",0.3614
"cty13207","Monroe County, GA",0.3612
"cty30009","Carbon County, MT",0.3611
"cty37159","Rowan County, NC",0.3609
"cty47005","Benton County, TN",0.3607
"cty12069","Lake County, FL",0.3602
"cty48211","Hemphill County, TX",0.3601
"cty40113","Osage County, OK",0.36
"cty55135","Waupaca County, WI",0.3599
"cty27009","Benton County, MN",0.3597
"cty24017","Charles County, MD",0.3595
"cty48191","Hall County, TX",0.3592
"cty06021","Glenn County, CA",0.3591
"cty41057","Tillamook County, OR",0.3591
"cty12041","Gilchrist County, FL",0.359
"cty41041","Lincoln County, OR",0.3588
"cty28033","DeSoto County, MS",0.3588
"cty42067","Juniata County, PA",0.3588
"cty47091","Johnson County, TN",0.3587
"cty27057","Hubbard County, MN",0.3586
"cty39091","Logan County, OH",0.3586
"cty18183","Whitley County, IN",0.3585
"cty40075","Kiowa County, OK",0.3582
"cty29099","Jefferson County, MO",0.3582
"cty27143","Sibley County, MN",0.3582
"cty01043","Cullman County, AL",0.3581
"cty26147","St. Clair County, MI",0.358
"cty55013","Burnett County, WI",0.3579
"cty37033","Caswell County, NC",0.3579
"cty26157","Tuscola County, MI",0.3577
"cty13077","Coweta County, GA",0.3576
"cty27095","Mille Lacs County, MN",0.3574
"cty13157","Jackson County, GA",0.3574
"cty48035","Bosque County, TX",0.3571
"cty53009","Clallam County, WA",0.3569
"cty16029","Caribou County, ID",0.3568
"cty18095","Madison County, IN",0.3568
"cty20059","Franklin County, KS",0.3566
"cty19137","Montgomery County, IA",0.3565
"cty19001","Adair County, IA",0.3563
"cty20073","Greenwood County, KS",0.3563
"cty26159","Van Buren County, MI",0.356
"cty18033","DeKalb County, IN",0.3559
"cty29029","Camden County, MO",0.3559
"cty13221","Oglethorpe County, GA",0.3557
"cty27001","Aitkin County, MN",0.3556
"cty47161","Stewart County, TN",0.3556
"cty40145","Wagoner County, OK",0.355
"cty06047","Merced County, CA",0.3549
"cty38049","McHenry County, ND",0.3548
"cty21207","Russell County, KY",0.3546
"cty26023","Branch County, MI",0.3546
"cty26127","Oceana County, MI",0.3544
"cty49051","Wasatch County, UT",0.3543
"cty08039","Elbert County, CO",0.3542
"cty54045","Logan County, WV",0.3541
"cty13307","Webster County, GA",0.354
"cty40053","Grant County, OK",0.3539
"cty22063","Livingston Parish, LA",0.3537
"cty21191","Pendleton County, KY",0.3535
"cty20203","Wichita County, KS",0.3535
"cty38063","Nelson County, ND",0.3535
"cty37069","Franklin County, NC",0.3534
"cty12123","Taylor County, FL",0.3533
"cty41071","Yamhill County, OR",0.3532
"cty22127","Winn Parish, LA",0.3531
"cty27171","Wright County, MN",0.3531
"cty06039","Madera County, CA",0.3529
"cty19197","Wright County, IA",0.3529
"cty05091","Miller County, AR",0.3529
"cty26011","Arenac County, MI",0.3528
"cty26141","Presque Isle County, MI",0.3526
"cty21229","Washington County, KY",0.3526
"cty01007","Bibb County, AL",0.3525
"cty13055","Chattooga County, GA",0.3525
"cty56005","Campbell County, WY",0.3523
"cty27025","Chisago County, MN",0.3521
"cty21165","Menifee County, KY",0.3519
"cty41059","Umatilla County, OR",0.3518
"cty13233","Polk County, GA",0.3518
"cty26079","Kalkaska County, MI",0.3518
"cty19121","Madison County, IA",0.3517
"cty01023","Choctaw County, AL",0.3517
"cty13231","Pike County, GA",0.3515
"cty48363","Palo Pinto County, TX",0.3513
"cty18113","Noble County, IN",0.3512
"cty06033","Lake County, CA",0.3511
"cty48361","Orange County, TX",0.3509
"cty21147","McCreary County, KY",0.3508
"cty51047","Culpeper County, VA",0.3508
"cty05105","Perry County, AR",0.3508
"cty47119","Maury County, TN",0.3508
"cty20189","Stevens County, KS",0.3505
"cty04027","Yuma County, AZ",0.3501
"cty39047","Fayette County, OH",0.3501
"cty48199","Hardin County, TX",0.3501
"cty16075","Payette County, ID",0.3499
"cty01129","Washington County, AL",0.3495
"cty48257","Kaufman County, TX",0.3491
"cty48337","Montague County, TX",0.3488
"cty26091","Lenawee County, MI",0.3487
"cty54005","Boone County, WV",0.3486
"cty21231","Wayne County, KY",0.3486
"cty29167","Polk County, MO",0.3485
"cty06099","Stanislaus County, CA",0.3482
"cty26005","Allegan County, MI",0.348
"cty53045","Mason County, WA",0.3477
"cty22037","East Feliciana Parish, LA",0.3477
"cty28025","Clay County, MS",0.3471
"cty06077","San Joaquin County, CA",0.347
"cty06071","San Bernardino County, CA",0.3465
"cty27079","Le Sueur County, MN",0.3465
"cty51143","Pittsylvania County, VA",0.3465
"cty20017","Chase County, KS",0.3465
"cty26087","Lapeer County, MI",0.3462
"cty13013","Barrow County, GA",0.3462
"cty18067","Howard County, IN",0.3462
"cty01019","Cherokee County, AL",0.3457
"cty22031","De Soto Parish, LA",0.3456
"cty53015","Cowlitz County, WA",0.3453
"cty06011","Colusa County, CA",0.3453
"cty47117","Marshall County, TN",0.345
"cty16023","Butte County, ID",0.3449
"cty26151","Sanilac County, MI",0.3449
"cty13237","Putnam County, GA",0.3447
"cty13005","Bacon County, GA",0.3444
"cty48251","Johnson County, TX",0.3443
"cty37097","Iredell County, NC",0.3437
"cty38081","Sargent County, ND",0.3435
"cty21085","Grayson County, KY",0.3435
"cty40131","Rogers County, OK",0.343
"cty31029","Chase County, NE",0.343
"cty27125","Red Lake County, MN",0.343
"cty51139","Page County, VA",0.3429
"cty27059","Isanti County, MN",0.3428
"cty21029","Bullitt County, KY",0.3427
"cty49045","Tooele County, UT",0.3426
"cty53069","Wahkiakum County, WA",0.3426
"cty40111","Okmulgee County, OK",0.3425
"cty47167","Tipton County, TN",0.3423
"cty13047","Catoosa County, GA",0.3423
"cty48011","Armstrong County, TX",0.3421
"cty47021","Cheatham County, TN",0.342
"cty27021","Cass County, MN",0.3419
"cty21163","Meade County, KY",0.3412
"cty21057","Cumberland County, KY",0.3411
"cty12133","Washington County, FL",0.3409
"cty22091","St. Helena Parish, LA",0.3409
"cty01011","Bullock County, AL",0.3407
"cty49003","Box Elder County, UT",0.3406
"cty16063","Lincoln County, ID",0.3406
"cty13123","Gilmer County, GA",0.3406
"cty21103","Henry County, KY",0.3401
"cty48289","Leon County, TX",0.3393
"cty51097","King and Queen County, VA",0.3391
"cty01099","Monroe County, AL",0.3391
"cty29103","Knox County, MO",0.3389
"cty37027","Caldwell County, NC",0.3389
"cty55083","Oconto County, WI",0.3388
"cty29137","Monroe County, MO",0.3388
"cty47013","Campbell County, TN",0.3386
"cty20209","Wyandotte County, KS",0.3383
"cty48291","Liberty County, TX",0.3379
"cty26067","Ionia County, MI",0.3379
"cty53039","Klickitat County, WA",0.3379
"cty12111","St. Lucie County, FL",0.3377
"cty53027","Grays Harbor County, WA",0.3376
"cty06063","Plumas County, CA",0.3376
"cty27071","Koochiching County, MN",0.3375
"cty29131","Miller County, MO",0.3372
"cty18175","Washington County, IN",0.3368
"cty18135","Randolph County, IN",0.3367
"cty31021","Burt County, NE",0.3365
"cty55019","Clark County, WI",0.3365
"cty12093","Okeechobee County, FL",0.3365
"cty29049","Clinton County, MO",0.3364
"cty18171","Warren County, IN",0.3363
"cty06031","Kings County, CA",0.336
"cty21213","Simpson County, KY",0.3359
"cty19117","Lucas County, IA",0.3359
"cty16039","Elmore County, ID",0.3359
"cty41043","Linn County, OR",0.3358
"cty27085","McLeod County, MN",0.3355
"cty48409","San Patricio County, TX",0.3355
"cty21023","Bracken County, KY",0.3354
"cty27153","Todd County, MN",0.3353
"cty01065","Hale County, AL",0.3352
"cty27121","Pope County, MN",0.3348
"cty18041","Fayette County, IN",0.3345
"cty01037","Coosa County, AL",0.3343
"cty49039","Sanpete County, UT",0.3343
"cty55115","Shawano County, WI",0.3339
"cty37169","Stokes County, NC",0.3337
"cty06105","Trinity County, CA",0.3337
"cty26015","Barry County, MI",0.3334
"cty56043","Washakie County, WY",0.3333
"cty51111","Lunenburg County, VA",0.3333
"cty06035","Lassen County, CA",0.3332
"cty22075","Plaquemines Parish, LA",0.3332
"cty06065","Riverside County, CA",0.3326
"cty53011","Clark County, WA",0.3325
"cty27075","Lake County, MN",0.3325
"cty37137","Pamlico County, NC",0.3323
"cty39019","Carroll County, OH",0.3322
"cty04017","Navajo County, AZ",0.3321
"cty26115","Monroe County, MI",0.332
"cty26123","Newaygo County, MI",0.3319
"cty06115","Yuba County, CA",0.3318
"cty27155","Traverse County, MN",0.3318
"cty31167","Stanton County, NE",0.3315
"cty21183","Ohio County, KY",0.3306
"cty21181","Nicholas County, KY",0.3304
"cty13037","Calhoun County, GA",0.33
"cty08043","Fremont County, CO",0.3299
"cty13241","Rabun County, GA",0.3297
"cty21223","Trimble County, KY",0.3295
"cty26085","Lake County, MI",0.3293
"cty29017","Bollinger County, MO",0.3293
"cty18015","Carroll County, IN",0.3293
"cty51053","Dinwiddie County, VA",0.3293
"cty47055","Giles County, TN",0.3286
